,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.6033046687576,0,0.0186941446592985,0,0,0,0,0,0,0,0.101573444763452,0,0,0,0,0,0,0.115399999207274,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.0206759384863573,0,0,0,0,0.0777338662969848,0.00428533889881037,0.047219981141617,0,0,-0.00975538062038147,-0.0397025612777938,0,0.0355870662699891,0,-0.0124125101715597,0
X601318.CH.EQUITY,0,0,0,0.198415244889759,0,0,0,0,0.0744164030957138,0,0,0,0,0,0,0,0,0,0,0.190765252292796,0,0,0,0,0,0.0264271093787331,0,0,0.0993256480831144,0,0,0,0,0.0646155579560795,0,0,0,0,0,0,0.183401793868378,0.0196519623502606,0,4.33680868994202e-19,0,0,0,0.0898196213165226,0,0,0,0
X601939.CH.EQUITY,0.123416514221586,0,0,0.379885798966225,0,0.195304126796589,0,0,0,0,0,0,0,0,0,0,0,0.0238219912666284,0,0,0.0183703548531615,0,0,0,0,0,0,0,0.0865725952170364,0,0,0,0,0.102566121607025,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.054034558429357
X601288.CH.EQUITY,0.0133534033148427,0,0.288850347524438,0,0,0,0,0,0,0.211319664398219,0,0,0,0,0,0,0,0,0,0.0500771914250609,0,0,0,0,0.0131382459919286,0.224661481697485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720451362082599,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0.210124132672023,0,0,0,0,0,0,0.0637005049033328,0.231827131442128,0,0.174689586629235,0,-0.092084346217537,0,0,0,0,0,0.365966985476742,0,0,0,0,0.116255567813929,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.45921419351741,-0.0969546534494991,0,0.0216075889708494,0,-0.217602549055042,0
X601988.CH.EQUITY,0,0,0.110753810861346,0,0.0360937927400677,0,0,0,0,0,0,0,0.0650217711251839,0.057967336473496,0,0,0,0,0,0.00594773807799836,0,0,0.620373144655008,0.0150762105354503,0,0,0,0,0,0.107730634103828,0,0,0,0,0,0,0,0,0,0,0.0461269772895865,0,0,0,0,0,0,0,0,0.0852760455591842,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0431512891689334,0,0,0,0.261099852864563,0,0,0,0.172396754332869,0,0,0,0.0743765943849863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00994813104857945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789035571774402,0,0,0.0054688783429602,0.068509115700784,0,0,0,0,0,0,0,0,0,0,0,0,0.0148507092333183,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.212571278900893,0,0,0,0,0,0.0309698243904473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574808091681524,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.398404380888309,0,0,0.230527686881264,0,0.00121403661218806,0.0277536992582405,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.111989549794362,0,0,0,0,0.150362177706735,0,0,0,0,0,0.189853158214451,0,0,0,0,0,0,0,0.267046220660256,0,0,0,0,0,0,0.0409498151223106,0,0,0.000211922537500056,0,0,0,0,-4.33680868994202e-19,0,0,0.0397160028829925,0.20649251339338,0.0223308852677589,0,0,0,0,0,0,0.0119103010417599,0,0,0
