,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.202416128612699,0,0.102254329925501,0,0.0307319117315394,0,-0.064749361794383,0,0,0,0.412669018511548,0,0,0,-0.115452189964392,0,0,0,0,0,0,0,0,0,0,0,0,0.0975266404747687,0.0227054809144929,0,0,0,0,0,-0.0848209234174488,0,0.166454130361804,0,0,0,0,0,0.0843018565339941,0,0,0.0790419764998546,0,0,0,0,0,0.0189543924905787
X601318.CH.EQUITY,0,0,0,0,0,0,0.00255091284019427,0,0.103702075595264,0,0.0152227318226145,0,0,-0.155903891648827,0,0.0794144948410486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218927086980223,0,0,0,0,-0.251825054344469,0,0.433661412180735,0.109207742401945,0.0340028445327985,0,0,0,0,0,0.180761825438723,0,0,0
X601939.CH.EQUITY,0.138274358754905,0,0,0.363774280838219,0,0.0718540459230598,0,-0.0783909724435276,0,0,0,0,0,0,0.0889811554363044,0,0,0,0,-0.019794442042524,0,0.102219483879665,0,0,0,-0.0883323863363467,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154270798915985,0.491691898625876,0,0,0,0,0,0,0,0,0,0.00175230153817885,0,0,0
X601288.CH.EQUITY,0.406561657274434,0,0.155592176811672,0,0,0.159423737333377,0,0,0.044569586519403,0,0,0,0,0.0313551176763281,-0.00300233917267595,-0.143448564239266,0.0517534754094449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121856887341722,0,0,0,0,0,0,0,0,0.181741487797969,0,0,0,0,0,0,0,0,0.191317978847396,0,0,0,-0.0152295340508239
X5.HK.EQUITY,0,-0.127680049779921,0.027433141420294,0.28615401504223,0,0,0,-0.250271516387301,0,0,0,0,0.144577745849941,0,0,0,0,0,0,0,0.540068092528739,0,0,0,0,0.303915218792251,0,-0.0108666611542155,0,0,0,0,0,0.0221823932586128,0,0,0,0,0,0,0,0,0,0,0,0,0.201554023487803,0,-0.0718446369280802,0,0,0,0
X601988.CH.EQUITY,0.177734328940066,0,0.122303646129608,0.120956087912242,0,0,0,0,0.0953107925640061,0,0.0971472988575307,0,0,-0.271847886075369,0,0,0,0,0,0,0,0,0.076739211632847,0.270269629471541,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.132130900462083,0,0,0,0,0,0,0,0,0,0.0249469851971168
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.080793983041504,0,0,0,0,0.00697094828341989,0,0.291950777071762,0.223835138290787,0,0.0365824503604987,0,0,0.0830506051018025,0,0.000660146123086881,0,0,0,0,0,0,0,0,0.0792232976058059,0,0,0.0369094096917505,0,0,0,0,0,0,0,0,0,0,0,0,0.11783708793407,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0335426999226427,0.0695984679831686,0,0,0,0.138508390986126,0,0,0,-0.145107872475165,6.93889390390723e-18,0,0,0.370201756769836,0,0.251920028597485,0,0.0424670254094321,0,0,0,0,0.103120161357926,0,0,-0.00418102799673751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.124292428699417,0.32059641801302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301287705956137,0,0.0266899293326404,0,0,0,0,0,0,0,0,0,0.118706082604164,0.0152265699633768,0,0.0475566202599142,0,0,0,0,0,0,-0.365682952881568,0,0,0.0689825712156152,0,0,0.195711404737339,0,0,0.205317718767128,0,0,0,0,0,0.0956594160300622
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127271913229521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0325434217301463,0,0,0,0.463698845792348,0,0,0,0,0,0,0,0,0.232970895707331,0,0,0,0.0140876408690971,0,0,0,0,0,0,0,0,0.04813643817025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178765164061501,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0341927505722721,0,0,0.0455314453667189,0,0,0,0,0,0,0.277698515995974,0,0,0,0,0,0,0,0,0.174350790558645,-0.111586403063018,0.125632334401242,0,0.15649451133011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444643471090142,0.156963726432709,0,0,0,0,0,0,0,0,-0.0370625820148724,0
X600000.CH.EQUITY,0,0.0377260369801885,0,0,0,0.0662299296843998,0.193588830531413,0,0,0,0,0.338916213356445,0,0,0.0657553829214546,-0.0482129878704061,0,0,0,0,-0.00427322810256013,0,0,0.00740949703218977,0,0,0,0,0.176797388872986,0,0,-0.088382858510255,0,0,0,0.020575492016521,0,0,0,0,0,0,0,0,0,0,0,0.0595171823476491,0,0.199549555027318,0,0,0
