,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.135074827506694,0,0.0165982063354412,0,0,0,0,0,0,0.275761447638281,0.244722720830275,0,0,0,-0.0878601402878111,0,0,0,0,0,0,0.0202219334186048,0,0,0,0,0,0,0,0,0.0222659250867622,0,0.261125683367812,0,0,0,0,0.0409273086159402,0,0,0.0551714847395929,0,0,0,0.019903188297257,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.261780472192431,0,0,0.139940885148839,0,0,0,0.0412645032678885,0,0,-0.0311536693065694,-0.130488350261378,0,0,0,0,0,0,0,0,0,0,0,0.187139951957982,0,0,0,0,0,0,-0.312392510181157,0,0.309611827868724,0.0558452477026945,0.267612123900993,0,0,0,0.0217093795517623,0.0823306754957247,0,0,0,0
X601939.CH.EQUITY,0.492560209126894,0,0,0,0,0.182859030630037,0,0,0,0,0,0,0,0.0691670289975797,0,0,0,0,0,-1.73472347597681e-18,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372933161029351,-0.11339513074393,0,0,0.0443405770619638,0,0,-0.0482322988746618,0,0,0,0,0,0
X601288.CH.EQUITY,0.612818027375018,0.08315870452806,0.114597249763715,0,0.0467018790320247,0.0198449881930251,0,0,-3.46944695195361e-18,0,0,0,0,0,0.00617346736485518,0,0,0,0,0,0,0,-0.0388217209938442,0,0,0,0,0,0,0,0,0,0.118010812364813,0,0.035364956378996,0,0,0.0529925175481826,0.180768585574793,0,0,0.0314918165821949,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0.0141231373703958,-0.0439944639441582,0.115466987407783,0.0382561246848568,0,0.0698665094722187,0,-0.131291846661813,0,0,0.0515437317422193,0.284532197387198,0,0,0,0,0,0.70927146978995,0,0,0,0,0,0,0,0,-0.167117630383009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933702361406202,0,0,0,0,0,0
X601988.CH.EQUITY,0.133241398388175,0,0.203787512625646,0.066479834957025,0,0,0,0,0.0774380337625813,0.105149929648197,0.10386382164123,0,-0.277183872462431,0,0,0,0,0,-0.0166003366994903,0,0,0.211844021440996,0,0,0,0,0.163307721920262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100565707664155,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0668067553802954,0,0,0,0,0,0.225779217677597,0,0.15867743943564,0,0,0,0,0,0,0,0.105061496398742,0,0,0,0,0,0,0,0.14120772750831,0,0,0,0.0336159820381198,0.0957691771721065,0,0,0,0.0381764321460164,0,0,0,0,0,0.0406833540987355,0,0,0.0159180801322073,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.183428334380433,0,0,0.0346701472528328,0,-0.0996747713789446,0,-0.0498613256355803,0,0,0.272196178755557,0.262995766977279,0,0,0,0,0.121475093846412,0,0,0,0.137265240724552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1785205988714,0,0,0
X601628.CH.EQUITY,0.255132510522923,0.354288844092798,0,0.102877850786824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040401046162742,0,0,0,0,0,0,0,0.00960932438778155,1.0842021724855e-19,0,0,0,0,0.0503764542166888,-0.127866407554941,0,0,0,0,0,0,0,0,0,0,0,0.102405118635085,0,-0.253157795764462,0.0993764979186804,0,0,0.231534842557212
X601166.CH.EQUITY,0.204369420745888,0,0,0,0,0.0107534541294395,0.433415134282038,0,0,0,0,0,0,0,0,0.429286421024227,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0339881408324841,3.46944695195361e-18,0,0,0,6.93889390390723e-18,0.00241598724397213,0,0,0,0,0,0,0,0.058289785034519,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0342359498456397,0,0,0.0491018004476417,0.084641045774717,0,0,0,0,0,0.249381496519305,0,0,0,0,0,0,0.0405609880408613,0.185485723821371,0,0.124966452095289,-0.132494690335216,0.0633961543032183,0.0646288644852463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130135754911558,0,0.139736868831231,0,0,0,0,0,0,0,-0.042522046120275,0
X600000.CH.EQUITY,0,0.0421573452357311,0,0,0,0.046520410832042,0.164268379696874,4.33680868994202e-19,0,0,0.331494198483157,0,0,0.110198485697504,0,-0.0778882712217356,0,0,0,0,0,0.0435312460691075,0,0,0,0,0,0.169008155042507,0.0254592486445957,-0.0293518654250746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0238055591676363,0.216643930487111,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0644698578123314,0.0159833651663028,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.275923037098025,0,0,0.0220080692949391,0.0462154966383859,0,0,0,0,0.0238823483022685,0,0,0.398259358389139,0,0,0,0.235890278989217,0,0,0,0,0,0.000485328753923003,0,0,0,0,0,0.0777121787130165,0,0,0.0877399076227427,0,0,0,0
X000001.CH.EQUITY,0,0.0659671933688663,-1.73472347597681e-18,0,0,0,0.103159344804195,0,0,0,0,0,0,0,0,0.118545566284896,0,0.170303129596253,0,0.185858154339404,0,0,0.10183431431402,0,0,0.139940225574633,0,0,0,0,-0.0932211692581235,0.076508439708017,0,-0.192576059492577,0,0,0,0,0,0,-0.0309295436149469,0,0.134530444211957,0,0,0,0.179442953846262,0,0,-0.0849260744219407,0,0
X16.HK.EQUITY,0,0,0,0.36697696808359,0,0,0,0.213376491038427,0,0,0,0,0,0,0,0,0.0800177455928638,0.0599119439328487,1.73472347597681e-18,0,0,0,0,0.125322185035506,0,0,0.0468805426470306,0,0,0,0.259757291466389,-0.12944064710548,0,0.107574132808077,0,0,0,0,0,0,0,0.102126816179806,0,0,0,0,0,0.00989921444052312,0,0,0,0
