,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.113964537984062,0,0.050957645327043,0,0,0,-0.0758081148430221,0,0,0,0.497564752781368,0,0,0,-0.0741749129023718,0,0,0,0,0,0,0,0,0,0,0,0,0.0562988882735925,0,0,0,0,0,0,0,0.0889364089401441,0,0,0,0,0,0.2184050579678,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.152002902906936,0,0,0.148957203461716,0,0.0982874411305281,0,0.0847746356443141,-0.106858295017121,0.122018211433332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918040239211352,0,0,0,-0.20091328073733,0,0.146485306461153,0.138307737435849,0.0908115194196831,0,0,0,0,0.317188231592776,0,0,0,0
X601939.CH.EQUITY,0.292859322822455,0,0,0.312096197075954,0,0.132035645008544,0,-0.043361473959295,0,0,0,0,0,0,0.104717849378324,0.0721942243251691,0,0,0,-0.0180310910237568,0,0.0538179196562309,0,0,0,-0.0990170266437587,0,0,0,0,0,0,0,0,0,0,-0.10429646538514,0,0,0.348207453602037,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.378251551956934,0,0.181054864613883,0,-1.73472347597681e-18,0.197053182947066,0,0,0.0601280672270283,0,0,0,0,0.0229847757276766,0,-0.130989360174477,0.058144856814482,0,0,0,0,0,-0.0414293514609506,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101956480619328,0,0,0,0.155356679809961,0,0,0,0,0,0,0,0,0,0.198226986522171,0,0,-0.0405763524732302
X5.HK.EQUITY,0,-0.0759515094431153,0,0.320036540742772,0,0.0144127747859626,0,-0.287188773882618,0,0,0,0,0.120995668443832,0,0,0,0,0,0,0,0.541906634305331,0,0,0,0,0.320948292807842,0,0,0,0,0,0,0,0.0190787876422959,0,0,0,0,0,0,0,0,0,0,0,0,0.217043392019454,0,0,-0.101361865341398,0,0,0
X601988.CH.EQUITY,0.201730604146767,0,0.289133263375185,-3.46944695195361e-18,0,0,0,0,0.0475511954972122,0,0.118871732559476,0,0,-0.269199915477719,0,0,0,0,0,0,0,0,0.0351198381668189,0.178943029540935,0,0,0,0.139357830251147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10112830630747,0,0,0,0,0,0,0,0,0.0669857960887107
X600036.CH.EQUITY,0,0,0,0,0.111503126313855,-0.0533326415570461,0,0.260221763256993,0,-0.0428359629009232,0.0110467294700623,0,0.350634930084543,0,0.24943428535185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774797663370648,0,0,0,0,0.0851896473441934,0,0,0.130920990534158,0,0.0388513659322815,0,0,0,0,0,0,0,0,2.65471548215637e-05,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0675910722692398,0,0,0,0.0553652093148656,0,0,0,-0.110646104622226,0,0,0,0.361980904294609,0,0.261581975741056,-0.00247844418187635,0,0,0,0,0,0.164387127329399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648535890864608
X601628.CH.EQUITY,0.188108289628928,0.174497216545036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571347992071019,0.0534627687013674,0,0,0,0,0,0,0,-0.0385661224225512,0,0,0,0,0,0.0886094415010468,0,0,0,0.00213725212276154,0,-0.097341390784872,0,0,0,0.158862555638868
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440365730904649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
