,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0121613370238441,6.93889390390723e-18,0,0.0391001669971339,0,0.295211969149946,0,0,0,0,0,0.115187661306584,0,0,0,0,0.110737581634038,0,-0.00354302301228262,0,0,0,0,0,0,0,0.0573221601215747,0.280297521581885,0,0,0,0,0,0.0522989737622815,0,0,0,0,0,0,0,0,0,0,0.0182052772142811,0,0,0,0,0
X601939.CH.EQUITY,0.265674571338788,0,0,0,0,0,0,0,0,0,0,0,0,0.426756552028404,0,0,0,0,0,0.106811515084432,0.0559737811749167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046446426081411,0.040284977343164,0,0,0.0213487616840869,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.2104009536713,0,0,0,0,0,0,0,0.164983176112862,0,0,0,0,0,0,0.214438728669985,0,0.117671935032838,0.0949407514849502,0,0,0,0,0,0,0,0,0,0,-0.0342032597250225,0.0815335693381312,0,0,0.0291086338910078,0,0.112666180559411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017258572723268,0,0,0
X601288.CH.EQUITY,0.34413484413739,0.00648233038668929,0,0,0.50230740107601,0,0,0,0,0,0,0.0118203805402666,0,0,0.0403752577030692,0,0,0,-0.0329608677664009,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171100727655559,0,0,0,0,0,0,0,0,0.0949580789763775,0.00788071312284765,0,0,0
X601988.CH.EQUITY,0,0,0.123484040616931,0,0,0,0,0,0,0,0.10976242063634,0,0,0,0,0.107489018246096,0,0.0647803357397,0,0,0,0,0,0.0462311008293645,0,0,0,0,0,0,0,0.124609007100768,0,0,0.105957524473667,0,0,0,0,0,0,0,0,0,0,0.243532626184245,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0.00882367400544333,0,0,0,0.120586726009872,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.359210910279841,0.233745821138269,0,0,0,0,0,0,0,0,0,0,0.429415910591406,0,0,0,0.384705356671959,0,0,0,0,0,0,-0.369584469268997,0.169938249986289,-0.182407196461029,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0886151961350643,0,0,0,0.274440555445089,0,0,0,0.14248224760565,0,0,0,0,0,0,0,0,0,0,0,0.0840612382408673,6.93889390390723e-18,0,0.203469904594702,0,0.108533891070372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558535544166992,0,0,0
X1299.HK.EQUITY,0,0.0667439258329078,0,0,0,0,0,0,0,0,0,0.0925307276066027,0,0,0.0583850392961858,0,0,0.288191836650252,0,0,0,0.0399814032647175,0,0,0,0.0606824787939029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.387222667258574,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206213950261714,0,0,0,0,0.00855611807630276,0,0,0,0.0910681140102438,0,-0.020199422186535,0,0,0,0.248974908796174,0,0,0,0.104362100523984,0,0,0,0,0,0,0,0,0.0326833729984244,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.117887544469078,0,0,0,0,0,0.186528853157553,0,-0.106028168801715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771509645732235,0,0,-0.225414970615242,0,0,0,0,0,0,0.69511157907901,0,0,0,0,0,0,0.470760200971782,0,-0.161504539924969,0,0,0,0
X601328.CH.EQUITY,0,0.0682111370060806,-1.0842021724855e-19,0.00255263703787927,0.076957505320146,0,0,0,0,0,0,0,0,0.308749607835297,0.0434427348619164,0,0,0,0,0,0,0,0.0370716850717388,0.241052483252591,0.0558453634014144,0.0280368060299701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148507505550087,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.143689152699027,0,0,0,0,0.331839509468889,0,-0.0582592949434688,-0.058378185786169,0,0,0,0,0,0,0,0,0,0.130831717831123,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.00136344301540173,0.412931218824906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200744103692208,0,0,-0.144507045544399,0.0484978458104687,-0.0237721469286627,0,0.0687782743755947
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0481995982082555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140438963635756,0.56058506175746,0,0,0,0,0,0,0.0153256625273393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.322708069648519,0.14047958154558,0,0,0,0.00559969259565537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.197923205203584,0,0,0.0243505364146399,0.101926558162854,0,0,0.230116610618138,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.0584150706480912,0.029062192018815,0,0,0,0,0,0,0,0,0.181777229471322,0,0,0,0,0,0.368743719990459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011884593495024,0.110497603521168,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.142629202309452,0,0.151985309312712,0,0.00643681703642155,0,0,0.072672542839368,0,0,0.0375092674660549,0,0,0,0,0,0,0,0,0,0.0540785180116927,0,0,0,0,0,0.309648779434814,0,0,0,0,0.0669354447191754,0,0,0,0,0,0.150082913198313,0,0,0.0452107443250968,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0410249000607249,0,0,0,0.0419747369682201,-0.0938359614718659,0,0,0,0,0.0313497263760548,0,0,0,0,0,0.0517737208589857,0,0.0542472736764582,0,0,0,-0.0618046174230572,0,0,0,-0.0220296249847867,0,0.538584014155495,0.148625986674299,0,-0.102317067940323,0,0,0.13911690430349,0,0.131251568957304,0,0,0,0,0,0,0,0,0.00167944365321861,0,0,0
