,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.354726558372613,0.151986663984034,0.0254569277267374,0,0,0,0,0,0,0,0,0,0,0.193261665524681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121541564356424,0,0.0363823275809037,0,0.0171086545691087,0,0,0,0.191402091234687,-0.0816729863255878,0.0636659537971766,0.00703813609285581
X601318.CH.EQUITY,0,0,0.0377180100034288,0.137348228026382,0,0,0,0,0.12697608215391,0,0,0.0546674387147112,0.0386426775413207,0,0,0.0249443966969375,1.73472347597681e-18,0.130870388423684,0,0.185616695456589,0,0,0.121956538414718,0,0,0,0,0,0.0203547940227123,0,0.0745134138678035,0,0,0,0,0,0.0060131860761826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113141766967492
X601939.CH.EQUITY,6.93889390390723e-18,0,0,0,0.211598764208708,0,0,0,0,0,-0.0361999648170854,0.148675222508883,0,0.0506217144527661,0,0,0,0,0.124472051246046,0,0.00830484847685765,0,-0.141950124600235,-0.0200863859206058,0.482376651205336,0,0.140460645553852,0,0.0277300351620687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0427489432158816,0
X600036.CH.EQUITY,0,0.194009043742133,0,0,0,0,0.137157887815871,0.0921935422666757,0,0,0,0,0.192130666744351,0.0969470370194535,0,0,0,0,0,0,0,0,0,0,0,0.259590872052428,0,0,0,0.0608054780344217,0,0,0,0,0,0,0,0,0,0.0295138267134189,0.00512732000052659,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.117083393485787,0,0.0629624846644457,0,0,0.142629426706937,0,0.337163785934916,0,0,0,0.0830399813614806,0,0,0,0,0.00231726834619843,0,0,0,0,0,0,0,0,0,0,0.134654534739589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513827708489771,0,0,0,0,0.0912031182211853,0,0,0,0,-0.0739704376978478,-0.0752586625433702
X601628.CH.EQUITY,0,0,0,-0.0280663692376266,0.0331579108253115,0,0,0,0,0,0.0763712776329507,0,0,-0.091184026354367,0,0,0,0,0.0448139004790769,0,-0.03119529941013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697211337984307,0,0,0,0,0,0,0.115537591447748,0,0,0,0,0.186731234806083,0,0,0,0,0,0.211802377286803
X1299.HK.EQUITY,0,0,-0.0792103705839758,0,0,0,0,-0.0453522687240313,0,0,0.140584983353786,0,0,0,0,0,0,0,0,0,0,0,0.0500115824757226,0.108494414926609,0,0,0,-0.243823757399022,0,0,0,0.0189966532483782,0,0,0,0,0,0,0,0.265608927438887,0,0.236704544222995,0.116461056030096,0.225233645107279,0.0273009800274976,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0855119595722338,0,0,0.452598423136896,0.134628887802479,0,0,0,0,0,0,0,0,0,0,0,0,0.146176234948911,0,0,0,0,0,0.144082400844344,0.146931722308916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0321557657121507,0,0,0.0103201791480833,0.0188866149564447,0,0,0,0,0,0,0,0.207638399699955,0,0.0996223169040226,0,0.12828695175682,0,0,0,0,0.0296221175947108,0,0,0,0,0,0,0,0.0128198178166866,0,0.243960450214554,0,-0.0669409581143812,0,0,0.191384457391986,0,0,0,0,0.0830389942442353,0,0,0,0
X601166.CH.EQUITY,0,0,0.0502878589112214,0.0572512677236644,0,0.0276180708670758,0,0,0,0,0,0.0193910920870779,0.10609870705384,0.0682126262184453,0,0,0,0,0,0,0,0,0,0,0,0.163805050068611,0,0.368977759328331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00490654147510214,0,0,0,0,0
