,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.18119648994316,0.112312323502595,0,0.321834734902674,0,0,0,0.0165770063502737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230574403912592,0,0,0,0.0902766013354293,0,0,0,0.105092752427306,0.0538387525444259,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379676062094706,0.00227387155192022,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0444655703529852,0,0,0.226032111559377,0,0,0,0.276297953911452,0.0355524389611735,0.0108425199296692,0,0.0436448382615821,0,0,0.185439485263273,0,0,0.015110152647887,0,0,0,0,0,0,0,0,0.0994963718102623,0,0,0,0,0.214385239311152,0.0324117689193627,0,0,0,0,-0.0355660734967638,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.136698686721869,0,0,0,0,0,0,0.0987732282610637,0,0,0.0210467796604289,0,0,0,0,0,0,0,0,0.044299545447556,0.348049986226155,0,0.135982719794624,0,0,0,0,0,0,0,0,0,-0.121888960264077,0,0,0,0,0,-0.0569935013558255,0,0,0,0,0,0.0847117617147753,-0.08091839922957,0,0
X601939.CH.EQUITY,0.560165979223934,0.071153563529403,0,0,0,0,0,0,0.15986310035164,0,0,0,0,0,0,0,0,0,0.0917267420028859,0,0,0,0,0,0,0,0,0.122250473726522,0,0,0,0,0,0,0,0.115189174181724,0,0.0677593376174807,0,0,0,0,0,0,0,0,0,0,0,0.143538992570973,0.0560395271346939,0,0
X601288.CH.EQUITY,0,0,0,0.176652926257466,0,0,0.449807699617405,0,0,0,0.015786290715491,0,0.0202089192960705,0,0,0,0,0.085562151340607,0,0,0,0.0079839986444968,0,0,0.047248623981297,0,0,0.0457745753150042,0,0,0,0,0.0834874768356253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0442570801117357
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.107662288483476,0.259996326885353,0,0,0,0,0.164018324174616,0,0,0,0,-0.21270029325409,0.141204430869491,0,0,0,0,0,0,0,-0.00386755782139384,0.146684937253235,0,0,0,0,0,0,0,0,0,0.146176997379415,0,0,0,0.088243620626517,0,0,0,0.262656260246955,0,0,0,-0.0442168711489897,0
X601988.CH.EQUITY,0,0,0,0,0.36230975570273,0,0,0.06857267086989,0,0,0,0,0,0,0,0,0,0,0.237217701337653,0,0,-0.0538699065096905,0,0,0.1894001415431,0,0,0,0,0,0,0,-0.187601601864955,0.0348825052569419,0,0,0,0,0,0.0253961720186987,0,0,-0.00857093078970721,0,0,0,0.0203967877422925,0,0.137095926665148,0,0,0,-0.128190365384603
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.17069556479302,0,0,0,0,-1.73472347597681e-18,0,0,0,0.227446711302637,0,0,0.138372439279816,0,0,0,0,0,0,0,-0.0144908356050824,0,0,-0.187455420832675,1.73472347597681e-18,0.110876963830641,0,0,0,0.354529565309761,0,0,0,0,0,0,0,0,0.093024732374005,-0.0157180662865436,0,0,0,-0.00238781002631611
X5.HK.EQUITY,0,0.270965946503064,0,0.0584843301207501,0,0,0,0,0,-0.0293656517875996,0.0234895714648418,0.0731040595054829,0,0,0,0,0,0,0,0,0,0,0,0.26737961417316,0,0,0.0901996264108423,0,0,0,0,0,0,0,0,0,0,0.199085697550399,0,0,0,0,0,0,0.115380791411472,0,0,0,0,0,0,-0.058395779701908,0
X388.HK.EQUITY,0,0,0,0,0,0.218856781076443,0,0,0,0,0,0,0,0,-0.0786576258541033,-0.0390277183480116,0.391617508866137,0,0,0,0,0,0,-0.129858752670418,0,0,0,0,0,0,0,0,-0.120143718536993,-0.0639725031889166,0,-0.224119343673625,0,0,0.083016666928449,0,0,0,0,0.0522799320284236,0.140910877066564,0.0502096668930878,0,0,0,0,0,-0.54230122507772,0
