,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0711811870797963,0,0.0399654511005787,0,0,0,-0.0263275784405678,0,0,0,0.469600849131942,0,0,0,-0.132119789923026,0,0,0,0,0,0,0,0,0,0,0,0,0.0580458109837878,0,0,0,0,0,0,0,0.0499713561625302,0,0.0646868821255244,0,0,0,0.218234656335213,0,0,0,0,0.0229829974143144,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0151867645782515,0,0.0163147217957091,0,0,0.112768913048034,0,0.179759955717529,0,0,-0.0579268079427839,0.20192994078969,0.0571476604691595,0,0,0,0,0,0,-0.138890468858499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18617015212721,0,0,-0.288782470702348,0.386678908306456,0,0.260555240030934,0,0.241834376240929,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.250590161355321,0,0,0.322963044725852,-0.0299131044746593,0.106820430053789,0,-0.0772551473053997,0,0,0,0,0,0,0.0691928489383674,0.0606649491981,0,0,0,0,0,0,0.117057520905062,0,0,-0.032526509217465,0,0,0,0,0,0,0,0,0,0,0,0,-0.100965465153357,0.382550649566335,0,0,0,0,0,0,0,-0.0015747608774771,0,0,0,0,0
X601288.CH.EQUITY,0.384856504624099,0,0.0896410046076059,0,0.101499994635716,0.165064122740435,0,0,0.00484679098135537,0,0,0,0,0,0,-0.132473575138647,0.049219204142633,0,0,0,0,0,0,0,0,0,0.0248878613922188,0,0,0,0,0,0,0,0,0,0,0,0,0.295430498353401,0,0,0,0,0,0,0,0,0.0438452148265602,0,0,0,0
X5.HK.EQUITY,0,0,0.0507572713395762,0.221818711283958,0,0.139216791014603,0,-0.361572688746401,0,0,0,0,0.0908919412301229,0,0,0,0,0,-0.00800911916285767,0,0,0.392948585699001,0,0,0,0.458714447606767,0,0,0,0,0,0,0.0910380372877733,0,0,0,0,0,0,0,0,0,0.00102780086119903,-0.0843128491320299,0,0,0,0.152702279055599,-0.0605275869834545,0,0,0,0
X601988.CH.EQUITY,0.22675483795945,0.101854448777921,0.351109704279819,0,0,0,0,0,0.139383434091814,0,0,0.151116890448134,0,-0.152250491868542,0,0,-1.38777878078145e-17,0,-0.114225228444997,0,0,0,0,0.163215280739927,0,0,0.104028486425661,0,0,0,0,0,0,0.0310059422772356,0,0,0,0,0,0,0,0,0,0,0.04099498911399,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0811112215267141,-0.0807305090467121,0,0.13959592340574,0,-0.0469448825120527,0.0295547255739011,0,0.37356268455029,0,0.237540886005345,0,0,0,0,0,0,0.0483779133646518,0,0,0,0,0,0,0,0,0,0.0369130474035799,0.00610344143524596,0,0,0,0.0601942687180229,0.079143642686554,0,0,0,0.127150384566498,0,0,0,0,0,0,0.0516449538830893,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0545870447678179,0,0,-0.00297110155283818,0,0,0,0,0,0.339848696552801,0,0.106077978739418,0,0,0,0,0.153516908913179,0,0,0,0,0,0,0,0,0,0,0,0.0162854565570041,0,0,0,0.139865542252912,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.010876993925761,0.264746071459621,0,0,0.0371207669942639,0.0987279288885517,0,0,0,0,0.0351135244905544,0,0,0,0,0,0,0,0.108676718465627,0,0,-0.106119388677128,0,0,0,0,0.1035188681418,0,0,0,-0.105514068044689,0,0,0,0,0,0,0,-0.188563726007594,0,0,0,0.17692024628049,0,0,0,0,0.121029074842195,0,0,0,0,0.0937403142875547
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159464518262418,0,0,0.00992921598431149,0,0,0,0,0,0.214671373889644,0,0,0,0,0,0.096324248782395,-0.0151783413762636,0,0,-0.0364004262889878,0.285815337007959,0,0,0,0,-0.18268343908329,0,0,0,0,0.038135158001262,0,0,0,-0.15043188242145,0,0,0
