,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.43844386636365,0,0,0,0,0,0,0,0,0,-0.00812690330917299,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0230431745078767,0,0,0,0,0,0.0259959226398967,0,0,0,0.201709068774988,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0519707835425576,0.25100011580413,0.0428074878227806,-0.0292530924621206,0,0
X601318.CH.EQUITY,0,0,0,0.0284263123726816,0,0,0,0.0603559619988408,0.109560910616129,0,0,0,0,0.0543790758900218,0,0,0,0,0.260146795521508,0,0.215281315563523,0,0,0.0242294699460228,0,0.138832562059295,0,0.083947295447081,0,0,0,0,0,0.0261585357777905,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106691973394984
X601939.CH.EQUITY,0,0,0,0,0.330313133759247,0,0,0.113123532515566,0,0,-0.0604134602921974,0,0,0,0.0283112220735597,0,0,0,0,0.0656579386940618,0,0,0,-0.118991969196003,0.3937283560623,0,0.165015690255609,0,0,0,0,0,0,0,0,-0.099021380059273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207702706429627,0.0199471235333784
X600036.CH.EQUITY,0,0.188933156308418,0,0,0,0.0716297793367004,0,0.0934130084455884,0,0,0,0,0,0.216942620619161,0,0,0,0,0,0,0,0.0322817249754588,0,0,0,0,0,0,0.333292271017937,0.108351009213054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191005029803262
X601288.CH.EQUITY,0.265457922068306,0,0.0661014350133002,0,0,0,-0.0831018031018155,0.18688703113587,0.14605216206407,0,0,-0.0470852692180512,0,0,-0.0287638674402459,0.207613977706696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19040821497345,0,0,0,0,0.0156658580369475,-0.0726791184558876,0
X601628.CH.EQUITY,0.105788837922061,0,0,0,0,0,0,0,0,0,0.0110844511258486,0,0,0,0,-0.0459048020619183,0.198035465091029,0,0,0,0,0,0,-0.0544981064997325,0,0.0434961399072969,0,0,-0.107335734239107,0,0,0.0269871251437712,0.203013717102603,0,0,0.0833828534415851,0,0.556552856202768,0,-0.041529578913527,0,0.0761411835176854,0.0123863327230287,0,0,0,0,0,0,0,0,0,0.0212310167441192
X1299.HK.EQUITY,0,0,-0.144810174967489,0,0,0.0183784272177539,0,0,0,0,0.173166736072878,0,0,-0.049280910584389,-0.021474245470477,0,0,0.0320011309953369,0,0,0,0,0.0455332144751667,0.0806720927490458,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,-3.46944695195361e-18,0,0,0.192841590528763,0.165931722625772,0,0,0.116006325510778,0.186984709386359,0,0,0,0.0925170402551054,0,0,0.0677355260347191,0,0
X601988.CH.EQUITY,0.0313022993087687,0.0191479417912796,0.0471465992546041,0.351806792060155,0.17180869809415,0,0,0,0,0,0,0,0,0,0,0.18963824389551,0,0,-1.38777878078145e-17,0,0,-0.0084297959174522,0,0,0,0,0,0.0753823030642089,0,0.0176088306746694,0,0,-0.119766474779555,0.28155248393871,0,0,0,0,-0.0865267034736758,0,0,0,0,0,0,0,0,0,0,0,0,0.0451680849208019,0
X5.HK.EQUITY,0,0.112705743975965,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.00435839883368019,0,0,0,0,0.111263977969787,0,0,0.152681053120881,0.0379085213026839,0,0,0.0281623763060645,0,0,0,0,0,0,0,0,0,0,0,0.2831742659939,0,-0.050165712682811,0.261553592089195,0.184807668983931,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.108263035446752,0,0,0,0,0.0920881082641883,0,0,0,0.057314116303954,0,0.0665741796232527,0,0.0157676976409138,0,0,0.309855806489164,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0988423237088178,0,0,0,0,-0.0966382614937833,0,0,0,0,0,-0.0575961775927779,-0.0731065625481387,0,0.113970733659286,0,0,0,0,0
