,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.237813564948181,0,0,0.0875559840795507,0,0.239726553230227,0,0,0,0,0,0.128696782352499,0,0,0,0,0,0,0,0,0,0,0,0,0.0383145500187224,0,0,0,0,0,0.0939693486353756,0,0,0.0234592208040147,0,0,0,0,0,0,0,0,0,0.107455505991134,0,0,0,0,0,0
X601318.CH.EQUITY,0.19208661568676,0,0,0,0,0,0,0,0.269846703229829,0,0,0,0,0,0,0,0.367489428799847,0,0.132182426520972,0,0,0,0,0,0,0,0,0.0311260507976664,0,0,-0.0613300792481567,0,0,0,0,0.0448153734276951,0,0,0,0,0,0.00207738061863832,0,0.0335087884426522,0,0,0,0,0,0.0339849119215692,0,0,0
X601939.CH.EQUITY,0.0609570702351458,0,0,0.271798895488544,0,0.0510867800851779,0,0,0,0,0,0,0,0.429011056832418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445703689395364,0,0,0.0667710010694943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.352286761304878,0,0.0262820281393026,0,0,0.488087432162946,0,0,0,0,0,0,0,0,0.0301320397626246,0,0,0,0,0,0,-0.029025000695107,0.0174376083615221,-3.46944695195361e-18,0,0,0,-0.000288003630158246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101444985216775,0,0.00344720129986006,0,0,0
X5.HK.EQUITY,0,0,-0.0936121949230627,0,0,0,0,0.0344228075144793,0,0,0,0,0.00267873551528994,0,0,0,0,0,0,0,0,0,0.426423994505525,0,0,0,0,0.0767871714936007,0.415042120186465,0,0.0060735141089405,0.253580347685264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441406713775399,0.188618495071513,0,0
X601988.CH.EQUITY,0.372433704934298,0,0.000207943089590398,0,0,0,0,0,0,0,0.0954157365551006,0,0,0,0,0,-3.46944695195361e-18,0,0.0245958888601735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158498230611721,0,0,0,0,0,0,0,0,0,0,0,0.302664096706575,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220672339225371,0,0,0.26383575530326,-1.38777878078145e-17,0.0680181833226665,0,0,0,0.174481029156324,0,0,0,0,0,0,0,0,0,0,0.00913959972157238,0,0.114280521342236,0,0.07445536686821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601598939448161,0,0,0,0.470459699383035,0,0,0,0.122787103222739,0,0.106551134101276,0,0,0,0,0,0,0,0.269412698079141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.227187595685631,0,0,0,0,0,0,0.079841376766972,0,0,0,6.93889390390723e-18,0,-6.93889390390723e-18,0,0,0,0.0549516858783497,0,0,0.068406142658387,0,0,-1.38777878078145e-17,0,0.126455623815268,0,0,0,0,0,0,0.264700077894305,0,0,0.115744827775163,0,-0.14653536851208,0,0,0,0,0,0,0,0,0,0,0,0.135069978793312,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.304581167729253,0,0,0,0,0,0.205440852307698,0,0,-0.241375774341391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602109989965372,-0.0975498753675373,0,0,0,0,0,-0.0271300509932094,0,0,0.753580485969686,0,0,0,0,0,0.62382658143934,-0.0864311529574429,0,0,0,0,0
