,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.315488629732086,0,0,0.0835733208507727,0,0,0,0,0,0,0,0,0.029124949646754,0,0,0,0,-0.0823825354209495,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0238158600832234,0,0,0,0.163028640227226,0,0,0,0.003453793551081,0,0,0,0,0,0,0,0,0,0.259414278879723,0,-0.0568275504908048,0,0
X601318.CH.EQUITY,0,0,0,0,0.0166097060408146,0,0,0,0.150790907456245,0,0.0571673364697654,0,0.0831726833941055,0,0,0,0,0,0.223412322951159,0.180487916173651,0,0,0,0,0,0,0,0,0,0,0,0.0896087989828222,0,0,0.0344514017452107,0,0,0.0495399525480625,0,0,0,0,0,0,0.00883358626559772,0,0,0,0,0,0,0,0.0728645332615611
X601939.CH.EQUITY,0,0,0,0.286874219807765,0,-0.0573440438251532,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0033277745289052,0.748405848585776,0.0152869303421117,-0.258831951099728,-0.137277502655884,0,0,0,0,0,0,0.0629470252020987,0,0,0,2.77555756156289e-17,0,0,0,0,-0.126706959670661,0,0,0,0,0,0,0,0,0,0,-0.0887585711434875,0
X601288.CH.EQUITY,0.221929261795599,0,0.0325606678544058,0,0.0550589883665332,0,0.322493430069595,-0.100419125387085,0,0,0.0584894643233674,0,0,0,0,0.068861910524019,0,0.00258830314005475,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15628415859601,0,0,0,0,0,0,-0.112676793404938,0
X601628.CH.EQUITY,0,0,0,0.0698636708854593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2286975028676,0,0,0,0,0,0.0981371485602504,-0.150938379006533,0,0,0,0.109488846507768,0,0,0,0.512952403240148,0,0.135768017742101,0,0,0,-0.00209188258113961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522670289074897
X600036.CH.EQUITY,0,0.201917005207757,0,0,0.0922198465261425,0,0.0801200848921814,0,0,0,0,0,0.213637698936706,0,0,0,0,0,0,0,0,0,0,0,0,0.317580041153622,0,0,0,0,0.13899045592549,0,0,0,0,0,0,0,0.0474484941865504,0,0,0,0,0,0,0,0.0307730169229143,-0.0636932837349248,0,0,0,0,0.0111000315838084
X601988.CH.EQUITY,0,0.0332650466311628,-2.16840434497101e-19,0,0,0.329572059024499,0,0,0,0,0,0,0,0,0,0.470281883927575,0,0,0,0,0.0373095221686441,0,0,0,0,0,0,0,0,0,0.0117083278152188,0.140622809555224,-0.0766789270590579,0,0,0,0,0,0,0,0,-0.0184958112321925,0,-3.46944695195361e-18,0,0,1.73472347597681e-18,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.35428929146953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403009976546796,0,0,0,0,0,0,0,0,0,0.0937922142528482,0,0,0.156371699240059,0,0.0916702999726754,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035902467960853,0,0,0,0,0,0,0,0,0,0.574874592627334,0,0.0761184474043707,0,0.0853137079733241,0,0.0855261756508408,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.230084040075474,0.0692875046814271,-0.081114470612333,0,0,0,0.178107626776354,0.180315427985564,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.165282457892415,0,0,0,0,0,0,0,0,-0.0117305165496887,0,0,0,0,0,0,0.155320972442085,0,-0.0838428942234324,0,0,0,0,0.130754416919777,0,0.132453167377128,0,0,0,0,0.220497119493149,0,0,0,0,0,-0.305597442214514,-0.0364965782719415,0,0.0912173304137701,0.0720063288371317,0,0.548829998118651,0.181723417474886,0,0
X601658.CH.Equity,0.0233093167964956,0.225177393956991,0,0,0,0,0.128439719435184,0.0666669252797019,0,-0.0266018122670548,0,0,0.223559770309423,0,0,0.129893614514887,0,0,0,0,0,0.0407437960836212,0,0,0,0,0,0.0325349907250752,0,0,0,0,0,0,0,0,0,0,0.0429115649246019,0,0,-0.103590155788075,0,0.066871573382026,0,0,0,0.0552673653460787,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0217318613897993,0,0,0,0,0,0,0,0,0,0.0281510951454456,0,0.00656499390577131,0,0,0.0561282753042967,0,0,0,0,0,0.0726050326302702,0,0,0,0.0585318761522339,0,0.324550816720311,0,0,0.0141903111658735,0,0,0,0,0,0,0,0,0,0,0.256775757064323,0,0.169335577084663,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.0358215844534844,0,0,0.528778182203564,0,0,0,0.00017110321173109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850051046238013,0.272429102009766,0.0568008383587636,0.0125212318910581,0,0,0,-0.258446313425111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142987010923411
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546963104503431,0,0,0.177190878639027,-0.11421980375575,0,0,0.123284311138254,0,0,0,0,0,0,0,0,0,0,0,0.0711907159021185,0.0699141882892504,-0.0257995739109252,0.0457537331118871,0,0,0,-0.0222775708713197,0,0.00438354031451432,0,0,0,0,0.0499502799792905,0,0,0
X000002.CH.EQUITY,0,0,0,0,-0.250805045529779,0,0,0,0.341686454984768,0,0,0.127640828652287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512842012604946,0,0,0,0,-0.0418213174716912,0,0,0,0.29994617886936,-0.0870665903658522,0,0,0,0,0,0,0,0,0,0,0.101461378562607
X601328.CH.EQUITY,0,0.0737626463405746,0,0,0,0,0.0759835822251285,0,0,0,0,0,0,0,0,0,0,0.0211331123797101,0.337260123305062,0,0,0,0.0574224069048756,0,0,0,0,0,0.204029792797992,0,0,0,0,0,0,0,0.0333328859956801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0227253918386797,0,0,0.0242255044078338,0,0,0,0,0,0.0125637308630863,0,0.640742549233548,0.0826730758943834,-0.0244790909314926,0,0,0,-0.148114088790542,0,0,0,0,0,0,0,0.0335463848514202,0,0,0,0,0,0.0441446677477623,0,0,0,0,0.150929920536228,0,0,0,0,0,0,0,0,-0.0363480548214375,0,0,0,0,4.33680868994202e-19
X601601.CH.EQUITY,0,0.320890652108563,0,0.123626027135579,0.185282263056816,0,0,-0.00978819521528156,0,-0.0750435153483418,0,0.134873381668187,0.0780084236482094,0,0.0953441500150373,0,0,0,0,0.287508144369868,0,0,0,0,0,0.00896745518181261,0,0,0,6.93889390390723e-18,0,-0.130996709551546,0,0,0,0,0,0,0,0,-0.0102153271292612,0,0,0,0.0139768668262321,0,0,0,0,0,-0.00811207111754682,0,0.0841715032402563
X600000.CH.EQUITY,0,0.126670511716077,0,0,0,0.0261375443499675,0,0,0,0,0,0.0161234894281979,0,0,0,0.395989260155105,0,0,0,0,0,0,0,0,0,0,0,0,0.0195727228472601,0.0566638312653835,0,0,0,0,0,0,0,0.0154053017839185,0,0,0,0,0.0317172720360538,0.033870761260416,0,0.0471642952487727,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.281866668885645,0,0,0.0129463645572183,0,0.00896003042332751,0,0,0,0,0,0,0,0,0,-0.0180744276639277,0.223228746683723,0.161604525583427,-0.0355326123848957,-0.0121479711715538,0,0,0.226203397750692,0,0,0,0,0,0,0,-0.0530448480722281,0,0,0,0,-0.0435467633561432,0,0,0,0,-0.0425424998653211
