,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.531985604329173,0.0542693808381398,0.0478779053946995,0.0366689173837486,0.0781995703212321,0,0,0,0,0,0,0.0372137192825598,0,0,0,0.000971817265670388,0.0719259855392952,0,0,0,0,0,0.0648947509924795,0,0,0,0,0,0,0,0,0,0,0,0,0.00167976500667327,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0.0836612871915759,0,0,0.0600035450242928,0,0,0,0,0,0,0,0.229952850821648,0,0,0,0,0,0,0.0930813286257414,0,0.030632861821287,0,0,0,0,0,0,0,0,0,0.156517322861871,0,0,0.281909577842062,0,0,0,0.0125716770105174,0,0.0149652630242335,0,0,0,0,0,0
X601939.CH.EQUITY,0.467803911249618,0,0,0.183799556513421,0,0.110182102775339,0,0,0,0.0170102650199542,0.133459807544315,0,0,0,0,0,0,0,0,0,0,0,0.000805420853719632,0,0,0,0.00122532867184208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440513738607206,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.430436971121856,0,0.0773718702591268,0,0,0.01331130467909,0,-0.0209816024677097,0,0.0778776414221386,0,0,0,0,0,0,0,0.201484680907725,0,0,0.151360088964495,0,0,0,0,0.0324167969395962,0,0,0.0896227440398783,0.0678298583393629,0,0,0,0,0,0,0,0,-0.0876684931993264,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.256542468561104,0,0,0,0,0,0,0,0,0,0,0.538845373577187,-0.114420429145215,0,0,0,0,0.205028204397774,-0.123958808876115,0,0.324431540950692,0,0,0,0.0533074334314434,0,0,0,0,0,0,0.0239497150627424,0,0,0,0,0,0,0,0,-0.61592896724602,0,-0.0130777711010024,0,0,-0.184670431527785,0
X601988.CH.EQUITY,0.0935274026031973,0,0.1674479073586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580807886750935,0,0,0,0.343222077369009,0,0.0785175086133545,0,0,0,0,0,0,0,0,0,0,0,0.0148336909051859,0,0,0,0,0,0.219433971085808,0,0,0,0,0,0,0,0.0510754811884049,0,0
X600036.CH.EQUITY,0.0288115713072523,0.118132670471373,0,0,0,0,0,0,0.0518508498059535,0,0.117076291728956,0,0.213216398027175,0,0,0,-0.0516916433295886,0,0.0683592290870333,0,0,0,0,0,0.334207566168366,0,0,0,0,0.114881433072187,0,0,0,0,-0.0459920456479238,0,0,0,0,0,0,0,0,0.0133015082103815,0,0,0,0,-0.0439004122430591,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0353979152888129,0,0,-0.0547458599305802,0,0,0,0.129126906061341,0,0,0,0,-0.0322931060531537,0,0,0,0.256355155097525,0,0,0.0851048265104942,0,0,0,0,0,-6.93889390390723e-18,0.00923066486878026,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0298418435861627,0,0,0,0.284415825033418,0,0,0,0.126894967440823
X601628.CH.EQUITY,0,0.0307336928959247,0,0,0,0,0,0,0,0,0.0547897168879225,0,0.0874588437757792,0,0,0.0115689003273404,0,0,0,0,0,2.77555756156289e-17,0,0,0.0452400743148711,0,0.106675766363056,0,0,0,0,0.237593557067731,0,0,0,0,0,0,0,0,0.0803565336688991,0.19507564978187,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0679060400561618,0,0,0,0,0.0898727497504063,0.00892559336157013,0,0,0,0,0.0928785117083059,0,0,0.0124101663113026,0,0,0,0,0.167112772076429,0.0251857532489609,0,0,0,0,0,0,0,0,0.0688477535394711,0,0,0,0,0,0.000482768382238267,0,0,0.190279104492071,0.238196002516363,0,0,0,0,0,0,0,0,0,0,0
