,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,2.77555756156289e-17,0.443896788592509,0.0634591219710553,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.130823942313848,0,0.0899478660023978,0,0,0,-0.120398050272754,0,0.0104044655601705,0,0,0,0,0,0,0.0476208539885963,0,0,0,0,0,0,0,0.0413765400571584,0,0,0,0,0,0,0,0,0,0.121316076843259,0.137859853626109,0,0,0,0
X601318.CH.EQUITY,0,0,0.178622692276241,0,0.0291935037481594,0,0,0,0,0,0,0,0,0,0.3011765508814,0,0.0366720403695196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154899665767474,0,0,0,0,0,0.170416501377183,0,0,0,0,0,0,0,0.0833827043803876,0,0,0,0
X601939.CH.EQUITY,0.163255618930972,0,0,0,0,0,0,0,0,0,0.170601465624995,0,0,0.28858709011612,0,0,0,0,0.0431449639583747,0.177702426374136,0,0,-0.0326253748982824,0,0,0,0,0,0,0.0187526432923839,0,0,0,0,0,0.0878661542691034,0,0,0,0,0.0368269279182505,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.347021930322916,0,0.0192554261842052,0,0.502087923982791,0,0,0,0,0,0.0113182790745338,0,0,0,0,0,0.0453289076442013,-0.0267995759942181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893614882919264,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.115333791002904,0,0,0,0,0,0,0,0.475444320903467,0,0.0154298020928827,0,0,0,0,0,0,0,0,0,0.0387980771169754,0,0,0,0,0,0,0,0,0,0.0895214989992521,0,0,0,0,0,0,0.0893048904398416,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.220312333995908,0,0,0,0.0190780831892817,0,0,0,0.227542451234047,0,0.208956618276446,0,0,0.448476149188875,-0.574284907102169,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.314569270547248,-0.142998537747318
X600036.CH.EQUITY,0,0,0,0.0519158458976606,0,0,0,0.101327061735412,0,0,0,0,0,0,0.145135332089283,0,0,0,0.088814744971552,0,0,0,0.0529389825803562,0,0,0,0,0,0,0,0.185372096113284,0,0.199241365452645,0,0,0.0555087797143407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0796960179707962,0,0,0,0,0.0947041194393405,0.168241173600823,0,0,0,-2.77555756156289e-17,0,0,0.0497273461590089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267164828941271,0,0,0,0
X601628.CH.EQUITY,0,0,0.264547846533386,0.0324273027911466,0.227216198411876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536338314682095,0,0,0,0.133126001553314,0,0,0,0,0,0,0.110722290909594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.224642004457959,0,0,0,0,0,0.0806989223804531,0,0,0,-0.111473717339589,0,0,0,0,0,0,0.450390722448927,0,0,0,0,0,0.146987655286291,0,0,-0.166230655929319,0,0,0.139595454826611,0,0,-0.022032266379842,0,0.57529326645124,-0.207906166923817,0,0,0,0,0.51303077212987,0,-0.230584599845397,0,0,0,0
