,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600926.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.279564339778512,0.115042390051157,0,0.245584504437116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199717612693926,0,0,0,0,0,0,0.0147183765852495,0,0,0.0185973508045957,0.0962320075868212,0,0,0,0.0891585669901826,0,0,0,0,0,0,0,0,-0.000878107326372651,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.113363633701322,0,0,0,0,0.184321283957295,0,0,0,0.0342286198048801,0,0.0532004515028771,0.208606707738657,0,0.138027385021242,0,0,0,0.134013049186365,0,0.0203128279964363,0,0,0,0,0,0,0,0.0873679735764195,0,0,0,0,0.0496788051400433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.117234233911162,0,0,0,0,0,0,0.0873259641683603,0,0,0,0,0,0,0,0,0,0.0493305680283708,0,0,0.0779938845365816,0.337459514397289,0,0,0,0,0,0,0,0,0,0,0,-0.117843712555962,0.111646438496614,0,0,-0.0415317175888844,0,0,0,0,0,0.161248188209536,0.0191593874821749,0,0,0
X601939.CH.EQUITY,0.544804493387645,0.0152439241158595,0,0,0,0,0,0,0.13261225052547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13037372694084,0,0,0,0,0,0,0.0121728688182227,0,0,0.0856004243863316,0,0,0.13764325770111,0,0,0,0,0,0,0,0,0,0.138042202962792,0.19355481280177,0.0449649545896208,0,0
X601288.CH.EQUITY,0,0,0,0.197559267636836,0,0,0.453834287921134,0,0,0,0.0906209525663883,0,0,0,0,0,0.0690683616562443,0,0,0.031869773313809,0,0,0.0443742284458507,0,0,0.0432546107459374,0,0,0,0,0,0,0.111577457605081,0,0,-0.017358077468093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234482903788262,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0971821738975558,0.24644845533275,0,0,0,0.149166695561356,0,0,0,0,0,0,0.180582186189855,-0.231360831320898,0,0,0,0,0,0,-0.00981324841522228,0.130786963709716,0,0,0,0,0,0,0,0,0,0.145216657057432,0,0,0,0,0,0,0.2482900113935,0,0,0.0152169037030615,0,-0.0224485543460914,0
X601988.CH.EQUITY,0.191592345759269,0,0,0,0.349517483768853,0,0,0.0780829100299205,0,0,0,0.060376509594159,0,0,0,0,0,0,0.120347028170851,0,0,0,0.0943780319057911,0,0,0,0,0,0,0,0,0,-0.203899085624928,0,0,0,0,0,0,0.0535218329467442,0,0,0,0,0,0.0725037962876391,0,0,0,0,0,0,-0.0710992981771871
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184191129859842,0,0,0.277421232639652,0,0,0.0514897606145672,0,0,0.0340824384139679,0,0.00870035765996167,0,0,-0.0831574064367228,0,0.0381656667416716,0,0.102930333515535,0.213498384218075,0,0,0.0156326442052003,0,0,0,0,0,0,0,0.00106609982308908,0,0,0,0,0,0.0547336214216369,-0.0268668957222005
X5.HK.EQUITY,0,0.141291605999128,0,0.102494398095785,0,0,0,0,0,-0.139500645100584,0.0676642191311093,0.0763771254473816,0,0,0,0,0,0,0,0,0,0,0,0,0.204038891496225,0,0,0.166610609237979,0,0,0,0,0,0,0,0,0,0,0.266713574300112,0,0,0,0,0,0.0362962943468947,0,0,0,0,0,0,-0.0413825700967596,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197170948173862,0,0,0,0,0,-0.0857376975127384,0,-0.188589548907274,-0.149345859301367,0.07906345509501,-0.105601063124595,0,0.0613988203479255,0,0,0,0,0.0523688426827951,0,0.265581609925626,0,0,0.359944795069006,0,0,-0.0640998972269695,-0.420235516503327,0
