,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.219126460897274,0,0.406411992348777,0,0,0,-0.0117984968571236,0.162466146243581,0,0,0.0731474999712543,0,0,0,0,0,0,0,0,0,0,-0.0780845576491941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567688389301377,0,0.00658484471817914,0,0.122293226454569,0,0
X601939.CH.EQUITY,0.352677791934775,0,0,0.285827402175012,0,0,-0.095922399248325,0,0,0,0.00277364718957451,0,0.139760368525176,-0.0642862895435952,0,0,0,0,0,0,0,0,0,0,0,0.0315888727060318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.201210339722929,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141663750611138,0,0,0,0,0,0,0,0,0,0,0.0219239708283778,0,0,0,0.382654876916686,0,0,0,0,0,0,0,0.100822211304804,0,0,0,0.244498186915112,0,0,0,0,0,0
X601288.CH.EQUITY,0.463486770589876,0,0,0,0.251225331767058,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.099410664067969,0,0,0,0,0,0,0,0,0,0,0.024432602157762,0,0.0318239492044618,0,0,0,0,0,0.0135847111591521,0,0.0720786917124309,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.073903381768028,0,0.441069434062006,0,0,0,0,0,0.272474348066645,0,0,0,0,0,0.100014858760792,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147156731395803,0,0,0,0,0,0,0,0,0,0,0,0,0.0173881013323139
X600036.CH.EQUITY,0,0,0.023278194448777,0,0,0,0,0,0,0,0,0.342908293149415,0,0,0.0423723147259597,0,0,0,0,0,0,0,0,0,0.115426013189465,0,0,0,0,0.0295373116315477,0,0,0,0.0315184992737457,0,0,0,0,0,0.039626937284895,0,0.0816169506047742,0,0,0,0,0,0,0.279657940137051,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.118026729651797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471614501374392,0.203736695762173,0,0,0.0586794596652559,0,0,0,0.195133269638721,0,0,0,0,0,0,0,0,0,0,0,0.197602279384943,0,0,0,0,0
X5.HK.EQUITY,0,-0.256417484224905,0,0,0,0,0,0,0,0,0,0,0,-0.0287098751874395,0,0,0,0,0,0,0,0,1.1447155962308,-0.742973718989737,0,0,0.50119347631274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420735348014978,0,0,0,0,0,0,0,0,0,0,-0.0717595997440175,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.221211631485417,0,0,0,0,0,0.0714615906287882,0,0,0,0.266294682450934,0,0,0,0.0865897236338608,0,0,0.0405148948480143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871597164688397,0,0,0,0,0,0,0,0.0344557175944147,0,0
X601658.CH.Equity,0,0,0,0.0984708862941983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324945349260368,0,0,0,0,0,0,0.364283789136626,0,0,0,0.132488830129925,0.0594014919802025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.200989363051942,0,0,0.167296649521737,0,0,0,0,0,0,0,0,0.146197134581847,0,0,0,0,0,0,0,0.129594984556822,0,0,0,0,0,0,0,0,0.0348035511491413,0,0,0,0,0,0,0.0672163976376495,0,0.171652277099395,0,0,0,0.125619333941803,0,0,0,0,0,0,0,0,0,0
