,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X600000.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.130604042192184,0,0,0,0,0,0,0,0,0,0,-0.121324614415259,0.58698717295283,0,0.843903967517247,0,0.0550110286344429,-0.113664269876349,0,0,-0.129930305307163,0,0,0.00432463046163981,0,0,-0.0865033456222,0,0,0,-0.34514034905647,-0.062832788437276,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0.139965389443454,0,0,0,0,0,0,0,0,0.073753340173824,0,0,0,0.279841154771256,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0.118570926761155,0,0,0,0,0,0.260364463624904,0,0,0,0,0,0,0,0,0.0419259207032556,0,0,0,0,-0.0208157123563359,0,0.118971072111499
X601939.CH.EQUITY,0,0,0,0.787641750795007,0.0698113896480318,0,0.058862683922324,0,0,0,0,0,0,0.02984593712244,0,0,8.67361737988404e-19,0,0,0,0,0,0.00385077950053108,0.00692661901529662,0,0,0,0,0,0,0,0.0753503333398598,0,0,0,0,0.00354969699685767,0,0,0,0,0,0,0,0,0,0,0,0.0341037187308065,0,0,0,0
X601288.CH.EQUITY,0.0103211607996094,0,0.897334987692207,0,-0.0656131498004235,0,0,0,0,0,0,0,0,0,0.0041367536791202,0,0.0428547859300369,0.115179822781407,0,0,0,0,0,0,0,-0.0627019999714167,0,0.0506671958599255,0,0,0,0,0,0,0,-0.0966970993932463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460182627359356,-0.00999437021803463,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.780176756585076,0,0,0,0.0537983110028666,0,0,0,0,0,-0.0113102608413552,0.123502068818515,0,0,0,0,0,0,-0.0343815459465742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339038135021173,0,0,0,0,0,0,0.104343027123823,0,0.14670439013351
X601988.CH.EQUITY,0,0,0,0,-0.146679260736001,0,0,0,0,0,0,0,0,1.14372086927119,0,0,0,0,0,-0.109351509816248,-0.0252683633234979,0,0,0.0793331409269837,0,0,0,0,0,0,0,0,-0.209782604095743,0,0,0,0,-0.176934912680697,0,0,0,0.0276375620761327,0,0,0.0809331145300029,0,0,0,0,0,0,0,0.218739242050678
X600036.CH.EQUITY,0,0,0.300551414843342,0.0739312412851572,0,0,0,0,0.0690236009347091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021362698156081,0.0661070644585642,0,0,0,0.43858460086398,0,0,0,0,0,0,0,0,0,0,-0.0272677757000664,0.0590282572225404,0,0.0658707991935042,0,0,0,0.0344745047749546,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.361884674583926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202053265839037,0,0,0,0,0.0451363769927111,0.231069742769916,0,0,0,0.114986915804198,0,0,0,0,0.0163934088858537,0,0,0,0,0,0,0,0.48557277095032,0,0.0225825438984973,0,0.0837811927940585,-0.0470926676392462,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0312513584037102,0,0,0,0,0,0,0.39316563057071,0,0,0,0,0,0,0,0.441726487620073,0,0,0.117088841356039,0.0190616773173906,0,0.291629028402821,0.0176997261663562,0,0,0,0,0,0,-0.357103673633878,0,0,0.139333796142883,0,-0.060004048673371,0,0,-0.110780223968234,0,0,0,0.168526961896978,0,-0.107484705811175
X388.HK.EQUITY,0,0,0,0,0.474337431121452,0,0,0,0,0,-0.219454723673565,0,0,0,0,0,0,0,-0.242698871377571,0,0,0.0920455671477914,0,0,0,0.258150809433573,0,0,0,0,0,0,0,0,0,0,0,0.239759348410769,0,-0.0729662770005426,0,-0.237723328932236,0,0,-0.0514652914267949,0,0,0,0,0,-0.0688147984899748,0,0.0236097146422746
