,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.119842684195288,-0.0884175650002896,0,0,0,0,0,0,0.411020643710902,0,0,-0.131632872729552,0,0,0,0,0,-0.107892605368064,0,0,0,0,0,0,0,0,-0.0126154611762374,0,0.708756745845663,0,0,0,0,0,0,0,0,-0.0361838117652292,0,0.0326017087946175,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.060572728193798,0.00650181273947338,0.169776552532983,0,0,0,0,0.130742642757634,0,0,0,0,0.078455234727513,0,0.104328588576939,0,0,0,0,0,0.0375357320309544,0,0,0,0.0497947704389115,-0.0310188933490742,0,0.0386885092028045,0.0704640214048336,0,0,0,0,0.237001997153961,0,-5.42101086242752e-20,0,0,0.00508747428877388,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.361967138173667,0,0,0,0,0,0,0,0,0.0330445960869638,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.152355438245991,0,0,-0.295766239513769,0,0.0416525386698601,0,0,-0.043292372368349,0,0,1.73472347597681e-18,0,-0.0618797901153631,0,0.0499532499934464,0,0,0.599966519482756,0,0,0,-0.0129879796336275,0,0,0,0,0,0,0.108107724140792
X601288.CH.EQUITY,0,0,0,0,-0.179212407824683,0,0,0,0,0,0.436513832671291,0,0,0,0.347030584116894,0.00516718728182131,-0.0956087247834108,0,0,-0.15472024900963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015833201236038,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.00810950092996917
X5.HK.EQUITY,0,0,0,0,0,0.147326178152757,0,0.16639718740379,0,0,0.153941749455731,0,0,0,0.215907583948249,0,0,0.0933236153961236,0,0,0,0,0,0,0,0,0,-0.174583219358317,0,0,0,0,0,0,0,0,0,0.14777573216534,0,0.0681928341666558,0,0,0,0,0,-0.0756771908604954,0,0,0.148995869183844,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.40483493970994,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0458625557854787,0,0,0.00603185053801369,0,-0.151078890560439,0,0,0,0,0.292858156699664,0,0,0,0,0,0,-0.324445946883857,0,0,0,0,0,0,0,0,0,0,0,0,0.00821532970709323,0.113479829602384,0,0,0,0,-0.039742605853196,0.019700887890533
X600036.CH.EQUITY,0,0.268514983145614,-0.0603241130810084,0,0,0,0,-0.127886029812009,0,0.501573146843508,0,0,0,0,0,0,0.0907036642686073,0,0,0.27929615495921,0,0,0,0,0,0,0,0,0.108531048927323,0,0,0,0,-0.134441666686901,0,0,0,0,0,-0.0616145290907597,0,0,0.229148885034848,0,0,-0.0768111324563129,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0.0263100415212204,0,0.246509250350354,0,0,0,0,0,0,0,0,0,0,0,0,0.0684530273061458,0.0477940940546396,0,0,0,0,0,0,0.246775613001415,0,0.0136226710427483,0,0.092430057060067,0,0,0,0.039951039384718,0,0,0,0,0,0,0,0,-0.2228821219021,0,-0.111427039183262,0,0,0.0620557408225945,0,0,0,0
X601628.CH.EQUITY,0,0.046596103192723,0.0296268651203864,0.0751190619191546,0,0,0,0,0,0,0,0,0,0.360031108542428,0,0,-0.0211035134957316,0,0,0,0,0,0,0,0.123356204817568,0,0,0,0,0,-0.011875927145313,0,0,0,0,0.159373241149804,0.0573204416180572,0,0,0,0,0.202200978260343,0.0554624809558292,0,0.0885752273504922,0,0,0,0,0,0,-0.0704056335403092
X601328.CH.EQUITY,0,0,0,0,0,0,0.62924951074629,0,0,0,0,0,0,0,0,0.1183742560837,0,0,0,0.154128801899742,0,0,0,0,0,0.151658601998242,0,0,0,0,0,0,0,0,0,0,0,-0.00354818780986949,0,0,0,0,0.214903257625671,0,0,-0.0361571367295732,-0.280821660851776,0,0,0,-0.0346280985065066,-0.061682693737803
X601166.CH.EQUITY,0.173879928688207,0,0,0.253943673131456,0,0,0,0,0,0,0,0,0.295992054345781,0,0,0,0,0,0.101255596536232,0,0,0,0,0,0,0,0,0,0,0,0.0457713417849515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00677534618138775,0,0
X601319.CH.EQUITY,-0.0271451404325345,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0791910739564559,0,0,0,0,0,0,0,0.0720838089895174,-0.174935633372322,0,0,0,0,0,0,0,0,0,-0.030470333514125,-0.00630848706175158,0,0,0,0,0.295600562133237,0,0,0,0,0,0,0,0,0.492606103948766,0,0,0,0,0,-0.00383702910647917,0,0
X600000.CH.EQUITY,0,0,0.110505109041041,0,0.00444187772518291,0,0,0,0,0.0846950563025122,0.579678895205446,0,0,0.148066813247921,0,0,0,6.93889390390723e-18,0,0,0.140723877280568,0,0,0,0,0.223719868446299,0,0,0,0,0,0,0,-0.179957557339895,0,0,-0.231363213099969,0,0,0,0,0,0,0,-0.0530039470421038,0,-0.110790945301975,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0.0847489258764273,0,0.314779053286842,0,0,3.52620574688069e-05,0,0,0,0.0486116500628856,0,0,0,-0.147626790946408,0,0,0.00893273010792843,0,0,0,0.276940922786927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915071672514068,0,0,0,0,0,0,0,0.0296120853097247,0,0,0.016678289461283
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956068908955041,0,0.0242683996970274,0,0,0,0,0,0,0,0,0,0,0.192177411018297,0,0,0,0.233557624413005,0,0,0.312695691165784,0,0,0,0,0,0,0,0,0.176608444657108,0,0.132763372670169,0,0,0,0,0,0,0
