,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0426486100456176,0.236184000349448,0,0,0,0,0,0,0,0,0,0,0,-0.0631066416944185,0,0,0,-0.0345632636282469,0,-1.38777878078145e-17,0,0,0,-0.279561169050295,0,0,0,0.1237768816122,0,0.578238737539518,-0.127966638126193,0.11195848906849,0,0,-8.67361737988404e-19,0,0,0,-0.080228491985846,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0526749241923349,0,0.0699644100790224,0,0,0,0,0.0741018244122819,0,0,0,0,0,0,0,0,0,0,0.195415900249676,0,0,0,0,0,0,0,0.0286657904809527,0,0,0,0,0.31155831913198,0,0,-0.0125016316669607,0,0.201329308586726,0,0,0,0,0,0,0,0,-0.0510507567570983
X601939.CH.EQUITY,0.285866845751849,0,0,0,0,0.0109217008843469,0,0,0,0.033128791300471,0,0,0,0,0,0,0,0.0727775662327535,0,0,0,0.0412627770772044,0,0.0285300831825428,0,0,0,0,0.166086365082427,0.105895709917374,0,0,0,-0.127067830376786,0,0,0,0,0.425059612722455,0,0.0252826454148015,0,0,0,0,0,0,0,0,0,0,0.136699614652016
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.19973908152065,0.177632030759944,0.00956021316136547,0.38099943926207,0,0,0,0.139691202014615,0,0,0,0,0,-0.0765457974076253,0,0,0,0,0,0,0,0,0,-0.591636638436972,0,0,0,0,0,0,0,0,0,0,0.206998656715069,0,0.0194407920944196,0,0,0.236971638725133,0,0,0,-0.112770599788544,0
X5.HK.EQUITY,-0.204575451916199,0,0,0,0,0,0,0,0,0,0.0230834825587322,0,0,0,0,0.288803147025352,0,0,0,0.288543802868855,0.0166957776700274,0,0,0.454304462007372,0,0,0.0503759507167588,0,0,0,0,0,-0.169048040831377,0,0,0,0,0,0,0,-0.141251740354813,0,0.217773794346848,0,0,-0.0386131673876579,-0.0999369545347033,0,-0.0995849847441369,0,0,0
X601988.CH.EQUITY,0,0,0.118899946579611,0.162667112225086,0,0,0.0234987379420173,0,0,0,0.216433942112887,0,0,0,0,0,0.0661548138243794,0.170043511961411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152516558330704,0,0,0,0,0.164559309383066,0.19511236484648,0,0,0,0,0,-0.0194673894910192,0.0516717123975581
X600036.CH.EQUITY,0,0.241420275753507,-0.0114114177764588,0,0,0,0,0,-0.10956591097303,0.0606535727313664,0,0,0.530902058844635,0,0,0,0,0.020119572299207,0,0,0.292389916116925,-0.107586867307757,0,0,0,0,0,0.0960021907555244,0,0,0,0,0.327287513918419,-0.154015588342276,0,0,0,0,0,0,0,0,0.108140091959553,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0617272840239481,0,0,0.181563470938183,0,0,0,0.0199876174502764,0,0,0,-0.0161353491853807,0.0198248988372413,0.156633608347124,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.182894864025332,0,0,0,0.0308379296254373,0,0.0956107238369502,0,0,0,0,0,0,0,-0.00590043159175696,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0290761975572329,0.0561567639787462,0.0584555772944925,0,0,0,0,0,0,0.040366745197813,0,0,0.396609530747359,0,0,0,0,0,0,0,0.0502747413247836,0,0,0,0,0,0,0,0,0,0,-0.0644395771637501,0,0,0,0.121217097318203,0.178697039128392,0.0807462032458629,-0.0448648686507087,0,0,0,0,0,0,0,0,0,0,0,-0.130358573851206
X601328.CH.EQUITY,0,0,0.00970453072247876,0,0,0,0.456995059580669,0,0,0,0,0,0.031631917894271,0,0,0,0,0,0,0,0.257957451325054,0,0.0244443245103804,0,0,0.165603306917831,0,0.10281790789264,0,0,0,0,0,0,0,-0.0938788983795986,0,0,0,0,0,0,0,0.109569776549542,0,0,0,-0.129882872373938,0,0,0,-0.222220932299462
