,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.225572461261282,0,0,0.341447245720629,0,0,0,0,0,0.248480309926463,0,0,0,0,0,0,-0.0598606989902166,0,0,0,0,0,0,0,0,0,0,-0.0463370225673726,0,-1.73472347597681e-18,-0.133256218891975,-0.0258312762318467,0.0936636774870371,0,0,0,0.0417433716396007,0,0.1045417611281,0,0,0,0,-0.124877001673209,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.143739726447779,0,0,0,0.0198644357184515,0,0,0.20374550321496,0.023970488496696,0.0039601586784473,0,0,0,0,0,0,0.0704232938746128,0,0,0,0,0,0.0590569866150704,0,0,0,0,0,-0.0336065090562971,0,0,0,0,0.551021577812222,-0.0792974169752587,0.00840840119230457,0,0,0,0.060709228061443,0,0,0,0,0,0
X601939.CH.EQUITY,0.199230074570883,0,0,0,0,0,0,0,0,0.00654703370360319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425909580434251,0,0,0,0,0,0,0,0.11230069680072,0,-0.0494150851255135,0,0,0,0,0,0
X601288.CH.EQUITY,0.0134043971333349,0,0,0,0.0509069401139064,3.46944695195361e-18,0,0,0.00883266606107124,0,0,0,0.0881473672939351,0,0,0,0,0,0,0,0,0.36242312798545,0,0,0,0,0.0662125994469494,0,0,0,0,0,-0.0598623030785383,0,0,0,0,0,0,0.212946700007471,0,0,0,0,0,0,0,0.0804802557494191,0,0,0,0
X5.HK.EQUITY,0,-0.0634856940486386,0,0,0,0,0,0,0,0,0,0,0,0,0.124261338238049,0,0,0.127834253960259,0,0.00271662627225483,0.291334966625224,0,0,0.436275193690837,0,-0.0510302516038411,0,0,-0.270205639765167,0,0,0,0,0,0,0,0,0,0,0,0,0.0175618480997469,0,0,0,0,0,-0.153004395755469,-0.0842619678315802,0.137197345087477,-0.0619450752842745,0
X601988.CH.EQUITY,0.0898490294734372,0,0,0.394057677717059,0,0,0,0,0,0.0952391991354891,0,0,0.100837489974751,0,-0.00997838582266238,0,0,0,0,0,0,0.259048336651458,-0.0943167169715771,0,0,0,0,0.147194421447594,0,0,0,0,0,0,0,0.106169405887072,0,0,0,0,0,0,0,-0.05037349741786,0,0.0100192474856592,0,0,0,0,-0.00187855469784011,0.080374523914948
X600036.CH.EQUITY,0,0.707107017703723,0.0171048141559302,0,0,0,0,0,-0.182555543503758,0,0,0,-0.101107684117613,0,0,0,0,-0.0926893014862571,0.12448124318444,0,0,0,0,0,0,0,0,0,0,0,0.122124634095149,0,0,0,0,0,0,0,0,0.0750768928891385,0,0.212899549301567,0,0,0,0,0.00288704481626031,0,0,0,0,0.156092266398557
X1299.HK.EQUITY,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0845198129771821,0,0,0,-0.134477324765805,0,0,0,0.241376812612195,0.0652697685684735,0.238427587134163,0,0,0.34743226671992,0,0,0.0639814603578486,0,-0.0221438196867972,0,0,0,0,0,0,0,0.0716855352732513,0,0,-0.0338275673384419,0,0,0,0,0,0,0,0,0,0,0,0,-0.171647662679478
X601628.CH.EQUITY,0,0.130118053526435,0,0,0,0,0,0,0,0.0431117166474116,0,0,0,0,0,0.24044690072622,0,0,0,0.0481340598597746,0,0,0.154995638552219,0,0,0,0,0,-0.0302813251683919,0,0,0,0,0,0,0,0,0.214547281763058,0,0.113507641015402,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19
X601166.CH.EQUITY,0,0,0,0,0,0.299279014383094,0.0120000943860649,0,0.0586195891609496,0,0,0,0,0,0,0.484490597153312,0,0,0,0,0,0,-0.273056362067948,0,0,0,0,0.348900524791225,0,0,0,0,0,0.0383741225884139,0,0.293625181893752,0,0,0,0,0,0,0,-0.0602369969900047,0,0,0,0,-0.123339786004911,0,0,-0.155811742398568
