,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.445547004053886,0,0,0.0124287139028894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232411167272789,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.183692924157656,0,0.0456324748722591,-0.013504141028636,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.000501942146457945,0,0,0.148592883382226,0,0.0550369953959877,0,0,0.0789111825054609,0,0,0,0,0.231703431380815,0,0.189950928019393,0,0.0201850812778514,0,0,0,0,0.105860819434588,0,0,0,0,0,0,0,0,0.0233363998276366,0.0423547879129344,0,0,0,0,0,0.0222932463778499,0,0,0,0,0,0,0,0,0.0767521367578611
X601939.CH.EQUITY,0,0,0,0.292205441768414,0,0,0,0,0,0,0.0336507675738124,0,0,0,0,0,0,0,0,0.00505608411203824,0,0.707098512994914,-0.258265370410744,0.0519050598117008,0,0,0.00781647200118935,0.0622786371756813,-0.132389639547122,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143742042803619,0,-0.0435310658325629,0,0,0,0,0,0,-0.0892902294212327,-0.00273966711335108
X601288.CH.EQUITY,0.14730522625203,0,0.0399663984741443,0,0,0.0653523738277709,0.40035837192542,-0.0802961634559193,0,0,0,0,0,0,0,0.0603560720228949,0,0.0229743397073178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186448542903336,0,0,0,0,0,0,0.0253217925954602,-0.107292686360077,0
X600036.CH.EQUITY,0,0.182327951787251,0,0,0,0.0679773278739979,0.0914057771434775,0,0,0,0,0,0,0.207671651677803,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0.0287951458580002,0.317011656387422,0,0,0,0,0,0.0863635682275008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179509063764979
X601628.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0386491460549867,0,0,0,0,0,0,0,0.161555954053619,0,0,0,0,0.122143998446672,0,0,-0.0614677244490294,0,0,0,0,0,0,0.187541820389169,0,0.0553098180865505,0,0.539884564231776,0,0,0,-0.048531055803173,0,0.105098032433807,0,0,0,0,0,0,0,0,0,0.0780859005718097
X601988.CH.EQUITY,0.20084559020833,0,0,0.0718369413244304,0.21962301242192,0,0,0,0,0,0,0,0,0.0332460824572206,0,0,0,0,0,0.00191906018756828,0,0,0,0,0,0,0,0.171059854992886,0.141693913253164,0,0,0.0762609501950607,0,0,0,0,0,0.0626464616542798,0,0,1.0842021724855e-19,-0.188169467652039,-0.0520632093683721,0,0,0,0,0,0,0.358654412251429,0,0.0261607199108813,0
X1299.HK.EQUITY,0,0,0,-0.0455054803777763,0,0,1.73472347597681e-18,0,0,0.139296814768371,0,0,0,-0.169776730501394,0,0,0,0,0,0,0,0,0,0,0,0,0.239687002656739,0,0.01876136572496,0,0,0,0,0,0,0,0,0,0,0.0979763533138522,0.128373395428383,0.0625090582344467,0,0.0745651447688578,0,0.026507333915,0.171546752898454,0,0.13905566658683,0,0,0,0
X5.HK.EQUITY,0,0.0170376252945796,0,0,0,0,0,0,0,0,0,0,0,0,0.0967187398297572,0,0,0,0,0,0,0,0.0557140849293532,0,0,0,0.122717891114273,0,0.618150088808406,0,0.0336830080709826,0.135974133515837,0,0,5.42101086242752e-20,0,0,-3.46944695195361e-18,0,0,-0.111756066722822,0.0919879494316051,0.189378984863919,0,0,0,0.106754886140345,0,0.182359210521092,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.121479584604379,0,0,0,0,0,0,0,0,0,0,0,-0.131170260139023,0,0,0.486153192284018,0,0.260972789814973,0,0,0,0.166994344330651,0,0,0.134289537479781,0.108412391949885,0,0,0,0,0.123532846928229,0.00094253102972311,0,-1.73472347597681e-18,0,0.0547575234361233,0,-0.244531160953165,0,3.46944695195361e-18,0,0,0,0.0489257383795995,0,0
