,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.357110960956297,0,0,0.0843897213764477,0,0,0,0,0,0,0,0,0.039274271903865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333898473408104,0,0,0.20100290251452,0,0,0,0.0287090857232441,0,0,0,0,0,0,0,0,0.207362108090506,0,0,-0.00158806831049614,0,0
X601318.CH.EQUITY,0,0,0,0,0.0106682885260554,0,0,0,0.14687959740403,0,0.0549579661336156,0,0.0950314139556191,0,0,0,0,0,0.215273448707865,0,0.212221932380079,0,0,0.0100456953903222,0,0,0,-0.0114922548671518,0,0.0820245344287445,0,0,0,0,0.0121803255720914,0,0,0.0487559818989108,0,0,0,0,0,0.0178774432873039,0,0,0,0,0,0,0,0,0.0791947175414712
X601939.CH.EQUITY,0,0,0,0.257997065595687,0,-0.0155283907691161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00702364324406347,0,0.753781638490222,0.0234079811041649,-0.26676022715153,-0.177040112581788,0,0,0.0195086571018586,0,0.13352936535528,0,0,0,0,0,0,0,0,0,0,-0.0975267822293509,0,0,0,0,0,0,0,0,0,0,-0.0581262355265201,0
X601288.CH.EQUITY,0.171094992108486,0,0.0105444257179725,0,0.0562547269701806,0,0.387039677735438,-0.0713923920031728,0,0,0,0,0,0,0,0.0473246261970253,0,0,0,0,0,0.0518242083527564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197060441310667,0,0,0,0,0,0,0,-0.101792051894187,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213492583403695,0,0,0,0,0.036583211008612,0.222067852549198,-0.0948977864359016,0,0,0,0,0,0.113126633715264,0,0.508668991451886,0,0.0158827973980676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425818578182306
X600036.CH.EQUITY,0,0.155742167763401,0,0,0.102645430054696,0,0.0827357455304582,0.0617698685931803,0,0,0,0,0.265152849712671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29066834972916,0,0,0,0,0.0681817217664962,0,0,0,0,0,0,0.0913590798091011,0,0,0,0,0,0,0,0.0557638022841485,0,-0.0128878090403839,0,0,0,0
X601988.CH.EQUITY,0.323778894382334,0,0.00563686721718084,0,0,0.414587538366693,0,0,0,0,0,0,0.0200345522987988,0,0,0,0,0,0,0.0161381796073153,0,0,0,0,0,0,0,-0.0311490118031824,0,0.100215519149983,0,0,-0.0317350228859633,0,0,0,0,0,0,0,0,-0.0920357466667143,0,0,0,-0.146872039162075,2.16840434497101e-19,0,0,0.39811736334124,0,0.0607449054653666,0
X1299.HK.EQUITY,0,0,-0.152725614956058,0,0,0.0856926653423937,0,0,0,0.291735244039285,0,0,0,0,0,0,0.0970055680823869,0,0,-0.0525793470990205,-0.0014375307698768,0,0,0,0,0.207644468715049,0.0134170360045619,0.0924592108580005,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.122885160443177,0,0.104000543404567,0,-0.0126608794226707,0,0,0,0,0,0,0,-0.0173409141405801
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837853434981852,0,0,0,0,0.153229978195056,0,0,0,0,0.641846800373441,0.0638552307533875,0,0,0,0,0.0133593472817125,0.0704423270330504,0,0,0,0,0,0,0,0,0.141775131539463,0.0646150072126353,-0.156507852519527,0,0.119944132032628,0,0.0895077149582229,0,0.211215613983986,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.075535068957056,0,0,0,0,0,0,0,0,0,0,0,-0.092749929309555,0,0,0,0.477822039133754,0.270184943675941,0,0,0,0,0,0,0.159914275947122,0.250980306285263,0,0,0,0,0.208193135517154,0,0,-3.46944695195361e-18,0,-1.73472347597681e-18,-0.0351017850690196,-0.33286425042704,0,0.00585293692762946,0,0,0,0,0,0
X601658.CH.Equity,0.194395116910655,0,0.0706073720757497,0,0,0,0.0443257950895664,0,0,0,0,0.0195425906113779,0.0546766026879789,0,0,0,0,0,0.356364467777025,0,0,0,0,0,0,0,0,0.00408740426451021,0,0,0,0,0,0,0,0,0,0,0.00615895280965015,0,0,-0.14619123491825,0,0,0,0,0.0193769726150273,0,0.0984284918728259,0,0,-0.0475694214684655,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.111574147758697,0,0.0584190086297298,0,0,0,0,0.0528897808812953,0,0,0,0,0,0.0806006974625258,0,0,0,0.0175924868599115,0.193786133565318,0,0,0,0.0458762114839446,0,0,0.0979141339008905,0,0,0,0,0,0,0,0,0.258708854259908,0.0179298239791643,0,0,0,0.0341082370350633,0,0,0
X000001.CH.EQUITY,0,0,0.0109824615968758,0,0,0.537940983315232,0,0,0,0.0248467485354511,0,0,0,0,0,0.0705119422938636,0,0,0,0,0,0,0,0,0.0899152005324519,0,0.209247703042351,0,0,-0.227859908953548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570729276702743,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549572811057708,0,0,-0.120028467316317,0.204754301870377,0,0,0.176906971266856,0,0,0,0,0,-0.0343498452860708,0,0,0,0,0,0.0204355846358803,0.0603495859227167,0,0.0747838379975984,0,0.0408108897032883,0,-0.00816281406581355,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,-0.251332547152078,0.0360146421368095,0,0,0.317142902188271,0,0,0.133362576195993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492449389467285,0,0,0,0,0,0,-0.072552290038198,0,0,0,0.305183177169975,-0.0831957439492151,0,0,0,0,0,0,0,0,0,0,0.088579547084024
X601328.CH.EQUITY,0,0.114490278978381,0,0.0135095512067239,0,0,0.0821654811460973,0,0,0,0,0,0,0,0,0,0,0,0.321147223032499,0,0,0,0.0660795262262334,0,0,0,0,0,0,0,0.196573398189885,0,0,0,0,0,0.0417995523468438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0113779091357275,0,0,0,0,0,0,0,0,0,0,0.602208681356924,0.07124398273309,-0.014956543350303,0,0,0,0,-0.127554420100018,0,0,0,0,0,0,0.0193193303595776,0,0,0,0,0,0.0418351637077507,0,0,0,0,0.19062795113466,0,0,0,0,0,0.008941403344653,0,0,0,-0.0271006879106499,0,0,0,0
X601601.CH.EQUITY,0,0.230558898073092,0,0.169311771205184,0.191531571156578,0,0,-0.00929946549178401,0,-0.0856404939301367,0,0.140254447859631,0.12037530015591,0,0,0,0,0,0,0,0.294259606998533,0,0,0,0,0,0.0323642178798371,0,1.38777878078145e-17,-0.0413086047787266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458511453070086,0,0,0.102589793929392
X600000.CH.EQUITY,0,0.177458649650778,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0460888594702255,0,0,0,0.371543357686524,0,0,0,0,0,0.0208407070090166,0,0,0,0,0,0,0.0223690714269724,0,0.0159118853239243,0,0,0,0,0,0,0,0,0,0,0,0.0253992982541206,0,0.00781538876472247,0.0281526370490348,0,0,0,0.0184820747807748,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,1.73472347597681e-18,-0.189722658270213,0,0,-0.0787101408551879,0,0,0,0,0,0,0,0,0,0,0,0.0528320502697749,0,0,0,0,0,0,0,0,0.185885704284923,0,0,0,0,0,0,-0.0500626371943681,0,0,0.144543295724772,0,0.0686754104627303,0,-0.00200048833553158,0.128626465224015,0,0,0,0.344864133837386,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.284173596023484,0,0,0.0129307839230835,0,0.00902107723231783,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.0183567842597796,0.164863453608775,-0.0125797288418375,0.22452914251258,-0.0356819356602412,0,0,0.22662353300734,0,0,0,0,0,0,0,-0.05593846152232,0,0,0,0,0,-0.0438422339033041,0,0,0,-0.0425409914962786
X601998.CH.EQUITY,0,0,0.156181549452694,0,0,0,0,0,0,0,0.147718929935583,0,0,0,0,0.257483221782437,0.110869495766241,0,0.245978394093939,0,0,0,0,-0.0296123809083408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445098224378816,0.0940305292103654,0,0,0.137002435667881,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.057226085142767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183186024306482,0,0,0,-0.0123172519141761,-0.0561740467403893,0,0.0735816599545042,0,0,0.108142595026413,0.0545307659050438,0,0,0.600698696016338,0.074938465643245,0,0,0,0,-0.243405873278758,0,0,0,0.209710625569114,0,0,0,0,-0.0165690209678229,0,0,-0.169085624369877,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0644781100438669,0,0,0,0,0,0,0,0,0,-0.0711946563570706,0,0,0,0,-0.0700702948380333,-0.0432591422270893,0,0,0,0,0,0,0.00756830286419426,0.654097640652735,0,0,0,0,0.0223159947713556,0.0732642712789987,0,0,0,0,0,0,0,0,0,0,0.0454074093812965,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0.51230426533513,0,-0.0192712703188565,0,0.135922230962499,0,0,0,0,0,0,0,-0.0945041551890434,0,0,0,0,0.311591310501176,0,0.0653071986545028,0,0,0,0,0,0,-0.169133084960474,0.0376262106521266,0,0.0411205114909272,0,0,0,0,0.0123009787827626,0,0,0.130530112785654,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.188327884065804,0.050505167829992,0,0,0,-0.268557156404341,0,0,0,0.0973206267160104,0,0,0,0,0,0,0,0,0,0,0.286715708210751,-0.038810926567966,0,0,0,-0.0669065548960967,-0.0783904623841395,0,0,0.10168846669704,0,0,0.264362384270451,0,0.140767778259659,0,0,0,0,0,0.0107476261923748,0,0,0,0
X002142.CH.EQUITY,0,0,-0.0306065706924806,-0.156791082855918,0,0.543125637574639,0,-0.239189547332949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0532804574831268,0,0,0.357944483058668,0,0,0,0.184710327611952,0,0,0,0,0,0,0,0,0,0,0.0305291675872725,0,0,0.0968095171724934
X1109.HK.EQUITY,0,0,-0.0341172299971468,0,0.0616956409966562,0,0,0,0,0.0305155015525546,0,0,0,0,0,0,0,0.173433696376022,0,0.253747429731883,0,0,0,0.124325826470976,0,0,0,0,0,0,0.140689886556514,0.0955160889409027,0,0,0,0,0,0.148664099713097,0,0,0,0,0.166484595999759,0,-0.000900732027474251,0,0,0,-0.042599554789626,0,0,-0.0639797930286038,0.119414241439612
X601818.CH.EQUITY,0.25474681225019,0.0740237629329423,0,0,0,0,0,0,0,0,0,0.139011300784672,0.00751762484463042,0,0,0,0,0,0,0,0,0,0.0743141749474493,0,0,0,0.0665638955464559,0,0,0,0,0,0,0.0196102368659161,0,0,0,0,0,0,0,0,0,0,0.200127382188459,0,0,0.0280838574456644,0,0,0,0,0
