,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.146451147740248,0,0.0778606023175127,0,0,0,0,0,0,0.346165965991519,0.129633320852616,0,0,0,-0.137889744117931,0,0,0,0,0,0,0,0,0,0,0,0.00100271666075282,0,0,0,0,0.172254090247867,0,0,0,0,0,0,0,0,0.127798026081001,0,0,0,0.064113307179588,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0464250723471723,0,0,0.237854477878438,0,1.38777878078145e-17,0.152159530322644,0,0,0,0.0547401657083687,0,0,0,0,0,-0.122710828278225,0,0,0,0,0,0,0,0,0,0.181874781656105,0,0,0,0,0,0,-0.311227130187621,0,0.339869505164818,0.0396079839417066,0.198256483257087,0,0,0,0,0.0901379255049669,0,0,0,0
X601939.CH.EQUITY,0.484111917839853,0,0,0,0,0.178929450082533,0,0,0,0,0,0,0,0.0590617583748183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375063727721728,-0.120863104272093,0,0,0.0496590302991314,0,0,-0.0474877879951932,0,0,0,0,0,0
X601288.CH.EQUITY,0.577982532649467,0.053424110986359,0.173313132215897,0,0.00358883753563401,0.0401139721262629,0,0,0.0451548616892598,0,0,0,0,0,0.0219196147892381,0,0,0,0,0,0,0,0,0,0,0,0.00833096406109524,0,0,0,0,0,0,0.127845474040283,0.0526010717534728,0,0,0,0.103680470377604,0,0,0,0,0,0,0,0,0,0.103052040745171,0,0,0
X5.HK.EQUITY,0,-0.0566232289410269,0.104103302828955,0.0920858459290951,0,0.165598069514544,0,-0.0566402561027102,0,0,0,0.273936965989571,0,0,0,0,0,0.69100448049871,0,0,0,0,0,0,0,0,-0.194730752229885,0,0,0,0,0,0,0,0.0240639879398364,0,0,0,0,0,0,0,0,0,0,0.0865526751604724,0,0,-0.05976421262464,0,0,0
X601988.CH.EQUITY,0.204836560992263,0,0.108266644592569,0.0940271544293772,0,0,0,0,0.0740683170006413,0.0782357617826939,0,0,-0.260153808714362,0,0,0,0,0,0,0,0.300922646614559,0,0.073912872919438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472649064307523,0,0.141635481028547,0,0,0,0,0,0,0,0,0.0611073455351609
X600036.CH.EQUITY,0,0.153989420729369,0,0,0,0,0,0.0800981021650988,0,0,0,0,0,0.248794814944862,0,0.0482662648679635,0,0,0,0,0,0,0,0,0.0624223797792581,0,0,0,0,0,0,0.238893862361043,0,0,0,0,0.143226510961021,0,0,0,0.0465925337316637,0.104594107534121,0,0,0,0,0,0,0,0.00358764513291524,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0136980908319705,0.0357577719375805,0,0,0.216176359184995,0,0,0,-0.159158661860844,0,0,0.288188362997325,0.240773963750786,0,0,0,0,0.0503507896448585,0,0,0,0.150370826688813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766800338809322,0,0.15714073906141,0,0,0,0,0,0
X601628.CH.EQUITY,0.287387364475984,0.289245656146668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473230567722312,0,0,0,0,0,0,0,0.0540769260375246,0,0,0,0,0,-0.0803736520818121,0.118181230125951,0,0,0,0,0,0,0,0,0,0,0,0.0824754771031079,0,-0.193669451768721,0,0,0,0.218308137337178
X601166.CH.EQUITY,0.0537571011468086,0,0,0,0,0,0.493993261232313,0,0,0,0,0,0,0.0199235867614724,0,0.202237613956106,0,0,0,0.0520798123283284,0,0,0,0,0,0,0,0.0355422086892104,0,0,0,0,0,0,0,0,0,0.00902857243047566,0,0,0,0,0,0.179325848940785,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0211271673126443,0.0131460736875315,0,0,0.0424315087636535,0,0,0,0,0,0.30154608065529,0,0,0,0,0,0,0,0,0.107253442945098,0.192230659265047,-0.100293328368034,0.0386221793718744,0.182509799824034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131789464820593,0,0,0,0,0,0,0,-0.0174990577675958,0
X600000.CH.EQUITY,0,0.0406471774945514,0,0,0,0.0968068588533546,0.186282364937398,-0.0356854730354037,0,0,0.287341979163131,0,0,0.10983661489222,0,-0.0542095012981449,0,0,0,0,0.0328684736043913,0,0,0,0,0,0,0.195397325281671,0,-0.0202530052787581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378530314902814,0.196217169920736,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.155817303947423,0,0,0.0250392583619829,0,0,0,0,0,0,0.0392098558704969,0.288753162465402,0,0,0.0674096427340303,0,0.0118238969751928,0,0,0,0.0358721959911386,0,0,0.356517496755512,0,0,0,0,0.151359422377735,0,0.0232746904632842,0,0,0,0,0.0530678563612315,0,0,0,0.0893431588225425,0,0,0.0766604986480418,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.174206687623242,0,0,0.0719688191550998,0,0,0,0,0,0.149849918731237,0,0.232740302270953,0,0,0,0.00180968331250763,0,0,0,0.115733459645298,0,0,0,0,0,0.0753728634011408,-0.288468704485003,0,0,0,0,0,0.0651701172674626,0,0,0,0,0.0481846480016963,0,0,0.176074932282724,0,0,-0.0518862334570241,0,0
X16.HK.EQUITY,0,0,0,0.360504837201838,0,0,0,0.212323132031184,0,0,0,0,0,0,0,0,0.0785370720199623,0.0597462221931123,0,0,0,0,0,0,0.123969147145136,0,0.0445732883760546,0,0,0,0.259870461266328,-0.127262564795575,0.108582121832132,0,0,0,0,0,0,0,0,0.101625372230537,0,0,0,0,0,0.00996396126337894,0,0,0,0
X601601.CH.EQUITY,-0.00297753148114983,0,0,0,-0.205091708960463,0,0,0,0.22793494843978,0.34088419640918,0,0,0,0.0188639873816697,0,0,0.2177043747155,0,0,0,0,0,0.294942216916649,0,0,0,0,0,0,0,0,0,0,0,0.0445963548771567,0,0.0962129353684115,0,0.194934480936267,0,0,0,0,0,0,-0.0228778761408433,0,-0.018585390291524,0,0,0,0
X388.HK.EQUITY,0,0,0.154411769500126,0,0,0,0,0.189747404264824,0,0,0,0,0,0,0.0473142464097843,0,0,0,0,0,0,0,-0.162495253397757,0,0,0,0,0,-0.140958102320428,0,0.155435265106376,0,0,0,0,0,0,-0.272294936877046,0,0,0,0.490738921600305,0,0.0260767424103626,0,0,0.0125995441959308,0,0,0,0,-0.0924930590097776
