,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.21109682790425,0,0.0177739992959936,0,0,0.386777464189149,0,0,0,0.0205426429223553,0,0,0,0,0,0,0,0,0,0,0,0,0.23741072149049,0,0,0,0.0262028667278299,0,0,0,0.101010805490365,0,0.0669006476613531,0,0,0,0,0,0,0,0.0299972694031842,0,0,0,0,0,-0.101458561549206,0,0,0,0
X601318.CH.EQUITY,0,0,0.128877551228074,0,0,0,0,0,0.168399401246951,0,0,0,0.205252070677542,0,0.09148064204417,0,0.0336483142319293,0,0.0465016368542471,0.00949859376569395,0,0.0584046415516027,0,0,0,0,0,0,0.179073839436815,0,0,0.0480055577224788,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152161250590824,0.152087682546518,0,0,0,0,0,0
X601939.CH.EQUITY,0.540905150838046,0.0948639317587449,0,0,0,0,0,0,0.133726097963752,0,0.130940069530897,0,0,0,0,0,0,0.054285313312719,0.148650838889986,0,0,0,0,0,0,0,0,0,0,0.18774308444106,0,0,0.0375047260323331,0,0,0,0,0,0.0767160329761261,0,0,-0.0863494184736227,0,0,0,0,0,0,0,0,0.0137923948462292,0,0
X600036.CH.EQUITY,-0.0232515001633194,0,0,0,0,0.212102052799856,0,0,0,-0.127436304481149,0,-0.0356451843762003,0.108747504847806,0,0,0.137319344633841,0,0,0.153034166305511,0,0,0,0,0,0,0.425579687000815,0,0,0,0.0434031712464474,0,0,0,0,0,0,0,0,-0.0679173012022192,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0461133100884117,0,0,0,0,0.552000669177726,0,-0.0805586387264945,0,0,0,0,0,0,0,0,0.0359104110966186,0,0,0,0,0.0881294993361543,0.104565454552571,0,0,0,0,0.112943926073372,0,0,0.079690586815803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200871394254218,0.00122302370534113,0.0057977293001182,0.0388468472960782,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0624561908248207,0,0.127790120713844,0,0,-0.0216691333461988,0,0,0,0,0,0,0,0,0,0,0.212297809621901,0,0,0,0,0,0,0,0,0.0774871696260158,0,0,0,0,0,0.0566659068753893,0,0,0.106968330923754,0,0,0.141713424232848,0,0,0,0.210348987226005,0,-0.170524410388012,0,0
X601628.CH.EQUITY,0,0,0,-0.0204713539439947,0,0.0213006683776841,0,0,0,0,0,0,-0.00783079714648583,0,0,-0.0302958947143392,0.123602648153268,0,0,0.00132809431747165,0,0,-0.140247894523225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464273833876387,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0346504142005416,0
X601988.CH.EQUITY,0.0314299026422705,0,0,0,0.478990535526084,0,0,0,0,0,0,0.0425504035067841,-0.0479816588945271,0,0,0,0,0.229542061268494,0,0,0,0,0,0,0.010548626893509,0,0,0,0,0,0,0,-0.104287675271036,0,0,0,0,0,0,0,0,0.1166145798999,0,0.146213636907509,0,-0.0411581375382498,0,0,0,0,0,0,-0.0675588578915869
X5.HK.EQUITY,0,0.145555640317977,0.00271756174504472,0,0,0,0,0,0,-0.182731011197106,0.0651646723944699,0.0890182395006126,0,0,0,0,0,0,0,0,0,0,0,0.22288724621793,0,0,0.152547814884904,0.0378947224961044,0,0,0.000293518420022662,0,0.132819241369461,0,0,0,0,0,0.254806218414898,0,0,0,0,0,0.218332211276238,0,0,0.0171041250492235,0,0,0,0,-0.0468351513473867
X388.HK.EQUITY,0,0,0,-0.0696045452217803,0,0,-0.110828604651434,0,-0.210756313214525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835406281052214,0,0,0,0,0,0,0,-0.179208342106332,0,0,0,0,0.216763596122685,0,0,0,0,0.199326352356784,0.219919724355994,0,0,0,0,0.114799683923377,0,0.118891438047933,0,0
