,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.528362814895384,0,0.092942364555251,0.0261864035793465,0.0809719140300486,0.0664905655618767,0,0,0,0,0,0,0,0.0361001083704161,0,0,0.0221058611567222,0.064080871736307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076085647873941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.405175267578704,0,0,0.0794410478262005,0.00251012500731755,0.100399708409009,0,0,0,0.0886765951363641,0.084556002797618,0,0,0,0,0,0,0,0,0,0,0,0.0220689593782016,0,0,0.0451670272921105,8.67361737988404e-19,0,0,0,0,0,0,0,0.00539130486682255,0,0,0.0409357602797505,0,0.031757832996926,0.0663795746401798,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152632677581394,0,0,0.00355614085755265,0,0,0,0,0,0,0,0.134604266556436,0,0,0,0,0,0,0,0,0.0248047721662078,0,0,0,0,0,0.253992543508383,0,0,0,0,0,0,0.256824506184884,0,0,0,0.0864982307462765,0,0.0602046574036521,0,0,0,0,0,0
X601288.CH.EQUITY,0.37389234430754,0,0,0,0,0.0101631322661966,0,0,0,0.0957413248775068,0,0,0,0,0,0,0,0.235898477430521,0,0,0,0,0,0,0,0.0303357763073103,-1.38777878078145e-17,0,0.124984682690951,0.0648486541936756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771703082325349,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449891831837043,0,0,0,0,-0.0666615623848904,0,0,0,0,0,0,0.229373172428067,0,0,0,0.271090885581481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156460957591468,0,-0.212668997309161,0,0,0,0,-0.233766121808891,0
X601988.CH.EQUITY,0,0,0,0.0111415892447489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352461784142186,0,0.00329248502215689,0,0,0,0,0,0,0,0.036751550909134,0,0,-3.46944695195361e-18,0,0,0,0,0,-1.38777878078145e-17,0.403998765371849,0,0,0,0,0.0700751501789336,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.190420277593091,0,0,0,0,0,0.088820557073367,0,0.0485551559480073,0,0.215578529813717,-0.0440693191287842,0,0,-0.0469861511439731,0,0.0399284210520374,0,0,0,0,0,0.400141246094392,0,0,0,0,0.117542163968486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167676296184963,0,0,0,-0.0476397370790099,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.144831701424072,0,0,-0.104759818957272,0,0,0,0,0,0,0,0,-0.0302291998262937,0,0,0,0.218566773342072,0,0,0.14197789731811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219997904974451,0.110753837522995,0.265399337680243,0,0,0,0,0.0665037904822873
X601628.CH.EQUITY,0,0,0.0388882384236784,0,0.0682409090554644,1.73472347597681e-18,0,0,0,0,0,0.0169905288643496,0.198161822269216,0,0,0,0.0251145195956437,0,0,-0.11049443578184,0,0,0,0,0,0,0.15481847018955,0,0,0,0,0.236398654577952,0,0,0,0,0,0,-0.0281903583795093,0,0.0926486667737167,0.172943050951689,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.101859522435363,0,0,0,0.0500383212143929,0.00820403458822522,0,0,0,0,0.0771914330729651,0,0,0,0,0,0,0.0236934810501293,0.208363026868169,0,0,0,0.00467209223936986,0,0,0,0,0,0.0884882569283991,0,0,0,0,0,0,0,0,0.16959349607231,0.258464245062938,0,0,0,0,0,0,0,0,0,0,0
