,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.305458161354368,0,0.310803395176261,0,0.145265175697126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365283922611507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367289100594288,0,0.0844578929148334,0,0.0660609775756197,-0.0356680841357877,0
X601939.CH.EQUITY,0.392747401557671,0,0,0.204121042978824,0,0,-0.133522953863208,0,0,0,0.00932326349738063,0,0.136201343680234,0,-0.0718020077642207,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00667795075582225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235235125601022,0,0,-0.0596893019458443,0,0
X601318.CH.EQUITY,0,0,0,0,0.22957680672354,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.167092315923731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251254044182743,0,0,0,0,0.185564214470555,0,0.00281261594985458,0,0,0.0295937023285807,0,0.119901762236313,0,0,0
X601288.CH.EQUITY,0.380301353759947,0.115402205595399,0,0,0.180846699254435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14188055186004,0,0,0,0,0,0,0,0,0,0,0,0,0.0511390709241057,0,0,0,0.0689525873235181,0,0,0,0.0737998037147821,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,-3.46944695195361e-18,0,0.375502584354699,0,0,0,0,0,0.249666921541686,0,0,0,0,0,0.335628565659972,0.0848994994897965,0,0,0,0,0,0,0,0,0,0,0.00259229566804988,0,0,0,0,0,0,0,0,-0.349953341338737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.447832682359168,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0466416113251325,0,0,0,0,0,0.0471920068231842,0,0,0.0905016602765744,0,0,0,0,0.0698595383282534,0,0,0,0,0,0,0,0,0,0,0.197048944193845,0,-0.0238549944929593,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0704507610424536,0,0,0.0632745239409549,0.126603260589901,0,0,0,0,0,0,0,0,0,0.0220064738902623,0,0,0,0.154951070283693,0,0,0,0,0,0,0,0,0.217842103807364,0,0,0,0,0,0,0.085894716583609,0,0,0,0.129369345369437,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.128324904044198,0,0,0,0,0,0,0,0,0,0,-0.0122006836211433,0,0,0,0,0,0,0,-0.376635846220798,0.745302789034465,0,0,1.38777878078145e-17,0,0.50050049165635,0,0,0,0,0,0,0,0,0,0.381343595531294,0,0,0,0,-0.0932552394851812,0,0,0,0,0,0,0,-0.0599154841465104,0
X601628.CH.EQUITY,0.0601297656887015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151641028664385,0.0240099400848206,0,0,0.0647030044962969,0.0139779352226815,0,0,0.0143462393844229,0,0.128498439083301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13250092193176,0.129790197080839,0,0,0,0,0.0477820980623184,0.012610908094857,0,0.110217327603277,0,0.0144634422722608
X601658.CH.Equity,0,0,0,0.0933307361984994,0.0693796239347865,0,0,0,0,0,0,0,0.138298458116528,0,0,0,0,0,0,0,0,0.0726370510109115,0,0,0,0,0.184743609819314,0.181034127617689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315822713509745,0,0,0,0,0
