,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.420984394190923,0,0,0.366122540969731,0,0,0,0.22008313472346,0,0,0,0,-0.0605417842127502,0,-0.0784112753957818,0.0576085208196845,0,-0.0048836800465812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221155179357533,0,0,0,0,0,0,0,0,0,-0.0924609465829847,0,-0.0244628289967898,-0.258870652935185,0,0,-0.0415136962563536
X601318.CH.EQUITY,0,0,0,0,0,0,0.135464837153106,0.0870001564501401,0.068122187299834,0,0.0955231625400142,0,0,0.119709396596294,0,0,0.232189210052369,0,0,-0.202141133541442,0,0,0.0651108475907191,0,0,0,0,0,0,0,0,0,0,0.00618571880713898,0,2.16840434497101e-19,0,0,0,0.344809122124805,-0.0449130792346859,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.140078716270577,0,0,0,0,0,0,0,0,0.07675904021461,0,0,0,0,0,0,0,0,0,0,0.132706957559404,0,0,0,0,0.417371521303646,0,0,0,0,0,0,0,0.0609284006777663,0.0873607540889051,0,0,0,0.0153071029023368,0,0,0,8.67361737988404e-19,0.00931507190553048,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0585929271975509,0.0453215839713232,0,0,0,0.090796096700509,0,0,0,0.0961581959751662,0,0,0,0,0,0,0,0,0,0,0.0933439843594304,0,0,0,0,0.0615014993708524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174494149739282,0,0,0,0.288487664958508,0,0,0,0.00795919447566269,0,0,0,0
X5.HK.EQUITY,0,-0.0817726543474809,0,0,0,0,0.0132234828409952,0,0,0,0.022135163590863,0,0,0,0,0.217644305039384,0,0.113945228953344,0.191295163497865,0,0,0,0.484319512623639,0,0,0,0,-0.0616725873021512,-0.282323297651861,0,0.0200529908975358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178880308687177,-0.0686014512625238,0.0954849726325549,-0.0571860844958415,0
X601988.CH.EQUITY,0.208944768666589,0,0,0.378780406877766,0,0,0,0,0,0.0476146870403088,0.120664701603816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172565670780438,0,0,0,0,0,0,0.0380508643161228,0,0,0,0.00260762194074693,0,0.0368758388591719,0,0,0,0,0,0,0,0,0,0,-0.0587499773459144,0.117863602305183
X600036.CH.EQUITY,0,0.299907106783173,0,0,0,0,0,0,0,0,0,0.142594730923297,0,0,0,0,0.0265321824685724,0,0,0.0170948569642977,0,0,0,0,0,0,-0.0274547073259106,0,0,0,0.0333595900325577,0.166668817808552,0,0.110230345758579,-0.170153834886694,0.0336135409441865,0,0,0,0.199943546812495,0,0,0,0,0,0,0,0,0,0.125940021740548,-0.0798142805485091,0
X1299.HK.EQUITY,0,0.0232700677861604,0,0,0,0,0,0,0,0,0,0,0,-0.0835453651037212,0,0,0,0.296923487123721,0,0.145248145071131,0.303000686218084,0,0,0.215699924405939,0,0,0,0.0387667305260708,0,0,0,0,0,0,0,0,0,0,-0.126638431919424,0,0,0,0,0,0,0,0,0,0,0,0,-0.188129788412384
X601628.CH.EQUITY,0,0.232937840383566,0,0,0,0,0,0,0,0,0.0407133380922694,0,0,0,0,0,0.158660068429896,0,0,0,0.0422053775886526,0,0,0.130501347645008,0,0,0,0,-0.0111599131927759,0,0,0,0,0,0,0,0,0.16890966884805,0,0.0694488282083426,0,0,0,0,0,0,0,0,0,0.0568718417980243,0,0
X601328.CH.EQUITY,0.0732947397722358,0,0.0842334890005804,0.0485324166328993,0.0584037556525302,0.270918765403305,0,0,0,0,0,0,0,0,0,0.013528035164984,0,0,0.0382848419444648,0,0,0.209366901931449,0,0,0.0169645334495251,0,0,0.057306284727625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553514323800671,0.0832097463561206,0,0.116224132398538,0,0,0.0215243288417376,0,0
