,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.363150573006732,0,0,0.0971338398414866,0,0.314051069746751,0,0,0.106707023841654,0,0,0,0,0,0.0904305258778049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015245629718072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.421363522218008,0,0,0.0415285852650518,0,0,0,-0.113955294378974,0,0.0468744847790531,0,0,0.431415700591852,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487580191998887,0,0,0,0,0,0,0,0,0.048119488414185,0,0,0,0,0,0,0,0,0,0,0.0270730333531057,0,0,0.0392609841810394,0,0,0
X601318.CH.EQUITY,0,0,0,0.0482030706682916,0,0,0,0,0,0,0,0.366296129604997,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0150537296777936,0,0,0,3.30348004132976e-05,0,0,0,0,0,0,0,0,0,0,0,0.0791230575275648,0,0.0607991820564004,0.170572387826035,0,0,0,0,0,0.152529328036066,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.415422002691123,0,0,0,0.400657818358127,0,0,0,0,0,0.0655655334532245,0,0,0,0,0.0697758192991512,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.034057900104799,0,0,0,0,0,-0.0145336251644488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.277440675871909,0,0,0,0,0,0.00163793600819897,0,0,0,0,0,0,0,0.136285867085981,0,0.135308200819649,0,0,0,0,0,0,0,0,0.00149110771290512,0,0.0662458089565845,0,0.011896540841009,0,0,0,0.0468082588102125,0,0,0,0,0,0,0,0.165865101566347,0,0.149461856679176,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.179293356243526,0,0,0,0.180558309234431,0,0,0,0,0,0,0,0.0904440315234737,0,0.120389933361295,0,0.331304696093539,0.182844100312325,-0.230288235752198,0,0,0,0,0,0,0,0,0,0,0,-0.0301511921422859,0,0.271456269767909,0,0,0,0,0,0,0,0,0,-0.149591813953297,-0.0341696904937425
X600036.CH.EQUITY,0,0,0.0284392086503994,0,0,0.0493971890388913,0,0,0,0,0,0.333139097270635,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0250573895682046,0,0,0.0897878362019839,0,0.00155906909198993,0,0,0,0,0.132536331357317,0,0,0,0,0,0,0.0718292843377208,0,0,0,0,0,0,0,0,0.275816144149298,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0251748035461347,0.0607511727855455,0,0,0,0,1.38777878078145e-17,0,0,0,0.280343698882399,0,0,0,0,0,0.149273354311264,0,0.0570072467915245,0,0,0,0.136498922450268,0,0,0,0,0,0,0,0,0.204396385298429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.113546998371195,0,0,0,0,0,0,0,0,0,0,0.0281655204049634,-4.33680868994202e-19,0,0,0,0,0.195204810993861,0,0,0.0384972176139024,-3.46944695195361e-18,0.235795316837435,0,0,0,0,0,0,0,0.059220205575561,0,0,0,0,0,0,0,0,0.131956241751748,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0224633002262736,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110732709511006,0,0,0,0,0,0,0,0.0461960005552399,0,0,0,0,0,0,0.430529956024399,0,0,0.200228920068029,0,0,0,0,0,0,0.0594774488334995,-0.394419726229325,0,0,0,0,0.73780762711323,0,0,0,-0.0208858591110761,0,0
X601328.CH.EQUITY,0,0,0,0.259008034050938,0,0,0,0,0,0,0,0,0.24767171172691,0,0,0,0,0,0,0.30490830477185,0,0,0,0,0,0,0,0,0,0.0235669730686686,0,0,0,0,0.110753051544865,0,0,0.0691006740779059,0,0,0,0.0298556942114747,0,0,0,0,0.0150356847341449,0,0,0,0,0.0240396856283113,-0.0112361356909216
X601166.CH.EQUITY,0,0.0905780412647747,0,0.0159536492252655,0,0,0.159438295832692,0,0,0,0,0,0.037211443796515,0,0,0,0,0.0247787520458584,0,0,0,0,0,0,0,0,0,0,0,0.311272527588606,0,0,0,0,0,0,0,0,0.0688365316750158,0,0,0,0,0,0,0.229511969600843,0,0,0,0.0833665505048447,0,0,0
X600000.CH.EQUITY,0,0,0,0.00734831744667614,0,0,0,0,0,0,0.350437077101585,0,0,0,0,0,0,0,0,0.109137116692265,0,0,0.227927544932008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177866113527104,0,0,0,0.115110276668603,0,-6.93889390390723e-18,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0424768651991909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0931003978522768,0,0,0,0.0727697476147115,0.52967499241668,0,0,0,0,0,0,0.150075043068391,0.143264067074481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387552473347637,0,0,0,0,0,0,0,0,0.209465247227344,0.119186841295387,0,0,0,0,0,0,0,0.0313658834691821,0,0.0263568542739379,0.231299668820979,0.0469689086507345,0,0,0.217158829272728,0.0178605918553256,0,0,0,0
X388.HK.EQUITY,0,0,0.200887406464139,0,0,0,0,0.468113673706102,0,0,0.0356019901884739,0,0,0,0,0,0,0.0365989970795417,0,0,0,0,0,0,0,0,0.0466791532743002,0,0,0,0,0,0,0.00213232542500662,0,0,0,0,0,0,0,0.022732538394289,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.0722130732535808,0,0,0,-0.127726506729167,0,0,0.127265913094082,0,0,0.103122553455097,0,0,0,0,0,0,0,0,0,0,0.0265807836487036,0,0,0,0,0,0,-0.0686415526473454,0,0.153366785651264,0.174870937148148,0,0.266712162747859,0.180905646434554,0,0.0853958621625164,0,0,0,0,0,0,0,0,0,0,-0.00157785524284482
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0544425675922362,0.351549880020743,0,0,0.0795525871919242,0,0,0,0,0,0,0,0,0,0,0.0781300456666398,0,-8.67361737988404e-19,0,0.272221744115979,0,0,0.134009999951497,0,0,0,0,0,0,0,0,0,0,0.0466008495032627,0,0.00598007360062084,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0518983738068116,0,0,0,0,0,0,0.05019671774553,0,0,0,0,0,0,0,0,0.0623910218138632,0,0,0,0,0,0.0411973030302796,0,0,0,0,0,0,0.052964052448476,0,0,0.437790157042234,0,0,0,0,0.290380334177515,0,0,0,0,0
X600016.CH.EQUITY,0,0.134231635396524,0,0,0.219664127459679,0,0,0,0,0.0243921583329675,0.258217088403767,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0434850728600849,0,0,0,0,0,0,0.00249578491330972,0,0,0.0173605014521776,0,0,0,0,0,0,0.117505798947763,0,0,0,0,0,0.206085416164024,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0.29080015550737,0,0,0,0.0545668360282395,0.0752431241355342,0,0,0,0,0,0,0,0,0,0.0420674582706814,0,0,0,0,0.110711083253849,0.0148800392961578,0,0,0,0,0,0.0290962272910671,0.0217458941193596,0,0,0,0,0,0,0,0,0,0,0.253123621706502,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0194293915089573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143965450965439,0,0,0.603169498685078,0,0,0,0,0.123749576075077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
