,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0928397040867244,0,0.0417910909865628,0,0,0,-0.119551583270579,0,0,0,0.531746267864987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158048601275292,0,0,0,6.93889390390723e-18,0,0.00662142442316801,0,0.077904086224774,0,0,0,0,0,0.238271876175091,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.00570726795282035,0,0,0.12285138351724,0,0.2609695456169,0,0,-0.0329485017171,0.240361960981785,0,0,0,0,0,0,-0.148685298577951,0,0,0,0,0,0,0,0,0,0,0,0,0.162782820952877,0,0,0,0,-0.283432868087242,0,0.319982061570659,0.267963395326702,0.263141899074853,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.328676154643711,0,0,0.330420606831753,0,0.103675035354578,0,-0.0624540780750876,0,0,0,0,0,0,0.110024658653064,0.0665570452858934,0,0,0,0,0,0.00491332231481711,0,0,0,0,0,0,0,0,0,-0.00901328381280442,0,0,0,0,-0.130900149311568,0,0,0.338100011778516,0,0,0,0.01777431085139,0,0,-0.0424961127133032,0,0,0,0,0,0
X601288.CH.EQUITY,0.368282620661121,0,0.118017372199436,0,0,0.227214139957973,0,0,0.110921513441014,0,0,0,0,0,0,0,0.0512317176229009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864544083347962,0,0,0,0,0,0,0,0,0.17343401786012,0.0566331797497995,0,0,0
X5.HK.EQUITY,0,0,0.0550818758718852,0.230767847715435,0,0.137067063488021,0,-0.40216769639994,0,0,0,0,0.09788567312893,0,0,0,0,0,0,0,0.415385010050992,0,0,0,0,0.488804186732486,0,0,0,0,0,0,0,0.0975719980260042,0,0,0,0,0,0,0,0,0,0,-0.179340523564705,0,0.122549902152382,0,-0.009085788542689,0,0,0,0
X601988.CH.EQUITY,0.281513588433777,0.0693704568047499,0.318577564673011,0,0,0,0,0,0.137910323634906,0,0,0.00623924683351054,0,-0.175061027721714,0,0,0,0,0,0,0,0,0.152560946437345,0,0,0,0,0.0238869748392584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802063642584384,0,0.154347442920209,0,0,0,0,-0.0183507836287491,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0971348895990731,0,0,0.245844161818441,-0.00772172244890271,-0.0377784409759037,0.0157038378778267,0,0.280611559712742,0,0.258276512665801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921801639290696,0,-8.67361737988404e-19,0.0897280487238958,0,0,0,0.13474184721061,0,0.0105211296977101,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0368158639431491,0,0,0,0.209808666535697,0,0,0,-0.17921669605961,0,0,0,0,0.366598097582592,0.177549667545519,-0.0502068484140991,0,0,0,0.10478251081865,0,0.0721128304873857,0,0,0,0,0,0,0,0,0,0.00101063808799722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.212253772159793,0.264787808767597,0,0,0.154745798737631,0,0,0,0,0.027899676002962,0.000510192893928562,0,0,0,0,0,0,0.0716063593036219,0,0,-0.177529280446457,0,0,0,0,0,0,0.263468979237205,0,0,-0.32958473704961,0,0,0,0,0,-0.0846844757288845,0,0,0.0346130546883689,0,0,0,0,0,0,0,0,0,0,0,0,0.0511860293825798
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127896025214256,0,0,0,0,0,0,0,0,0.303324569435054,0,0,0,0,0,0.0131192567385183,-0.0123493257558056,0,0,0,0,0,0,0,0,0,-0.217410144052158,0,0,0,0.0444366576092305,0,0,0,0,0,0,0
