,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.10935441770873,0,0,0,0,0,0,0,0,0,0,0,0.606566841500009,0.462372585733462,-0.083465345813363,0,0.0976652259198271,0,0,-0.00144604156875112,0,-0.11385138423941,0,0,-0.246665178677844,0,0,0,-0.434914920023951,0,0,0,0,0,0.0590557968123373,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0320721509978218,0,0.00696351285785099,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.337467734514108,0,0.0698522088677811,0,0,0,0,0,0,0,0,0.0847766900065039,0,0,0,0,0,0,0,0,0.320591609336581,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0817379422769702,0,0,0.28278690089061,0,0,0,0,0.0736721230161612,0,0,0,0.0201995016471079,0.222595347081128,0,0,0,0,0,0,0,0,0.0361575763311279,0,0,0,0,0.0335495298870449,0,0,0,0,0,0,0,0,0,-0.0634095031066725,0,0,0,0,0,0,0,0,0,0,0,0.344312935642142,0,0,0.0974082590012474
X601288.CH.EQUITY,0,0,0.255874026151189,0,0.35335597249984,0.11099470058685,0,0.0368985919368342,8.67361737988404e-19,0,0.00838602072279423,-0.0190178564809288,0,0.163926559263143,0,0,-0.0188528122268277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0696757527372495,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.177074125007935,0,0,0,0,0,0.538246010296147,0,0,0.0718309796549878,0,0.0749090443436765,0,0,0,0,0,0,0,0.269200676887484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.349210973577532,0,0,0.0957566718201004,0,0,0,0,0,0,0,0,0.10719705704848
X600036.CH.EQUITY,0,0,0.230940888848748,0.10125365521216,0,0,0,0.102959584139318,0.0985922608775421,0,-0.04452980421962,0,0,0,0,0,0,0,0,0.00368587777432231,0,0,0,0,0.0328583345917922,0,0,0,0,0,0,-0.0178077844644414,0,0.255389191669454,0,0,0,0.0279523231798716,0,0,0,-0.0857604028458034,0,0,0,0,0,0.120425744707869,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.254217442135005,0,0,0,0,-0.0639020390054847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.197335148872556,0.0982760644652419,0,0.113566732921731,0,0,0.0614767733504031,0,0,0,0,0.0128754978245053,0,0,0,0,0.00691779868114403
X1299.HK.EQUITY,0,0,0,0,0,0,0.0778277026293312,0,0,0,0,0,0,0,0,0,0.0334243117474442,0,0,0,0,0.185364391992667,-0.0589926109331437,0,0,0,0,0,0,0.161082731551245,0,0,0,0,0,0,0.0219202290616657,0.0386137915232252,0,0,0,0.173027254409567,0.117237718267049,0,0,0,0,0.444534470659178,0,0,0.0890950472090184,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0620007549037617,0,0,0,0,-0.163653037056873,0,0,-0.324546248404266,0.776426230155291,0,0,0,0,0.68085226965169,-6.93889390390723e-18,0,0,0,0,0,-0.156062764937517,0,0,0,0,0,0.218208946318185,0.177181289307959,0,0,0,0,0,0.106221274020011,0,0
X601658.CH.Equity,0,0,0,0,0.00989634127737118,0,0,0,0,0,0,0,0,0,0,0,0,0.212209398919579,0.038581796017976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250012204989168,0,0,0,0,-0.0132535188410623,0,0,0,0,0
