,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.392277581345482,0.043224351707913,0.0703550469905595,0,0,0,0,0,0,0.201471564978646,0,0,0,0,0,0,0,0,0,0,0.0492660288108676,0.0627307622735401,-0.0219152479020899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00794565264361811,0,0,0,0.0177311861680388,0,0,0,0,0,0.0436704737194474,0.0624222636536245,-0.0991570215913664,0
X601939.CH.EQUITY,0.311354744520013,0,0,0.203527168881995,0,0,0,0,-0.0517352476084799,0,0.13268436322469,0,0,0.0710778113737144,-0.0880326537297888,0,0,0,0,0,0,0,0.191771096745683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255781472881053,0,0,0,0.123761069328143,-2.16840434497101e-19,0,0,0
X601318.CH.EQUITY,0,0,0,-8.67361737988404e-19,0.289110181247179,0.0484112315083218,0,0,0,0,0,0.0412515632722478,0,0,0,0,0,0,0,0,0,0.17520713407149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964311897802177,0,0,0.0731367870784822,0,0.153922647322588,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.360865985866622,0,0,0,0.332901237353541,0,0,0,0,0,0.0231417760582233,0,0,0,0,0,0,0,0,0.0744491686320184,0.0308013339422016,0,0,0,0,0,0,0,0,0,0,0,0.0439472978658962,0,0.0879810046115861,0,0,0,0,0.0418730175239724,0,0,0,0,0,-3.46944695195361e-18,0,0,3.46944695195361e-18,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.510604693170596,0,0,0,0,0,0.19960762444861,0,0,0,0,3.46944695195361e-18,0.0950462522655438,0.126603576310525,0,0,0,0,0,0,0,0,0,0.0447131569990352,0,0,0,0,0,0,0,0,-0.510366834438577,0,0,0,0,0,0,0,0,0,0,0.146841763044602,0,0,0,0,0,0.270170768598377
X600036.CH.EQUITY,0,0.024452956813786,0,0,0,0,0,0,0,0,0,0.208072151885599,-0.0262990849777901,0,0,0,0.109754970697024,0,0,0,0,0.138987978252952,0,0,0,0,0,0,0,0,0,0.262382004829073,0,0,0,0,0,0,0,0,0.126433888851855,0,0.118039794734473,0.116386881239391,0,0,0,0,0,0,-0.02015291507208,0,0
X1299.HK.EQUITY,0,0,0,0,0.0349799820557211,0,0,0,0,0,0,0,0,0.157355895827383,0,0,0.0502687559569635,0.502673753896981,0,0,0,0,0,0.135507903161808,0,0,0,0,0,0,0.0884251771631179,-0.0257277938151939,0,0,0,0,0,0,0,0,0,0,0.0777327158679306,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0319674375662908,0,0,0,0,0,0,0,0,0,-0.139855916778729,0,-0.121962217022816,0,0,0,0,0,0,0.389221804190096,-0.15274801566278,0,0,0.734656967374733,0,0,0,0,0,0,0,0,0,0.367315900152775,0,0,0,0,0,0,-0.242174954353401,0,0,-8.67361737988404e-19,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.114203238359997,0,0,0,0,0,0,0,0,0.381069112809055,0,0.020887871530175,0,0,0,0,0,0,0,0,0,0.0424700818786134,0,0,0.0876116595275948,0,0,0,0.229082194265302,0,0,0,0,0,0,0.0203269614113053,0,0,0.182726876536612,0,0.0312511609048788
X601658.CH.Equity,0,0,0,0.146158456277468,0.145244171643846,0,0,0,0,0,0,0,0,0.109438404884212,0,0,0,0,0,0,0,0,0,0,0,0,0.0632702484300128,0,0.100488402641595,0,0,0,0,0,0,0,0,0.256574983934164,0,0,0,0,0,0,0,0,0,0,0.380154804058973,0,0,0.0477854654308052,0
