,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.171129628287388,0,0.187746652562594,0,0,0,0,0.220153312862284,0.0141505774575597,0,0,6.93889390390723e-18,0,0,0,0,-0.0229062214628256,0.300078113285894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616214130558521,0,0,0,0,0,0
X601939.CH.EQUITY,0.485092063411359,0,0,0,0,0,-0.0489461118107876,0,0,0.0162512003330318,0.192008666474525,0,0.229705910984367,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150470908132493,0,0,0
X601318.CH.EQUITY,0,0,0,0.0321213818926957,0,0,0,0,0,0,0,0.200559640592704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129679713648815,0,0.129161941660656,0,0.126923969560266,0.207894405275204,0,0,0,0,0,0
X601288.CH.EQUITY,0.385359205326299,0.108956344615849,0.08450899987767,0,0.130245701053845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055422017781542,0.0290290156387212,0,0,0,0,0,0,0,0,0.0912654262529877,0,0.0219362819648354,0.00619835650970946,0,0,0,0,0,0,0,0.0493804917448261,0.00193108152011566,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.30737806892341,0,0,0,0,0,0,0.29577591961781,0.239078288679669,0,0.0481820720062558,0.066797770143798,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208232565943015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281398852977493,0,0
X600036.CH.EQUITY,0,0,0.0211413813980339,0,0,0,3.46944695195361e-18,0,0,0,0,0.409110836577631,0,0,0,0,0,0,0,0,0,0,0.0525329051901814,0.121981815693567,0,0,0,0,0,0,0,0,0,0,0,0.0842579929057074,0,0,0,0.0583539278655333,0,0,0,0,0,0,0,0,0,0.261039941330605,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0877600594556086,0,0,0,0,0,0,0,0,0,0,0,0.162497098862323,0,0,0,0,0.108839215231967,0,0,0,0,0,0.108000164957437,0,0,0.0772373275500631,0,0,0.221767790917182,0,0,0,0,0,0,0,0,0.00909374701867537,0,0,0,0.17600856883933,0,0,0,0,0
X5.HK.EQUITY,0,-0.360693349433694,0,-0.00529867672200182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28403661695968,0.133322207982699,-0.873089547244455,0,0.363660753406346,0,0,0,0,0,0,0,0,0.0288395157477055,0,0,0,0,0.421450191397755,0,0,0,0,0,0,0,0,0,0,-0.106701341528646,-0.0694103356970351
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0853149289526916,0,0,0,0,0,0,0,-3.46944695195361e-18,0.250385918608451,6.93889390390723e-18,0,0,0,0.348015287026387,0,0,0.0649049708316603,0,0,0,0,0,0,0,0.00769500825442026,0,0,0,0,0,0,0.0144692020444848,0,0,0,0,0,0,0.0723418985741991,0,0
X601658.CH.Equity,0,0,-0.151323339713763,0.304617238929154,0,0,0,0.102917832020288,0,0,0,0,0,0,-0.222762497535616,0,0,0,0,0,0,0,0,0.0141699101379675,0,0,0,0,0.77691703397136,0,0,0,-0.128910728583403,0,0,0,0,0,0,0,-0.13496977434759,0,0,0,0,0.720407890621066,0,0,0,-0.125105144358706,0,0,-0.0386518269313587
X601328.CH.EQUITY,0,0,0,0.169942370162197,0,0,0,0,0,-0.0826835680197785,0,0,0.25660735924559,0,0.0199537338201606,0,0,0,0,0,0,0.270128324538892,0,0,0,0,0,0,0,0.0576343975709012,0.203160456014622,0,0,0.108740626493566,0,0,0.0179237850046372,0,0,0,0,0,0,0,0,0,0,0,0,0.00211691160455486,0,0.043767715507185,-0.031508639304111
X601166.CH.EQUITY,0,0.114980585095992,0,0,0,0.212274371409503,0,0,0.0208518180500982,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0923592921658841,0,0,0,0,0,0,0,0.0429900805981157,0.205638457302205,0,0,0,0,0,0,0.0118769160661591,0,0.0204862249893092,0,0.0420766453234564,0.0709843075957262,0,0,0.0416972990765669,0.0952906319460633,0,0,0.0650994059376381,0.0108267838028046,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.144647102536214,0,0,0,0,0,0,0,0,0,0,0.416160520977073,0,0,0,0.195986361832249,0,0,0,0,0,0,0.0379229245532223,0.0821978661893153,0,0,0,0,0,0,0,0,0,0,0.0548774653767855,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049748453422752,0,0.452169085350367,0,0.184414353336522,0,0,0.137035941713316,0.0956602120491154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
