,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0383615692473487,0.536840837076995,0,0,0,0.0202257141226737,0,0,0,0.129709764967405,0,0.0891312231592433,0,0,0,0,0,0.0321501077016912,0,0,0,0,0,0.0894657827600642,0,0,0,0,0,0,0,-0.0290866643789047,0,0,-0.0485865043102766,0,0,0.0752940356044627,0,0,0,0,0,0,0,-0.00243631698267954,0,0,1.73472347597681e-18,0,0.0343482764679758
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.00947150878144856,0,0,0,0,0,0,0,0,0.0761737812778134,0,0.307904175620234,0,0,0,0,0,0.11533490926727,0.00162476258695867,0,0,0,0,-0.0234907553644271,0,0,0,0.0590593426233687,0,0,0,0.195349770908606,0.0982402608267258,0,0,0,0,0,0.0239342858491161,0,0.061127721202209,0,0,0,0
X601939.CH.EQUITY,0.153450274486849,0,0,0.610316624838303,0,0.0160073395246985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.134253080974054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688629482331899,0,0.0119226660690794
X601288.CH.EQUITY,0.0484205833310003,0.0433357429258885,0.194652409064651,0,0,0,0,0,0,0.123309841807219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16819064792243,0,0,0.207781606011215,0.116502354404975,0,0,0.0106731337655733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.272896160682367,0,0,0,0,0,0.0807800070072038,0,0.477212803224645,0.0870121277744693,0,0,0,0,0,0,0,0,0,0,0,0.319701405640653,0,0,0,0,0.133342648734311,0,0,0,0,0,0,0,0.0207359060718182,0,0,0,-0.289654099267129,-0.119891289964615,-0.134684082519851,0,0,0,0.106725372571856
X601988.CH.EQUITY,0.0184792744578223,0,0.0454780762370129,0,0.038540541655546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60971141083285,0,0,0,0,0,0,0.111857280814209,0,0,0,0,0,0,0,0,0,0.0442173044772863,0,0,0,0,0.0631634568391163,0,0,0,0,0,0.0984157726964763,0,0
X600036.CH.EQUITY,0,0,0,0,-0.00391908234027773,0,0,0,0.0795252202822111,0,0,4.33680868994202e-19,0,0,0,0,-0.0122667858658989,0,0.0178972052108459,0,0,0,0,0,0.614397302215341,0,0,0.0859466429802584,0.124606293907398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718944660615849,0,0.0341592043546938,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.22634304365821,0,0,0,0,0,0,0,0.202472091633215,0,0,0,0,0.0631655799295666,0,0,0.0591589216950694,0,0,0,0,0,0,0,-0.0445882770760438,0.0828405529693894,0,0.300603039502136,0,0.2001778890409,0,0,0,0,0,0,0,0,0,0,-0.0808163013829618,-4.33680868994202e-19,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.21087591488803,0,0,0,0,0.0339274780571153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693785958286837,0,0,0,0,0,0,0,0,0,0,0,0,0.399232727881791,0,0.240415756940044,0,0,0.0269291041562184,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.171228644698496,0,0,0,0.115789266291082,0,0,0,0,0,0,0.260404674138311,0,0,0,0,0,0,0,0,0.22819713580209,0,0,0,0,0.0670001689328835,0,0,0,0.00600754890715652,0,-0.00595783167316643,0,0,0,0,0.202637037094653,0,0,0,0,0,0.00228318627174212,0,0,0,0.0287990846826705,0,0,0
X601166.CH.EQUITY,0.1589922350083,0,0.134464946266394,0,0,0,0.124066414416805,0,0,0.0424336764339331,0,0,0.0126056590595524,0.192787899200295,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745019309975851,0,0,0,0,0,0,0.100667050143568,0,0,0,0,0,0,0,0.0296755461150122,-0.00694096241743191,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.176039252971002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036858198262895,0,0,0.122008291976949,0.308906605813134,0.197198871163827,0.296848534714249,-0.135223919959015,0.152613636373949,0,0,0,0,0,0,0,0,0,0,0,0.0808533017425324,0,0,0,0,-0.173499547861413,0
X11.HK.EQUITY,0,0,0,0,0.0220206352850734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120900942501451,0.394758751514401,0,0,0,0,0,0,0,0,0,0.253949817373081,0.37071452681394,0,0,0,0,0,0,0,0,0,0,0,0,0.236922618877264,0.060314138948813,0.0763657118196888,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0258255321203259,0,0.277621786937612,0,0,0,0.217160852932881,0,0.0776428122644988,0,0,0,0.112529221391155,0,0,0.0553851024560088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116450179539439,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.211475107536828,0,0,0,0.0947005804157735,0,0.0883642958567162,0,0,0,0,0,0,0,0,0,0.256512017883055,0,0,0,0,0.235419269087295,-0.305088357880909,0,0,0.576795311413634,0.171479398423765,0,0,0,0,0,0,0.0229634221328554,0,0,0,0,0,0,0,0,0,0,0.0429045418339681
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155369832864024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845532727739354,0.0204160221848334,0.0121771753767821,0.0660901881691893,0,0.735245252842846,0,0.0832251512537499,0,0,0,0,0,0,0,0.0371535610839573,0,0,0,0.00370023024238001,0,-0.0580363995449354,0
X2388.HK.EQUITY,0,0,0,0,0.293470347088052,-0.379595372001782,0,0,0,0,0,0,0,0,-0.193033174503131,0,0,0.340833014704956,0,0,0,0,0,0,0,0.286386126346199,0.125220449002543,0,0,-2.16840434497101e-19,-0.150390151467853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881343042597156,0,0.116673006897908,0,0,0,0.0616277209963946
X388.HK.EQUITY,0,0,0,0,0,0,0,0.276081708574105,-1.38777878078145e-17,0,0,0,0,0.373204954990307,0,0,0.0381636415715522,0,0.144921728099366,0,0,0,0,0,0,0.186748694898623,0.0871154350254693,0,0,0,0.0831307694302291,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128561779687489,0,0,0,0,0,0
X601601.CH.EQUITY,0.031517940794603,0.0912367598306092,0,0,0,0,0.130612897843477,0,0,0,0,0,0,0,0,0,0,0.0319397152797671,0,0,0,0,0,0,0.0940187139986675,0,0,0,0,0,-0.0131623208862379,0,0,0,0.0946282651813389,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.228618946446423,0,0.0231398974613195,0,0
X267.HK.EQUITY,0,0,0,0,0.0548287084487315,0,-0.290769655216486,0,0,0,0,0,0,0,0,0,0,0.148651890904417,-0.278834648936093,0,0,0,0,0,0,0,0,0,0.105714785878062,0,0.206978534399455,0,0,0.113745828177797,0,0,0,0,0.402384830707959,0.152925252052189,0,0,0,0,0,0.514461007439699,0,0,0.0451773811730541,0,0,0
X688.HK.EQUITY,0,0,0.110338678451868,0,0,0,0,0,0,0.0721216367389327,0,0,-0.0461084556742649,0,-0.0791620259126812,0,0,0,0,0,0,0,0,0,0,0,0.490932405588036,0,-0.0466761222747358,0.0862323354787859,0,0,0,-0.0393435665465997,0.0615489271856799,0,0,0,0,0,0,0,0,0,0,0.183876363811847,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.152998599353097,0.232399800273448,0,0,0,0,0,0,0,0.0106502099178375,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0971115971905711,0.00470197813349708,0,0,0,0,0,0,0,0,0,0.0596619283226824,0,0,0,0.343576136917376,0,0,0,0,0,0,-0.000946390615238006,0,0
X601998.CH.EQUITY,0,0,0.0308345674058484,0.0580874723465176,0,0,0,0,0,0.438870836787665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422604413804625,0,0,0,0,0.076346964413696,0,0,0,0,0,0,0.154103723977868,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322698969087333,0.067382745440467,0,0,0,0.0475914829708151,0,0,0,0,0,0,0,0,0,0,0.00090366718639994,0,0,0,0,0.70245776618738,0,0,0,0,0.0691812247571855,0,0,0.0629007453135369,0,0,0.0160255131440386,0,0.0405843970821631,0,0,0
X000001.CH.EQUITY,0,0.0749174366616992,0.0426387173678998,0,0,0.00859884930507148,0,0,0.0885793816053419,0,0,0,0,0,0,0,0,0,0.144952407180527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212964080410148,0,0,0,0.232391016128228,0.0371804557009959,0,0,0,0,0.00682174508586812,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0.0430220105173317,0,0,0,0,0,0,0,0.0398315025130377,0,0,0,0,0.189228971127726,0,0,0.0618105634024419,0,0,0,0,0,0.203644429360291,0,0,0.0591631173616109,0.0792385101229768,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158166948004828,0.083021392435985,0,0.340712183733333,0,0,0,0
X1109.HK.EQUITY,0,-0.162975891356668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241998203032305,0.109432227449141,0,0,0.292426715059315,0,0,0,0,0.0815786230151781,0,0.124911843139341,0,0,0,0.129304314795084,0,-0.0587440915220667,0,0,0,0,0,-0.137946270675606,0,0,0,0,0,0.205926166916062,0,0,0,0,0,-0.198120173808934
X601818.CH.EQUITY,0,0,0,0,0,0,0.205436588122949,0,0,0.257169591749153,0,0,0,0,0,0,0,0,0,0,0,0.335803276498542,0,0,0,0,0.0629776160982058,0,0,0,0,0.0572301355694001,0,0,0,0,0,0,0,0,0,0.0785707937533676,0,0,0,0,0.00234760723283899,0,0,0,0,0
X12.HK.EQUITY,-0.226345663117815,0,0,0,0.0228613994560393,0,0.0519343522611171,0,0,0,0,0,0,0,0,0,0,0,0,0.232988489788635,-0.302997812530989,0,0,0,0,0.0856451518576946,0,0,0,0.228974606777609,0,0.390690318652641,0,0.0192667204208798,0,0,0,0,0,0,0,0.0612366276135734,0,0,0,0.0595061594600828,0,0,-0.348665886662956,0,0,0.119485009863453
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,-0.115915177342877,0,-0.441443258918338,0.29083440739416,0.251543720877588,0,0,0,0,0,0,0.00553364857756407,0,0,0,0,0,0.136021969312878,0,0,0.0957125999553141,0,0,0,0,0,0,0,0,0,0.0963025199579613,0,0,0,0,-6.93889390390723e-18,0,0.144686679216645,0,0.0792341322622904,0,0,0,0
