,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.24513559658747,0,0.253456107647828,0,0,0,0,0,0,0,0.0467527239230126,0.247387586586138,0,0,0,0,0.0614461672795453,0,0,-0.139735876211472,0,0,0,0,0,-0.0994089863842937,0,0,0,0,0,0,0,0.0180090479496281,0,0,0,0,0.0596334003959883,0,0,0,0,0,0,0,0.0885522634810858,0,0,0,0,0
X601318.CH.EQUITY,0,0,-0.0572614186420843,0,0,0.0645134046231656,0,0,0.220664382609205,0,0,0,0.132814800645743,0,0,0,0.215607029503597,0,0,0,0,0,-0.0158839849743072,0,0,0,-0.11548348665408,0,0,0,-0.148491693361093,0,0,0,0,0.222511978797307,0,0,0,0.13630878163253,0.288422631683739,0,-0.245142459636447,0.250081373926999,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.611463538047655,0,0,0,0.0243885220762962,0,0,0,0,0,0.136982008785313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350144075664152,0.00594329789385276,0,0,0,0,0.0435059892236295,0,0,0.258563857104292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.341200188956999,0,-6.93889390390723e-18,0,0,0.392422736821305,0,0,0,0,0.0296035909913673,0,0,0,0,0,0.0499642766355516,0.12576989225883,0,0,0,-0.0694162708545765,0,0,0,0,-0.0125263357343392,0,0,0,0,0,0,0,0,-0.0645160241627881,0,0,0,0,0,0,0.166841051090673,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.191628737386921,0.0529331841794366,0.167093866919603,0,0.0860105264271801,0,-0.0542135524567352,0,0,0,0,0.176927006500264,0,0,0,0,0,0.480726669991954,0,0,0,0,0,0,0,0,0,0,0,0.337447749478466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197326601451456,-0.0143402072221562,0,0,-0.100591865090749,0
X601988.CH.EQUITY,0.105845074177758,0.147290712044371,0.299460305381427,0,0,0,0,0,0.103971871922758,0,0,0,0,-0.054947671281703,0,0,0,0,0.12047471319586,0,-0.0416553737925373,0,0,0,0,0,0,0,0,0,0,0,0,0.16484665202559,0.118162433993029,0,0,0,0,0,0,0,0,0.0354586181607259,3.46944695195361e-18,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.1597832235308,0,0,0.0290421741315076,0,0.135598397673854,0,0.356033478844901,0,0.0420155068270859,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0737079023515565,0,0,0.11388891289979,0,0,-0.0205514841836203,0.0741290458894098,0,0.0271292360156665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0940868229522184,0,0.179382351949329,0,0.0331178887403654,0,0,0,0,0.0581935222694025,0,0.369731010223563,0.025213549931443,0,0.0575230083015642,0,-6.93889390390723e-18,0.0168081415013131,0,0.162630887796563,0,0.0645677294266179,0,0,0,0.00363097574014389,0,0,0,0.0211173781135159,0,0,0,0,0.00486092344583376,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.255248242491496,0.148985638072077,0,0,0,0,0,0.134715479526451,0,0,0,0,0,0,0,0,0,0,-0.24766294485186,0,0.0479902525093465,0,0,0.0537028371985221,0,0.0102649368143227,0,0.0350141661576176,0,0,0,0.154759238810782,0.104736820969319,0,-0.0747654995297103,0,0,0,0,0,0,0,0,0,0,0,0.0947803633056432,0,0,0,0,0,0.128848660677311
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.116744839849167,-0.520349553298227,0,0,0,0,0,-0.049708624669614,0,0,0,0,0,0.795559829742786,0,0,0,0.018375828243267,0,0,0,0,0,0,0,0,0,0,0,-0.568374276028127,0,-1.73472347597681e-18,0.18917674661899,0,0,0.0890877692392663,0.256373955793619,-0.119237428286164,0,-0.0168671748385701,0,0,0.0151967390032749
X601166.CH.EQUITY,0,0,0,0,0,0,0.468181205981947,0.0230200941005526,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000548356163570393,0,0,0.0476707917832529,0.0956333948234399,0,0,0,0.353995433667662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678319761753347
X601328.CH.EQUITY,0,0,0.0847697077373877,0,0,0,0,0,0,0,0,0,0.548226419718115,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339813964088805,0,0,0,0,0,0,0.0555594196935878,0.14072572854328,0,0,0,0,0,0,0,0,0.0540116175779566,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.145400612005789,0.0639982600027206,0.0977752899267836,0,0,0,0,0.0913621176303332,0,-0.00175901936942561,0.435013319107127,0,-0.0817783505532382,0,0,0,0,0,0,0,0,-0.0267630995010335,0,0,0,0,0,0,0,-0.0228655421719601,0,0,0,0,0,0,0,0,-0.102478820018619,0.353632905460241,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0.0960363468561239,0.0639783258233998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295474640691769,0,-0.115938068504079,0,0,0,0,0.0124351429646611,0,0,0,0,0,0,0.473937445136262,0.104549808459,0,0,0,0,0,0,0.27403681481,0,0.0211927918302863,0,0,0,0,-0.137105851790905,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.306321262783107,0,-0.136450186888792,0,0,0,0,0,0,0,0,0,0,0.139382366334189,0,0,0,0,0.138622370753092,0,0.181833162938151,0,0,0.296885829500656,0,0,0,0,-0.132419967860956,0.296321400789793,0,0,0.000783063325641487,0,0,0,0,0,0,0.147834524691133,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.173424018236272,0,0,0,0,0,-0.13629378461854,-0.0561633425032779,0,0,0,0,0,0,0.0331683956184063,0,0,0.0255003338105855,0,0.375369916710739,0,0,0,0,0,0,0,0,0.293553377446276,0,0,0,-0.0150256017158648,0,0,0,0,0.0402425649331768,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.131121242906579,0.348149281473259,0,0.169073757345549,0,0,0,0,0,0,0.0259082463498541,0,0,0,0,0,0,0,0.0123029673507412,0.0764863152676577,0,0,0,0,0,0,0.00265859789430933,0,0,0.13735588785346,0,0.20599485480524,0,0,0.0815360103635625,0,0.147129533304647,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0505530787849357,0,0,0,0.0276541127600472,0.0909839548580253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488382482876614,0,0,0,0,0.0626120735636622,0,0,0,0.0584700573717794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744867447162691,0,0,0,0
X11.HK.EQUITY,0,0.0414458246129443,0,0,0.126544984590474,0,0,0,0,0,0,-0.0507060774927864,0,0,0,-2.71050543121376e-20,0,0.102000270717459,0,0,0,0,0.574918621320249,0,0,0.0539849156977603,0,0,0,-0.0194900360523655,0,1.73472347597681e-18,0,0,-3.46944695195361e-18,-0.0021286397685271,0,0,0,0,0,0,0,-0.0448483948161029,0,0,0,0,0,0,0,0,-0.0300228706748427
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111959983309457,0.0296897353389801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102041053233163,0.144654060490133,0,0,0,0.0912867430703236,0,0,0,0,0,0.30955195518461,0,0,0.0464130424461138
X688.HK.EQUITY,0,0,0,0.153957356853903,0,-0.311180869653015,0,0,0.136920156902099,0,0,0,0,0.157770012248255,0,0.235557208818656,0,0,0,0,0,0,0,0,0,0,0,0.484530121804459,0.12697327921303,0,0,0,0,0,-0.184331140892284,0,0,0,0,0,0,0.115742776823703,0,0,0,0,0,0,0,0.0296929339474446,0,0,-0.108305417816745
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117494007677599,0,0,0,0,0,0,0,0.0802464823961024,0.0770207697737548,0,0.00929844829976704,0,0.00270577081653621,0,0,3.46944695195361e-18,0.110789374626357,0,0.0534914160522966,0.111366587788135,0.134352601897708,0,0,-0.00350689548717204
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.0844414453411863,0,0,0,0,0,0,0,0.048557853082915,0,0.076200254274032,0.375888635321568,0,0.00946963924861634,0,0,0,0,0,0,0,0,0,0.00713762069342373,0.290359114554581,0,0,0,0,0,0,0,0,0,0.129984195076009,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0
X600016.CH.EQUITY,0,0.123419586425385,0,0.0261159975580617,0,0.180257234451705,0,0,0,0.105460068865051,0,0.0881415463582962,0.0509867856418258,0.0598778006746231,0,0,0,0,0,0,0,0,0,0,0.122717098482983,0,0,0.0133004784799199,0,0.130833200622848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085643217153107,0,0,0,0,0,0
