,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.295428198536297,0.0273531224864388,0,0,0,0.447039893634388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105023513740458,0.0519788910402067,0,0,0,0,0,0,0,0,0,0,0.0796422601719514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.152630584740361,0,0,0,0,0,0.17415193936193,0,0,0.0463003209702354,0.125734695746885,0,0.0566078821133426,0,0,0.0285674503161734,0,0,0.1509894854476,0,0,0,0,0,0,0,0,0,0.06615941320201,0,0.0601686294852193,0,0,0,0,0.0590043295361369,0,0,0,0,-0.039570862339496,0,0,0,0,0,0,0,0,0,0.0472270099910526
X601939.CH.EQUITY,0.455164064624146,0.133280288883094,0,0,0,0,0,0.244159764237587,0,0,0,0,0,0,0,0,0.0117358123290777,0,0,0,0,-0.139386149818478,0,0,0,0,0,0,0.160632604465796,0,0,0,0.118899553221684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117171109980007,0.156792407523983,0,0
X600036.CH.EQUITY,0,0.126244757689738,0,0,0,0,0.0746544390695575,0.0919746454995566,0,0,0,0,0.100503417514422,0,0,0.00405361950091821,0,0,0,0,0,0,0.0122659337706397,0,0,0.0923449615532519,0,0,0.0846095231238211,0.0033881975251185,0,0,0,0,0,0,0,0.0345004125060886,0,0,0,0,0,0,0,0,0,0,0,0.342732568519369,-0.223497093559993,0,0
X601288.CH.EQUITY,0,0,-8.67361737988404e-19,0,0,0,0,0.562197121263541,0,0,-0.0818946814820026,0.0380050527380386,0,0,0,0,0,0,0,0,0,0.0596595268329288,0.0757285365511576,0,0,0.105332963446501,0,0,0.112914769128514,0,0,0,0.0554369758994841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530276161048317,0,0,0.00566973027780738,0,0
X601628.CH.EQUITY,0.167198231548705,0,0,-0.0421580701913448,0,0,0,0,0,0,0,0,0,0,0,-0.146698102383068,0,0,0,0,0,0.0748777122505125,0,0,0,0,-0.0379620322320956,0,0,0,0,0,0,0.542709998895411,0.187207175131248,0,0,0,0,0,0.0165522308290906,0,0,0,0,0,0,0,0,0,0,-0.0659034000478317,0.142022160591074
X1299.HK.EQUITY,0,0,-0.0532492886707198,0.0366542790949479,0,0,0,0,0,0,0.149338638543378,-8.67361737988404e-19,0,0,0,0,0,0,0,0.165928819151365,0,0,0.21263892688981,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,1.73472347597681e-18,0,0.060600361140091,0,0,0,0.160549155890602,0.0342766681843161,0,0.149700559558949,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.138398912618375,0,0.0943795284667053,0,0.372659171752228,0,0,0,0,0,0,0,0.218471023226287,0,0,0,0.110938228862534,0,0,0,0,0,0.0172305653094977,0,0,0,0,0,0,0,0.120439368905317,0,0,0,0,0,0.0109126727904217,0,0,0,0,0,0.00593943892570386,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.124978772635028,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0882235194521226,0,0,0,0,0,0,0.238760748158952,0,0.1858627249648,0,0.140664438762787,0,0,0,0,0,0,0,0.054680638258183,0,0,0,0,0,-0.0670453811546322,0.196619293906162,0.0532249769954927,0,0.270690482823652,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0644168674403188,0.123450608437528,0,0,0.0894450005616537,0,0,0,0,0,0,0,0,0,0,0.172175797162563,0.0198604420438017,0.428269663913129,0,0,0,0,0.0495067881604272,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0354790628121458
X388.HK.EQUITY,0,0,0,-0.0703999658597466,0,0,0.229510005622827,0,0,0,0,0,0,0,-0.0137815703405624,0,0,0,0,-0.107600521829524,0,0.495907988153691,0.00855210681061228,0,0,0,0,0.0265251732530013,0,0,0,0,0,0,0,0,0,0,0.135153638776957,0,0.0789812615389077,-0.0796074675348642,0,0.143381575538324,0,-0.366360652064372,0,0.00810434795307642,0,0,0.172353823419711,0,0
X601658.CH.Equity,0,0,0,0,0.183573632631613,0,-0.068674870092521,0.2393018985342,0,0.275314845678465,0,0,0.0839987448088144,0,0,0.0319428286764714,0.479577830958058,0,0,0,0,0.317206693253859,0,0,0,0,0,0,0,0,0,-0.319706047481688,-0.0184722389669176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.352060391340141,0,0,0
