,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0753247560816523,0,0.658627347681065,0,0,0,0,-0.0220782949860643,0,0,0,0,0,0,0.00149860536876428,0,0.117520197820424,0,-0.0010768930638874,0,0.0141818122365104,0.0220538542417913,0,0,0,0,0,0.051311054999461,-0.0168847691403613,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0237646147865937,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0156800982331073,0,0,0,0.182861245948314,0,0,0,0,0,0.334235737637089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187958128806862,0,0,0.0905867876461676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144207134719336
X601939.CH.EQUITY,0,0,0,0,0.26695190824133,0,0,0,0,0.0770228175155441,0.120830825858451,0,0,0.00819608399584733,-0.0120878994963937,0.199006294067676,0,0,0.240644229770968,0,0,0,0,0,0,0,0.0292411553445984,0,0,0,0,0,0,0,0,0,0,0,0.103509928217229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0186970576654148,0,0,0.252983369864324,0,0,0,0,0.165639747669315,0,0,0,0.23247096466368,0,0,0,0,0,0,0,0,0,0.0247749690517991,0,0,0,0.192822456642684,0,-3.46944695195361e-18,0,0,0,0,0,0.0862783056617275,0,0,0.104486263667103,0,0,0,0,0,0
X601288.CH.EQUITY,0.396345446806642,0.103655644840112,0,0,0,0,0,-0.0198432695153388,0,0,6.93889390390723e-18,0,0,0.058114228168442,0,0,0.0908610463534883,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.110626944882588,0,0,0,-0.0244892434767567,0,0,0,0,0,0,0,0,0.0265774714379484,0,0,0,0,0,0,0,0.283431530695556,-0.051716046451023,0,-0.0568778593963579
X600036.CH.EQUITY,0.0113750252049153,0.205203740409628,0,0,0,0,0,0,0,0,0,0,0,0.276444831324621,0,0,0,0,0.100034674942646,0,0,0,0,0,0.00780887779885845,0.24871757671167,0,0.0873975753656615,0,0.0733102979224221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.205068397404236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712170591451323,0,0,0,0,0,0,0,0,0,0,0,-0.0423116357558073,0,0,-0.144656036242869,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0333994057519195,0,0.0156796016880435,-0.0371785450832395,0.946944000825344,0,-0.0695854780507278,0,0
X1299.HK.EQUITY,0,0,-0.14079904789226,0,0,0,0,0,0,0.310245142134551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105506589402006,0,0.223682524544149,0.0376227278243592,0,0,0,0,0,0,0,0,0.0887050102400252,0.153929851106537,0,0,0,0.0158990123903238,0.102249351356753,0,0.0816197350942404,0,0,0.030524125440371,0,0,0,0,-0.0596706886693737
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.229907258063214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543426314018981,0,0,0.356205309928436,0.136992233685359,0,0,0,0,0,0,0.0677775762631546,0,0,0,0,0.167094872357743,0,0.341278537591419,0,0,0,0,-0.0660059259959181,0,0,0
X388.HK.EQUITY,0,0.0664729637458093,0,0.09637014136647,0,0,0,0.0386106355518293,0,0,0,0,0.0175057371101052,0,0,0,0,0,0,0,0.0505277931759455,0.0686734548441329,0,0,0,0,0,0,0,0,0.158045980116828,0,0,0,0,0,0.0885374849473604,0.14228774799018,0.185604020564344,0,-0.191543340806876,0,0,0,0,0,0.308423308661895,0,0,0,0,0,0.0263104411891507
