,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.332263069338037,0.339882771531791,0,0.0846741622358664,0,-0.0910404309984968,0,0,0.223329112528502,0,0,0,-0.0412066012693535,0,-0.0791408642965932,0,0,0,0,0,0,0,-0.00695697583646995,0,0,0.0110828717012448,-0.0238547957528287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,-0.076182451585104,0,-0.113600671220903,0,-0.0897910335578404
X601318.CH.EQUITY,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.168950708669336,0,0,0.222882515202621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276030593818201,0,-0.107293972726205,0,0,0,0,-0.232115599613731,0.391746021404312,0,0,0.195714982195695,0,0,0,0,0.117771096669165,-0.00574793164726843,0,-0.0212580067341768,0
X601939.CH.EQUITY,0.413557086427935,0,0,0.0934826579958159,0.101436467218146,0,0,0,0,0,0,0,0.132708165588902,0,0,0,0,0,-0.0360729425968584,0.123844283709933,0.00803633441596092,0,0.0423851775820569,0.0437985475152222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310921969840029,0,0,0,0,0,0,-0.165714484143246,0,0,0,0,0,0
X601288.CH.EQUITY,0.367747952893612,0,0.205139104473953,0,0.158492737575237,0.0730983462995404,0,0.0434047979760501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085360177003123,0,0,0,0,0,0,0.0299092914961318,0,0,0,0.0306847700195741,0.175492709070137,0,0,0,0.0444172709898075,-1.38777878078145e-17,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0748596318688565,0,0,0,0,0,0,-0.346210677097711,0,0.176284132597986,0,0,0,0,0,0,0.156472293363039,-0.158027562938253,0,0.0859694062492446,0,0,0.390901331017544,0,0,0,0,0,0,0,0,0,0,-0.0100430940284499,0,0,0,0.0526635453387249,0,0.159839131719085,0,0,0.058858846782338,0,0,0,0,0,0,-0.393858150041977,0
X601988.CH.EQUITY,0.0738727939700767,0,0.199715456038245,0.152292870998111,0,0,0,0.0912828372368372,0,0.128591618481764,0.261080735210848,0,0,-0.321061503523521,0,0,0,0,0,0.0269866999179138,0,0,0,0,0,0,0.0774381150432423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379159080515691,0,0,0,0.135359592173806,0,0,0,0,0.00817725133484571,0,0.0881083591965023
X600036.CH.EQUITY,0,0.33303661071745,0,0,0,0,0,0,0.0264536559433427,0,0,0.10300593233129,0.17221659165218,0,0.0570884346847952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156099920978681,0,-0.0382529999538769,0,0,0,0,0,0,0.154799353320071,0.0336291458050418,0,0,0,0,0.0788049863352498,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.00997564819070292,0,0,0,0,0.0920960344645014,0,0,0,0,0.0229158573929196,0,0,0,0,0,0.161981774134772,0,0,0,0,0,0,0,0,0,0,0,0,0.0491212360335435,0,0,0,0,0,0,0.0965212822806777,0,0.0682299653246956,0,0,0,0,0,0,0.176754576912033,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0321026170735568,0.211924513702774,0,0,0.0507143322949393,0,-0.0496960169357175,-0.0789243884467123,0,0,-1.73472347597681e-18,0.347155310103383,0.237146524495147,0,0.106638101026871,0,0,0,0.0542383138014583,0,0,0.136098333154877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533321662906715,0,0,-0.0799069098361636,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.217481303702223,0,0,0,0,0.0753002384675013,0.0693895871205765,0.0793555204472573,0,0,0,0,0.123420700797609,0,0.328901111086932,0,0,0,0,0,0,0,0,0,0,-0.0742510962291479,0.0190540020410727,0,0,0,0,0.412519391101054,0,0.20337490440545,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0
