,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.100892134139707,0.526083578945574,0,0,0,0,0,0,6.93889390390723e-18,0.131995660640148,0,0,0.144869853682959,0,0,0.0356323962412663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431480655896607,0,0,0,0,0,0,0,0,0,0,0,0.0421202569367044
X601318.CH.EQUITY,0,0,0,0,0,0,0.0344829993947468,0.0938741747346212,0.280970938727229,0,0,0,0,0,0,0.0599134672623824,0.336628043297426,0.0875234028689561,0,0,0.0656039249210184,0,0,0,0,0.0178785168089485,0,0,0,-0.0406450284648946,0,0,0,0,0,0,0,0,0,0.0617854918263075,0,0,0.00108031618495261,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.154581991416885,0,0,0.452916464130811,0.0555342633441066,0.064976752970996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163360391920595,0,0,0,0,0,0,0,0.150687279272001,0,-0.0352989121199308,0,0,0,0.0670142015343466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226532610760094,0,0.0164323364253999,0,0.0908271970092834
X601288.CH.EQUITY,0,0,0.274960412238944,0,0,0,0,0,6.7762635780344e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17612913616358,0,0,0.0516505834023466,0,0,0.00701924192657241,0,0,0,0,0,0,0,0,0,0.0131567232463685,0.275744309591183,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0556886398957288,0,0,0.189340783765513,0,0.255797701728674,0,0,0,0.265736308828294,0,0,0,0,0,0.110430709916129,0,0.0690902067817081,-0.255870318490333,0,0,0,0,0.182885802538254,0,0,-0.184357347146012,0,0,0,0,0,0.125519165500447,0,0,0,0,0,0,0,0,0,0,0,0,0.101876873755243,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.20483794702876,0,0,0.0919179979935173,0,0.208792652613394,0,0,0,0.188136455307866,0,0,0,0,0,0,0,0,0,0,0.217462762577815,0.0411843003249615,0,0,0,-0.0345609964743291,0,0,0,0,0,0,0,0,0,0,0,0,0.23867449853133,0,0,0,0,0,0,0.0277989044858842,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359620211843756,0,0.0377075211173163,0,0,0,0,0,0,0,0.742304018665936,-0.0142229975271786,0,0.0482217233316413,0,0,0.0968440214321008,0,0,0,0,0,0,0,0,0,0,0.09138412887466,0,0.0605644992982522,0,0,-0.00538978041081205,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.257961687278249,0,0,0,0,0,0,0,0,0.050946356596501,0,0,0,0,0.0858799451095988,0,0,0,0,0,0,0,0.0683962446073365,0,0.149279852038756,0,0.0135468110441801,0.287238496395978,0,0,0.101907983586704,0,0,0,0,0,0,-0.077059450167625,0,-0.0593682325592711,0,0.0533502458769067,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.153055070847903,0,0.0401676385521099,0,0,0,0,0,0,0,0,0,0,0,0,0.0652398825106742,0,0,0,0,0,0,0,0.147018422260439,0,0,0,0,0,0,0,0,0,0,0,0,0.37284160600143,0,0,0.126742756895931,0.0601732908221123,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.278455946378599,0,0.0517774723364703,0,0,0,0,0,0,0,0,0.293801134805692,0,0,0,0,0,0,0,0,0,0,0.345958146195218,0,0,0,0,0,0,0,0,0,0,0.0209727991727455,0,0,0,0,0,0.0274174933087917,0,0,0,0,0,0,0,0.0702657135774672,0,0,0,0
