,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.257850381585121,0,0.247920009847568,0,0,0,0,0,0,0,0,0.284039211739458,0,0,0,0.0555726652509007,0,0,0,0,-0.138452579500567,0,0,0,0,-0.0622326906203224,0,0,0,0,0,0,0,0,0,0.00611408443642911,0,0,0.0721024749219394,0,0,0,0,0,0,1.73472347597681e-18,0.0711738903012332,0,0,0,0,0
X601318.CH.EQUITY,0,0,-0.0560587413594644,0,0,0.0632172549383949,0,0,0.220609801983288,0,0,0,0.129842328114613,0,0,0,0,0.21002540932019,0,0,0,0,0,-0.01568784328745,0,0,-0.0964180692519086,0,0,0,-0.145330804182975,0,0,0,0,0.215669471624238,0,0,0,0.135490890786735,-0.239815280058416,0,0.285678475925791,0,0,0.244032593853601,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.610554682812407,0,0,0,0.0243272056174834,0,0,0,0,0,0.137119464551656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350964965996362,0.00598368894620225,0,0,0,0,0.0434908658199182,0,0,0.259052782351431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.3219744066032,0,0,0,0,0.405310886615243,0,0,0,0,0.0749141873939453,0,0,0,0,0,0.128923705439563,0.0450729038284924,0,-0.0701502714364544,0,0,0,0,0,-0.0147691135036124,-0.00604831188649566,0,0,0,0,0,0,0,0,-0.0832374950758478,0,0,0,0,0.169820089071075,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.194717495041058,0.0540002818992282,0.158173487922327,0,0.0891027553416381,0,-0.0713659131537466,0,0,0,0.027783247725087,0.165428721211674,0,0,0,0,0,0,0,0.486815142163215,0.0121793184794527,0,0,0,0,0,0,0,0,0.322985942572114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200701790051856,-0.00899017336443752,0,0,-0.0981820068726278,0
X601988.CH.EQUITY,0.163395051820276,0.14471719137395,0.230996470221665,0,0,0,0,0,0.110520767996126,0,1.38777878078145e-17,0.0748697641544839,0,-0.125596218394988,0,0,0,0,0,0,0.0322929827005457,0,0,0,0,0,0,0,0,0,0,0,0,0.15032616141262,0,0,0.141607955606587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.179895939770075,0,0,0.0257254682103755,0,0.088012555668398,0,0.393055076763879,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0697028300899677,0,0,0.077412048070989,0,0,0,0.0623249771305907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449638522708357,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0462563117876216,0,0,0,0,0,0.242720718652556,0,0,0,0.0929814064976659,0,0,0,0,0.330360756401507,0,0.180084429359649,-0.041130930477891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.267656765452428,0.143444994856035,0,0,0,0,0,0.116469050736655,0,0,0,0,0,0,0,0,0,0,0,0,-0.251762826672435,0.0602445281688428,0.0710314739676055,0,0,0.0127920554782781,0,0.033116912377475,0,0,0,0.148105811931954,0.108843545996397,0,0,0,-0.0608232601240836,0,0,0,0,0,0,0,0,0,0.0649292752026608,0,0,0,0,0,0.111795209165162
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.0620858209656796,-0.385735656629335,0,0,0,-0.07646198825408,0,0,0,0,0,0,0.770421537310672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.616634898291242,0.201876312099366,0,0,0.196221135875329,0,0,0.189067384519855,-0.0535933466911045,0,-0.0573429473335547,0,0,0.0148929644180941
X601166.CH.EQUITY,0,0,0,0,0,0,0.469058083412125,0.0235103643684247,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0478804114653375,0.0959219594470281,0,0,0,0.353640978119649,0,0,0,0,0,0,0,-0.000831230751017383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00645067158158311
X601328.CH.EQUITY,0,0,0.0848543903066552,0,0,0,0,0,0,0,0,0,0.54804732660392,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342324959864822,0,0,0,0,0,0,0.0548518660290305,0.141152745458666,0,0,0,0,0,0,0.0540304135407259,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.14271976040044,0.0565764193740361,0.0874689055689579,0,0,0,0,0.106968868751625,0,-0.00695414460208266,0.427530951049709,0,0,-0.0677042183601509,0,0,0,0,0,0,0,-0.025576697866103,0,0,0,0,3.46944695195361e-18,0,0,-0.0274017932703924,0,0,0,0,0,0,-0.0957790681135968,0,0,0,0,0.34796963846024,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0.0408265445291014,0,0.0548256557302363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951784028983753,0,0,0,0,0,0,0,0.496597076773109,0.0241346986400027,0,0,0,0,0,0,0.241759311273611,0,0,0,0,-0.155439966650031,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.038497258225818,0,0,0,0,0.28750797650915,0,-0.117116893136087,0,0,0,0.192922596131359,0,0,0,0,0,0.113541962671317,0,0,0,0,0,0.0342541871980847,0,0,0,0,0.248581767123915,0,0,0,0,0,0.286594578044179,-0.0538902558042589,-8.67361737988404e-19,0.0963810082796799,0,0,6.93889390390723e-18,0,0.107566912638509,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.181522963033815,0,0,0,0,0,-0.127622929196815,-0.075945816303224,0,0,0,0,0,0.0223919402596151,0,0,0,0,0.0358910563086246,0,0.391861311203371,0,0,0.00369921174680248,0,0,0,0,0.306965933477088,0,0,0,0,0,0,0,0,0,0,0.0311991623003943,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0770881636614926,0,0,0,0.0383055157456437,0.0964170495688463,0.00431959597066257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477889492242079,0,0,0.0646158409696904,0,0,0,0,0.0606132279533893,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046830255616614,0,0,0
X601601.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0,0,0.383820577219653,0,0.161795927831283,0,0,0,0.023380811796836,0,0.0430143473080909,0,0,0,0,0,0,0,0,0.107429180271375,0.0923000635355224,0,0,0,0,0,0,0,0.153363528967206,0,0,0,0.130110142967287,0.17768259769189,0,0.0658927498692658,0,0,0,0.0346594679995244,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336460758516332,0.187060494210846,-0.0753563384285452,0,0,0,0,0,0,0,0,0,0,0,0,0.0176440624029844,-0.154373071727861,0,0,0.163042041812505,-0.0539518387249858,0,-0.0890692312246549,0,0,0.213843064823094,0.406210968307887,0,0,0,0,0,0,0,0,0,0,0,0,0.0738357874300134
X600030.CH.EQUITY,0,0.00197333977519069,0,0,0,0,0.0104744986821391,0,0,0,0,0,0,0,0,0,0,0.00333219689874657,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0863746235009166,0,0,0,0.0283826986438044,0,0.103780199256443,0,0,0,0,0.0770404393121072,0.25294341895264,0,0,0
X11.HK.EQUITY,0,0,0,0,0.106075151855652,0,0,0.0983749578698697,-0.070815632036479,0,0,0,0,0,0,0,0.0522577496638035,0,0,0,0,-8.67361737988404e-19,-0.0391455728363116,0.55259018360098,0,0.0202432405067389,0,0,0,-0.0053452380615018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00758059843634524,0,0,0,0,0,0,-0.0447731868184863
X688.HK.EQUITY,0,0,0,0.102138242877629,0,-0.258768943335015,0,0,0.108044902246246,0,0,0,0,0.240965080877206,0,0.270659418760922,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.424038812571967,0.0528814163617769,0,0,0,0.00983258894660845,0,0,0,-0.176973913879976,0,0,0,0,0.134964681249255,0,0,0,0,0,0,0,0,0,0,-0.0935555223864793
X600016.CH.EQUITY,0,0.107424677247554,0,0,0,0.127732819872675,0,0,0,0.101896820766558,0,0.226762817608587,0,0.0699256587096818,0,0,0,0,0,0,0,0,0,0,0.0775554858073378,0,0,0,0,0.151425687249346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130740648662975,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.15933899561266,0,0,0,0,0,0,0,0.201105848394556,0,0,0,0,0.318539856239886,0,0,0,0,0,0,0,0,0,0,0.0418284213933747,0,0,0,0,0,0,0,0,0,0.147788969958317,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,-0.0198937234459206,0,0,0,-0.081893601009438,0,0,0,0,0.124814054744355,0,0,0,0,0,0,0,0,-0.0600580493118196,0.565636765364351,0,0,-0.0371955502707006,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0351008979212696,0.166626259030073,0,0,-0.13402608266827,0,0,0,0.194054735636069,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.126479542558177,0,0,0,0,0,0,0,0,0,0,0,0,0.0490087664097912,0.192073317320484,0,0.193138012012562,0,0,0,0.133243225003723,0,0,0,0.152382895082216,0,0,0,0,0.175325019742143,0,0,0,0,0,0.0157836750793943,0,0,0,0,0,0,0,0.0326174081782622,0,0.0214104895878958
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.239397816040299,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.198732594454566,-0.0737550526409707,0,0,0,0,0.592310721287074,0,0,0.20257646941106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218392570835077,0,0,0,0,0,0
