,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.182878012998263,0.239947335924895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430070787089451,0,0.0740957079236936,-0.416528379235861,0,0,0,0,0.685900467163889,0.133341242845691,0,-0.210520132977101,-0.0233480881164851,0,0.168810263754498,-0.0353066983586799,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.140124130057525,0,0.00795771652784499,0.00448824751704071,0,0,0,0,0.0485961447977009,0,0,0.168088512737049,0,0,0,0,0.0581072691151573,0,0,0,0,0,0.0636227931601769,0,0,0,0,0,0,0,0,0,0,0.575912705555721,0.0365685819555238,-0.0759017875356732,0,0,0,0,0,0,-0.0308534937931486,0,0,-0.0398050652965045
X601939.CH.EQUITY,0.2305230021053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12504343367873,0,0,0,0,0,0,0,0,0.0470427044082431,0,0,-0.00548514999994405,0,0.374470885812824,0,0,0,0,-0.0182104628290308,0,0.0732265439222388,0,0,0,0,0.0438382686237772,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.239238996315177,0,0,0,0,0,0,0.0897829429367519,0,0,0,0,0,0,0.131784037656972,0,0,-0.0284735531727838,0,0,0,0,0.114818938631304,0,0,0,0,0,-0.0714625238449678,0,0,0,0,0,0.251862738184765,0,0,0,0.174691253238469,0,0,0,0,0.0824956387495272,-0.00254241754237042,0,-0.0189582641871934
X5.HK.EQUITY,-0.119864573315085,-0.15775179617111,0,0.133112652905213,0,0,0,0,0,0,0,0,0,0,0.249109568596627,0,0.251080103811065,0,0,0,0,0.0844469312191823,0,0,0.358104375885337,-0.0694510081278729,0,0,-0.0976503531783359,0,0,0,0,-0.223502223922129,0,0,0,0,0,0,0.253946313472712,-0.128600303990974,0,0,0,-0.0172227171912977,0,0,-0.0707336206268007,0,-0.0375445092629727,0
X601988.CH.EQUITY,0.238712805650816,0,0,0.572947489101363,0,0,0,0,0,0,0.119112558192363,0,0.141800539455398,0,-0.0657244118992938,0,0.0831721761182573,0,0.00917193150275043,0,0.0177485415139332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374113603743784
X600036.CH.EQUITY,0,0.696078857971233,0.0392897400560259,0,0,0,0,0,-0.188036440929947,0,0,0,-0.016410889908985,0,0,0,0,0,0.15275845003262,0,0,0,0,0,0,0.0417136429241093,0,0,0.0327192720274573,0,0,0,0,0,0,0,0,0,0,0,0.264897954298962,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296658280922617,-0.0971911418241342,0.0243710757395945,0.145031646031918,0,0,0.14147305587858,0,0,0.235121500214479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0621364354650363
X601628.CH.EQUITY,0,0.129930268660052,0,0.129692663757728,0,0,0,0,0,0,0.0369591375736945,0,0,0.251290314400626,0,0,0,0.0364600740631451,0,0,0,0,0.111485285146717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195663368861255,0,0.0186079467196133,0,0,0,0,0,0,0,0,0,-0.00702496315949562,0,0
X601328.CH.EQUITY,0,0.0856862992979913,0.099428892976004,0.366826589508841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00886485402953106,0.0450404684928042,0,0,0.0858634950326597,0,0,0,0.134522860925227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235039664984976,0,0,0,0,0,0,0,-0.0230750666625135,-0.187629217294275
