,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.204640285693399,0,0.0311796903665796,0,0,0.400771389321077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254508022490604,0,0.0349119398750853,0,0,0,0,0,0,0.0807120890178817,0,0.0501420513802506,0,0,0,0,0,0,0.0116204291731856,0,0,0,-0.0925000456086897,0,0,0,0
X601318.CH.EQUITY,0,0,0.261010566882839,0,0,0,0,0,0.0845947816515773,0,0.0932961049089915,0,0,0,0.19258980818419,0,0,0,0,0,0,0.0586266566508465,0,0,0,0,0,0.168320605731807,0,0,0,0,0,0.0537741830861022,0.0146080502919402,0,0,0,0,0.00669644758618693,0,0,0,0,0.0608052341885609,0,0.036654422008801,0,0,0,0,0,0
X601939.CH.EQUITY,0.285594977504763,0.215395752097126,0,0,4.33680868994202e-19,0,0,0.496467969420041,0.081318979966513,0,0,0,0,0,0,0,0.0298858306180879,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208912335072627,0,0,0,0,0.0563901125133987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183534226178474,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.176647544682849,0,0,0.0688972337674676,-0.139230460063939,0.0458619787649542,-0.100385096308028,0.141003007580205,0,0,0.187870416353128,0,0,0,0.169985565618491,0,0,0,0,0,0.385875673048306,0,0.00140244193490954,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467490844270972,0,0,0,0,0,0,0,0,0,-0.027792131559103,0,0.0154802619136098
X601288.CH.EQUITY,0,0,0.0826916305127116,0,0,0,2.16840434497101e-19,0.452438311429493,0,-0.0519231850787943,0,0.0658648466666198,0,0,0,0,0,0,0,0.0532389596745523,0,0,0.130789661299495,0,0,0,0.0523185610486913,0.107306406067335,0,0,0,0,0,0,0,0.00725260994105433,0,0,0,0,0,0,0,0,0,0,0.0316090590979805,0,0,0.0446022369503807,0,0,0
X1299.HK.EQUITY,0,0,-0.0495924404959575,0,-0.0097915664255824,0,0,-0.0589662715277137,0,0.234555597477916,0,-0.0425764316519529,0,0,0,0,0,0,0,0,0,0,0.182481194516349,0,0,0,0,0,0,0,0.0320366355888947,0,0,0,0,0.141512406277696,0,0.0381935531243558,0,0.188889720101347,0,0,0,0.184453318702108,0,0,0,0,0.208775266597361,0,-0.0903352597208613,0,0
X601628.CH.EQUITY,0.081946227439143,0,0,0,0,0,0,0,0,0,0,0,-0.00553765497046334,0,0,-0.19235311748968,0,0,0.260304879541308,0,0,0,0,-0.110993192521886,0,0,0,0,0,0,0,0,0,0,0,0,0.568807793070775,0.0446599008950664,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.00472213948774921,-0.049410274939182,0
X601988.CH.EQUITY,0,0,0.0708912424615841,0,0.451736713276883,0,0,0,-0.0894176134649568,0,0,0,0,0,0,0,0.27755618056281,0,0,0,0,0,0,0.0477561635108496,0,0,0.0767047893554425,0,0,0,0,0,0,0,0.00274488133001968,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0664722127523451,0,0,0,0,0,0,-0.0137057876072651,0.157844801220553,0,0,0,0,0,0,0,0,0,0,0,0.11672360110308,0,0.052745693833878,0,0,0,0,0,0,0,0,0,0,0.161857803534643,0,0.0297527586997821,0,0,0.358659171291639,0,0,0.0918605024935813,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.218791814526932,0,0.283864259882379,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0862634973502844,0,-0.114983341640096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0745950029968497,0,0,0.0544955456882762,0,0,0,0.247059577987377,0,0,0.110674829920928,0,0,0,0,0.153373450481655,0,-0.150928405214646
