,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.313282831406875,0.240920813383244,0,0.168395940476427,0,-0.121977236252744,0,0,0.0713648127047224,0,0,0,0,0,0,0.0262625477867229,-0.155838534098716,0,0,0.130610641828422,0,0,0,0.0473660308462111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00901708208702278,0,-0.0155266216503715,0,-0.0834250582657498,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.185836936020554,0,0,0,0.29338061733701,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0674342427333655,0,0,0,0,0,0,0,-0.249496321681554,0.274039088813655,0,0.190008943309349,0,-0.00144959280125076,0,0,0,0.063519400982738,0,0,0,0
X601939.CH.EQUITY,0.425899470264259,0,0,0.0869053642086514,0.107528533746014,0,0,0,0,0,0,0,0.141609179760633,0,0,0,0,0,0,0.0137108582885583,0.128147808344379,0.0122981755000473,0,0.0302694293050181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321648445078404,0,0,0,0,0,0,-0.170912499029986,0,0,0,0,0,0
X601288.CH.EQUITY,0.389932552280691,0.0383107950590316,0.114819177867358,0,0.0436399199496545,0,0,0,0,0,0,0,0,0,0,0,0.0298372262231701,0,0,0,0.0164251351882696,0,0,0,0,0,0,0,0,0,0,0,0.0978938569596894,0,0,-0.0541243243020712,0,0.115946626539738,0.0883079922151139,0,0,0.231087971301185,0,0,0,0,0,0,0.0659052734228432,0,0,-0.0368981711069857
X5.HK.EQUITY,0,-0.251530559795043,0,0.0168327516681038,0,0,0,0,-0.315430976709802,0,0.283126333547729,0,0,0,0.0263723453251397,0,0,0.0734066565609704,0,0.0257511130250173,0,0,-0.0610211264586704,0.60466036038515,0,0,0,-0.00784241427319236,0,0,0,0,0,0,0,0,0,0,0.032447157591574,0,0.0675806760411606,0,0,0,0,0,0,0,0,0,-0.339208350195434,0
X601988.CH.EQUITY,0,0,0.156179775532843,0.249267796475598,0,0,0,0.0607295511336856,0,0.152353828824453,0.155362638959975,0,0,0,-0.293155909928228,0,0,0,0,0,0,0.157316420010422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933093450477584,0,0,0,0,0.0661875640323168,0,0.0868541665726471
X600036.CH.EQUITY,0,0.350677792074596,0,0,0,0,0,-0.0267611155084241,0,0,0,0,0.185810109771384,0,0,0,0,0,0.0607074223860386,0,0.0224373349089139,0,0,0.267697827892951,0,0,0,-0.0051649070454763,0,-0.00111750625071848,0.218936942885084,0,0,0,0,0,0,0,0,0,0.0623681688047444,0,0,0,0,0,0.0191560477376094,0,0,0,0,0
X601628.CH.EQUITY,0,0.129863655558062,0,0.250771130373316,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.314260900249,0,0,0,0,0,0.0679292855760342,4.33680868994202e-19,0,0,0,0,0,0,0.10372163013149,0,0,0,0,0.00294008743889747,0,0,0,0,0,0,0,0.127443257321012,0,0,-1.73472347597681e-18,0,0,0,0,0,0.018198755284773,0,0.234734626282958
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357716144477621,0,0,0,0,0,0.170086514904797,0,0.136674316196964,0,0.169185098433216,0,0,0,0,0.018238377118067,0.388882951857198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525153571884286,0,0,0,0,0,-0.0043871917548521
X601166.CH.EQUITY,0,0,0.0970406400750689,0,0,0.0571927561198059,0,0,0,0,0,0,0,0,0,0.24227930912957,0,0,0,0,0,0,0,0,0,0,0,0.0182915990411447,0,0,0.409670997394775,0,0.231283175908403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082238613527145
