,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.39248074682904,0.0770292885707412,0,0,0,0,0,0.0454220289889559,0.173276922606797,0,0,0.155717719395425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827253734968925,0,0,0,0,0,0,0.00498686199569699,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.10205704016725,0.276404900783637,0,0,0,0,0,0,8.67361737988404e-19,0,0.333943584899782,0.0887338639383231,0,0.0795387155511229,0,0,0,0.0632030771340519,0,0,0,0,-0.035360546808835,0,0,0,0,0,0,0.0206449342964838,0,0,0.0499411941366387,0,0.000427957758132997,0,0,0,0,0,0.000936048617028537,0,0,0,0
X601939.CH.EQUITY,0.135364911512351,0,0,0.492122911693558,0.0899989572858284,0.0752638457870326,0,0,0,0.0667690373225947,0,0,0,0,0,0,0,-0.0335400596392031,0,0,0,0,0,0,0,0,0,0.198352465331839,0,-0.0106597352883944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456547292114998
X601288.CH.EQUITY,0,0,0.212348809359443,0,0,0,0,0,0.011956443796821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273398231062616,0,0.195423851281321,0,0,0,0.047606744289751,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0983502029784617,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0307311342659402,0,0,0.197206746033273,0,0.223574171038032,0,0,0,0,0.165078425053027,0,0,0,0,0,0.171248698564435,0,-0.238182701863882,0,0,0,0.0463532008955048,0,0,0,-0.0874711269798718,0,0,0,0,0,0.183411426203263,0,0,0,0,0.152293175954707,0,0,0,0,0,0,0,0,0.146121916606484,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.263388591082961,0,0,0,0.104230025170139,0,0,0,0,0,0,0.00605115879612526,0.100710825108087,0,0,0,0,0,0,0,0,0.085106985354564,0,0,0,-0.188569296773771,0,0.0801655859125055,0,0,0,0,0,0,0,0,0,0.0927154094801633,0,0,0,0,0,0,0,0.152057579242478,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0143124599367606,0,0.132696984712962,0,-0.117183220457435,-0.0804824213257133,-0.0140838012684654,0.0535480315587513,0,-0.0160192610201833,0,0,0,0,0,-0.0239206455403104,0.667657676480747,0,-4.33680868994202e-19,0,0,0.0897483809861368,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.20670048008334,0,0.063494038572892,0,0,0,0.0500581869724797,0,0,0.0362324549069747
X1299.HK.EQUITY,0,0,0,0,0.274201587037573,0,0,0,0,0,0,0,0,0.0498249235976156,0,0,0.0874544453310993,0,0,0,0,0,0,0,0,0,0.0745795304612365,0,0.229166708743644,0,0.000354592647434798,0.260144797509173,0,0,0.011159199336266,0,0,0,0,0,0,0,0,0,-0.0723015592091353,0.0191168013110625,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.167841398564985,0,0.016523495968905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110778546515402,0,0,0,0,0,0,0,0.139652987924894,0,0,0,0,0,0,0,0,0,0,0,0.394344449397695,0,0,0.17338866272852,0,0.021053896497065,0,0.0394735297624006,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.391959416530037,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.400688239930592,0,0,0,0,0,0,0,0.00893456163866842,0.0570927268723101,0.0849129279719267,0,0,0,0,0,0,0,-0.0114733626763367,0,0,0.0256043493918565,0,0,0,0,0,0.103998308876125,0,-0.0139817192116304,0.22725283438483,0,0,0,0,0,0.0693223609370212,0,0,0
X601166.CH.EQUITY,0.0373453755363038,0,0.16427653166782,0,0,0,0,0,0,0.264904832103021,0,-0.0219070955891368,0.295248502307887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112076703264174,0.0486547934429557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385528416230504,0,0
X601319.CH.EQUITY,0,0,0,0.188733531977886,0,0,0.150667531726143,-0.458986276846127,0,0,0,0,0.0627554715863556,0,0,0,0,0,0,0,0,0,0,0.418409992411744,0,0,0.263694606750496,0.0540246644134672,0,0,0.0886402964784811,0,0,4.33680868994202e-19,0.0294064700709059,0.189665184012311,0.27249428165522,0,0,0,0,0,-0.541301103540169,0,0,0,0,0,0,0,0,0.249308810573443
X600000.CH.EQUITY,0,0,0.0780098353655938,0,0.0403480683073888,0,0.0767577679288927,0,0,0.103111840279851,0.623201145730684,0,0,0,0,0,-1.38777878078145e-17,0,1.73472347597681e-18,0,0.193346985648099,0,0,0,0,0,0,0,0.0540621365039736,0,0,0,0,-0.190493416489025,0,0,0,0,-0.0113734783261502,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.201230419443564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087711226871035,0,0,0,0,0.0272499745002229,0.194860093997275,0,0,0,0.601493290456681,0,0,0,0,0,0,0,0.127729158456866,0,0,0,0,0,0.139904782779727,0,0.106454134129236,0,0,0,0,0,0
