,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.147202452236544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107199450496186,0.321432647902557,0.416753927969858,0.21612137603843,-0.231411064580843,0,0,-0.0502199433694717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444944052995576,0
X601318.CH.EQUITY,0,0,0,0,0,0.243924417818702,0,0,0,-0.0712303413776172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131528858548344,0.188361033614055,0.0252248834723048,0,0,0,0.198649809371384,0,0.116050776022954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377373632020502
X601939.CH.EQUITY,0,0,0,0.799788452132289,0,0,0,0,0,0,0.0010010169052175,0,-0.039412210906801,0,0,0,0.0419155393378542,0.121118606725377,0.0503467629749673,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0361498589193752,0,0,0,0,0,0,0,0,0.0453828585282378,0,0,0,0,0,0,0,0,0.00491506702551736,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.961751663348994,0,-0.0497115478341935,0,0,0,0,0,0,0,0,0,0.00656337745702339,0.0427666853878846,0,0,0,0,0,0,0,0,0,0,0,0,0.0299369538474224,0,0,0,0,0,0,0,0,0,0,0.0366888846195518,0,0,-0.0987810512028774,0,0,0.0241530511796999,-0.00415538755608055,0,0,0,-0.0945138401234796,-0.0453387852221639,0
X601628.CH.EQUITY,0.00518634988976893,0,0,0,0,0,0,0,0,0.311582988081806,0,0.145356435070483,0,0,0,0,0,0,0,0.446480721360317,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0621745151071128,0,0,0,0,0,0,0,0.000415893847010291,0.275024883951575,0,0,0,0,0,0.0508457170396069
X600036.CH.EQUITY,0,0,0.241583414855087,0.144748564419108,0,0,0,0,0.0966765941182738,-0.0201393149572131,0,0,0,0,0,0,0.121713582068542,0.0746236854477118,0,0,0,0,0,0,0,0.0949153947113989,0,0,0,0,0.107154970877655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122715996299455,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.131429945802685,0.0759983536667102,0,0.0529024424117295,0,0,0,-0.0146359260444041,0,0,0,0,0,0,0,0,-0.0273525610542975,0,-0.0147440775035571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111569005632499,0,0,0,0,0,0,1.05412230172786,0,0.0235950031858865,0
X1299.HK.EQUITY,0,0,0,0,0.070165884242745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350317937815265,0,0,0,0,0,0,0,0,0.254034691358851,0,0.0916694757115254,0,0,0,0,0,0,0,0.0470440074917853,0,0,0,0,0.084863419929323,0,0,0,0,0,0.0765705358973867
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151655631005947,0,-4.33680868994202e-19,0,0,0,0,0,-0.0555096843298285,0.50516330984008,0.163857955891185,0,0,0,0,0,0,0,0,-0.0982816667615556,0,0.10883719897952,0,0,0,0.0310263385872892,0.0656917566942726,0,-0.141664230278495,0,0.0558009997485523,0,0.127399508577138,0,0
X388.HK.EQUITY,0,0,-0.167008267665969,0,0.157020436743117,0,0,0.127598992088051,0,0,0,0,0,0,0,0.0242545309349622,-6.93889390390723e-18,0,0,0,0,0,0.429411957197028,0,0,0,0.208406993566113,-0.0184727895596039,0,0,0,0.0457961252330463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205405225378588,0,0,0,0.252101923156545
X601658.CH.Equity,0,0.170939754348702,0.253396037402907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060158891707399,0,-0.118217274418467,0,-0.0504693013142377,0,0,0,0,0,0,0.076484456072238,0,0,0,0,0,0,0,0,0,-0.119218765404697,0,0.755625619397596,0,0,0,-0.249333342244945,0,0,0,0,0,0,0
