,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.387059753350819,0.0433036601380683,0.0677140808215807,0,0,0,0,0,0,0.208751888683269,0,0,0,0,0,0,0,0,0,0,0.0475705893299828,0.0584289269737279,0,0,-0.0198378414745927,0,0,0,0,0.00476768862640898,0,0,0,0,0,0,0,-0.00823198694045423,0,0,0,0,0,0.0256603269933756,0,0,0,0,0.033136505182546,0.0578072124630417,-0.0796951173694349,0
X601939.CH.EQUITY,0.456333203214923,0,0,0,0,0,0,0,-0.0176711375654442,0,0.210721757827645,0,0,0.0346670189728387,-0.0151409926490201,0,0,0,0,0,0,0,0.146034464261977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716597211445772,0,-0.0494343156720963,0,0
X601318.CH.EQUITY,0,0,0,0,0.252355845920673,0,0,0,0,0,0,0.115781984042893,0,0,0,0,0,0,0,0,0,0.160068961956668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519153850815075,0,0,0,0.0608567480018397,0,0,0.181117288937941,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.404251583189807,1.38777878078145e-17,0,0,0.257049530795317,0,0,0,0,0,0,0,0,0.0657376249908644,0,0,0,0.0775550342201443,0.0627295148189485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220792703451452,0,0.0613502740451575,0,0,0,0.0290813988971212,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.372756447782113,0,0,0,0,0,0.249554443201755,0,0,0,0,0,0.118094476277807,0.127640940230516,0,0.0477135340322793,0,0,0,0,0,0,0,0.0925050660960762,0,0,0,0,0,0,0,0,-0.514165274684777,0,0,0,0,0,0,0,0,0,0,0.062888131078865,0,0,0,0,0,0.291878578463659
X600036.CH.EQUITY,0,0.0187279654888383,0.0340799099243571,0,0,0,0,0,0,0,0,0.098667339656721,0,0,0,0,0.00894824365292759,0.0577436824017077,0,0,0,0.270302977409622,0,0,0,0,0,0,0,0,0,0.230525583508827,0,0,0,0,0,0,0,0,0.147228215553366,0,0,0,0.0787322198718722,0,0,0.104005649496614,4.33680868994202e-19,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0382648918168564,0,0,0.232395216360548,0,0,0,0,0,0,0.457957942494807,0,0,0,0,0.11233724494811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.109655851936372,0,0,0.0428096999977603,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0815714858107077,0,-0.30733755862431,0,0,0,0,0,0.132938113995166,0,-0.387330485135591,0.657312738817967,-0.140855174302478,0.755059121076265,0,0,3.46944695195361e-18,0,0,0,-0.107869883579752,0,0.235613034703127,0,-0.072082603864278,0,0,0,0,0,0,-0.00116651945301584,0,0.160917793312386,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.105477322077213,0,0,0,0,0,0,0,0.00241127423340141,0.381940466647393,0,0,0,0.0343515150371051,0,0,0,0,0,0.0014306858257762,0,0.0514637975403684,0,0,0,0.0853121735693166,0,0,0.21449376014553,0,0,0,0,0,0,0,0,0,0.166834826611649,0,0.0374369321993633
X601658.CH.Equity,0,0,0,0,0.128085847268809,0,0,0,0,0,0,0,0,0.160374333492331,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.187317730326761,0,0.0894753067272526,0,0,0,0,0,0,0,0.15798273454988,0,0,0,0,0,0,0,0,0,0,0,0.410699847196844,0,0,0.0920490403411599,0
X601328.CH.EQUITY,0.182443510038043,0,0,0.458376742359656,0,0,0,0,0,0,0,0,0.0193252169793234,0,0.0392176522837758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159723605704727,0,0,0,-2.16840434497101e-19,0.100629624757973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655455533050573,0,0,0
