,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.391733744123163,0.068257673602084,0.106023804425097,0,0,0,0,0,0,0.218043577614955,0,0,0,0,0,0,0,0,0,0,0,-0.000787004810199055,-0.0265378478497293,0,0.0199394694388062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642893043807986,0,0,0,0.114167671192896,-0.0552605681240108,0
X601939.CH.EQUITY,0.437070603748207,0,0,0.134191235995569,0,0,-0.167893444104167,0,-0.0135382985438265,0,0,0,0,0.23168229632466,-0.0509639473850209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257695260903581,0,-0.0800635732819247,0,0
X601318.CH.EQUITY,0,0,0,0,0.215558522192822,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0306499683367965,0,0,1.38777878078145e-17,0,0,0,0.185192199338877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258381118738053,0,0,0,0,0,0.221481482649538,0,0,0,0,0,0,0.104651704409532,0,0,0
X601288.CH.EQUITY,0.335065147595892,0,0,0,0.260402702950936,0,0,0,0,0,0.0231070417719764,0,0,0.112571373215096,0,0,0,0,-8.67361737988404e-19,0.100630936299059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120892502840175,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-1.73472347597681e-18,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.498283866784604,0,0,0,0,0,0.301839018046182,0,0,0,0,0,0.00250760975547845,0,0.0222342571793769,0,0,0,0,0,0,0,0,0.103956432696125,0,0,0,0,0,0,0,0,0,0,-0.386405717733875,0,0,0,0,0,0,0.213381644730721,0,0,0,0,0,0,0,0.476065890709122
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.314144897767244,0,0,0,0,0,0.0789596038623143,0,0,0,0,0,0.00868123068557518,0,0,0,0,0,0.174834503741006,0.0471673178729792,0,0.0759370147223367,0,0,0,0,0,0,0,0,0.172068141137178,0,0,0,0,0.0988142320013821,0.0263198379546231,0,0,-0.00230794729667438,0,0
X1299.HK.EQUITY,0.077776451790993,0,0,0,0,0,0,0,0.13603941773473,0,0,-3.46944695195361e-18,-1.73472347597681e-18,0.0977216336803177,0,0,0,0,0,0,0,0,0.00816833174230708,0,0,0,0,0,0.226913051321462,0,0,0,0,0,0,0.175056659143108,0,0,0,0,0,0,0.0667918795394927,0.00223376577987407,0,0,0.107230777477927,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415096775753096,0,0,0,0,0,0,0,0,0.13639031855257,0,0,0,0.515166720862635,0,0,0,0,0,0,0,0,0,0,0.211219987373244,0,0,0,0,0,0,0,0,0.0490744585283691,0,0,0,0,0
X601628.CH.EQUITY,0.037430320847936,0,0.0651959386876486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202593356545806,0,0,0,0.194760165670872,0,0,0,0,0,0,0.0900226432853661,0,0,0,0,0,0,0,0,0,0,0,0,0.0826762555562817,0.0415362247338546,0,0,0,0,0.0397865253083699,0,0,0.0918916298750759,0,0.0107513467135722
X601658.CH.Equity,0,0,0,0,0.213818179891052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288613355073523,0,0,0,0,0,0.0361873558018506,0,0.376009740202699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270372446975587,0,0,0,0
