,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.137603319824891,0,0,0,0,0,0,0,0,0,0,-0.09771743362399,0.434734711734281,0,0.68827965610705,0,0.0393170573938005,0,-0.127708564922965,0,0,-0.0822696741367805,0,0.10375276669579,0,0,0,0,-0.135508672208971,0,-0.339564190910438,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.131378709435497,0,0,0,0,0,0,0,0,0,0,0.0387947864369989,0,0,0.326021270007376,0,0,0,0,0,0,0,0,0,0.121119340337276,0,0,0,0,0,0,0.200686633837303,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206721164994845,0,0.141539742881255
X601939.CH.EQUITY,0,0,0,0.803162763933771,0.00226889417320863,0.00150982429634297,0.015493325259407,0,0,0,0,0,0.0107598934927962,0,0,0,0,0,0.0520827639631354,0,0,0,0,0,0,0,0,0,0,0,0,0.0897094901127223,0.0418552600101634,0,0,0,0,0,0,0,0,0,0,0,0.0320717296680646,0,0,0.0379125164575369,0,0,0,0,0.014501518070518
X601288.CH.EQUITY,0,0,0.920374587671836,0,0,0,-0.0678106856760133,0,0,0,0,0,0,0,0,0,0,0.116128572250067,0,0,0,0,0,0,0,-0.0148036504457437,0.0589131023781119,0,0,0,0,0,0,0,0,0,0,-0.103997169204994,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0483981519328239,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.152630193474182,0,0,0,0,0,0.966846700029834,0,0,0,0,-0.0103836515633097,0,-0.148568454532642,-0.0439332017192256,0,0,0.277194377032323,0,0,0,0,0,3.46944695195361e-18,0,0,-0.162166366991497,0,0,-0.151215434660223,0,0,0,0,0,0.057659145571041,0,0.0659159556923903,0,0,0,0,0,0,0,0.0302491070889604,0.223995485271937
X600036.CH.EQUITY,0,0,0.386078427224037,0,0,0,0,0,0.0082261201089847,-4.33680868994202e-19,0,0,0,0,0,0.132671563745757,0,0,0,0,0,0,0,0,0,0,0.189960623629776,0,0.016567351020479,0,0,0,0.175114154547875,0,0,0,0,0,0,0,0,0,0,0.0212515950572428,0,0,0,0,0,0.0102660442370822,0.00744002066591801,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.708645418334888,0,0,0,0,0.102298089726369,0,0,0,0,0,0.111117358782872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650386798638162,0,0,0,0,0,0.0898391344445721,0,0.158529973366047
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.109472164632579,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.248687716412065,0,0,0.220994900722677,0,0.13865262540555,0,0.332217005693183,0,0,0.0198730221067635,0,0,0,0,0,0,0,0,0,0,0,0.357783192110156,0,0,0,0.124409791334099,0.0799824063369862,-0.0585431462950514,0.106717049458108
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0247426592975632,0,0,0,0,0.402811611885462,0,0,0,0,0,0,0,0,0,0.461953897135406,0,0.0890221582000996,0,0.0172086710146704,0.311223811989745,0,0.0172421537679791,0,0,0,0,0,0,-0.378453122379537,0,0,0.139956152487691,0,0,-0.0592442111481684,-0.103748488460152,0,0,0,0,0.174954637377767,0,-0.098347039855801
X388.HK.EQUITY,0,0,0,0,0,0,0.24993962985869,0,0,0,0,0,0,0,0,0,0,0,-0.235426223600666,0,0,0,0,0,0,0.390717323603444,0,0,0,0.0633791485434044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221953910773169,0.0367034106917516,0,0.0837248025718398,0,-0.220981680422203,-0.0714003010813295,0,0.0280445143177824
X601658.CH.Equity,0,0,0.0870993505191733,0.130399331551725,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.312589847237332,0,0.0154788614001138,0,0,0,0,0,0,0,0,0,0,0.0124921242872089,0,0,0,0,0,0,0,0,0,0,0,0.201315177246418,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.159298397037908,0,0,0.0140693227265037,0,0,0,0.0296388339682867,0,0,0.0764799692538998,0,0,0,0,0,0,0,0,0,0,0,0.107897296790188,0,0,0,0,0.661627353191223,0,0,0,0,0,-0.0298934608196745,0,0,0,0.0128859209338985,0.0118466185998912,-0.0210914143198526,0.00472045272645279,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.549464575060779,0,0,0,0,0.00139428109104661,0.0737510881386214,0,0,0,0.0513774049314295,0.0885769217771722,0,0,0.0157860038030768,0,0,0,0.0412476958537282,0.0351267056928809,0,0.0980136898209752,0,0,0,0,0,0.0611783916976862,0.0296360769956992,0,0,0,0,0,0,0,0,0,0,0,-0.0299555215060475,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.212817862809837,0.0105617305832392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327555832051689,0,0,0,0.00467885397169905,0,0,0,0,0,0,0,0,0,0,0.0259382362108179,0,0,0,0,0,0.248324547523354,0,0,0.0473575411067304,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.200182229392415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112244732110337,0,0,0,0.0296306047343838,0,0,-0.0108403205372793,0,0,0.0700877381324347,0,0.0593012826215782,0.0672805731968133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149799018789567,0,0,0,0,0,-0.0408634972535762
