,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.241187400483058,0,0,0.318913062146799,0,0,0,0,0,0.244481562413757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107317453684678,-0.189700772038205,0,0,0,0,0.0434245019224338,0,0,0,0,0.0179269275659928,0,0,-0.165372616166075,0,-0.0208745886685562,-0.0360259677906611,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.149144382869287,0,0.00812846156529257,0,0.00469102616548439,0,0,0.172294283787862,0,0.0474699880790019,0,0,0,0,0,0,0,0.0583978035573061,0,0,0,0,0.0629254836625457,0,0,0,0,0,0,0,0,0,0,0.554006576503656,0,0,0.0352844885985496,-0.0758638550602329,0,0,0,-0.0300757999974247,0,0,0,-0.0385076827419521
X601939.CH.EQUITY,0.197879086095262,0,0,0,0,0,0,0,0,0.0286061950910121,0,0,0,0,0,0,0,0,0,0.0719875481944616,0,0,0,0,0.020783669970683,0,0,0,0,0,0,0,0,0,0.0414824140877101,0.353574122377307,0,0,0,0,0.0319770206205102,0,0,0,0.0747598758339736,0,0,0,8.67361737988404e-19,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.249996316039931,0,0,0,0,0.00938924558330852,0,0.0378550079508554,0,0,0,0,0,0,0,0.0766772521684423,0,0,0,0,0.211480128827552,0,0,0,0,0,0,0,-0.0473967144146726,0,0,0,0.0790946537433277,0,0.312479865545168,0,0.0669063438312815,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.0605823222500004,-0.112964218460256,0,0,0,0,0,0,0,0.0579241239653858,0,0,0,0,0,0.26485233103747,0,0.340995886596436,0,0.162595418342707,0,0,0,0,0.325694888295496,0,-0.0653608913987107,0,-0.192047746505658,0,0,0,0,-0.152291080159815,0,0,0,0,0,0,0.0669748818910138,0,0.27284098153233,-0.147155902370151,0,0,0,-0.167973910325911,0,6.93889390390723e-18,-0.0273047399902733,0
X601988.CH.EQUITY,0.178272813382768,0,0,0.408046275096439,0,0,0,0,0,0.111656922698593,0,0,0.15749076173972,0,0,0,0,0,0.0305708823227771,0,0,0,0,0,0,0,0,0.015397630747902,0.0213233564904953,0,0,0,0,0,0,0.126348333925431,0,0,0,0,0,0,0,0,0,0,0,-0.0065301944778007,0,0,0,0.137631727911311
X600036.CH.EQUITY,0,0.660668516220879,0.029111623602385,0,0,0,0,0,-0.0360727887018384,0,0,0,-0.132732912743577,0,0,0,0,0,0.177602861320265,0,0,0,0,0,0,0,0,0,0.0666730147080483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248011315752702,0,0,0.023275194741399,0,0,-0.104920832046353,0,0,0.190202040447076
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136956915036667,0,0,0,0.369108378220203,0.103678876506217,0,0.202868415917083,0,0,0,0.031004645927206,0,0.219120675630296,0,0,0,0,0,0,0,0,0.0523591222134691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10260846208012
X601628.CH.EQUITY,0,0.160896478917401,0,0,0,0,0,0,0,0,0,0,0.00327484354400473,0,0.274386505311352,0,0,0,0,0,0.00729773329691672,0,0,0.163264317619431,0,0,0,0,-0.0518108030517947,0,0,0,0,0,0,0,0,0.140087700272606,0,0.0989511325442908,0,0,0,0,0,0,0,0,0.109219926204995,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.325666809406693,0.245948071868236,0,0.0173176264167649,0,0,0,0,0,0.323915945553688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242399583276246,0,0,-0.0207014920574996,0,0.335046821023395,0,0,0,0,-0.139319777741223,0,-0.0916442133104009,0,0,0,0,0,0,0,0,-0.0441618237244598
