,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.246303368040055,0,0.0184135827742273,0,0,0,0,0,3.46944695195361e-18,0.269956381159499,0,0,0,0,0,0,0,0,0,0,0,0,0.136468432169262,0,0.0263066795218543,0,0.0962267583478633,0,0.189534002281189,0,0,0,0,0,0,0,0,0,0,-0.0684195762130068,0.0267906270546971,0,0,0,0,0,0,0,-0.105771247166553,0,-0.232417211547218,0.00376145058383806
X601939.CH.EQUITY,0.163552420199092,0,0,0.322997542283948,0,0,0,0,0,0,0.0532134405622489,0,0,0.285306037706251,0,0,0,0,0,0,0,0,0,0,-0.107444775748459,0.203461222288107,0,0,0,0,-0.0997295468398464,0,0,0,0,0,-0.0235614118480276,0,0,0,-0.015333586536045,0,0,0,0,0,0,0,0.0477301294884702,0,-0.00298859954361712,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0937479241439913,0,0,0,0,0,0,0.0897709171609193,0,0,0,0,0.0624435777577071,0.171418838466083,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0360801555918003,0,0.00701027896606203,0,0,0,0,0,0.023740187800215,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.311912432258068,1.38777878078145e-17,0,0.224362070336844,0,0,0,0,0,0,0,0.192370890827596,0,0,0,0,0,0,0.174960105151641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198404136090931,0,0,0,-0.0252737224822566,0,-0.0451573301413345,0,0,0,0,0.00521862362609081,0,-0.0265942183504178,0,0,0,0.022636669015267,0
X601988.CH.EQUITY,0,0,0,0.339013559114093,0,0,0,0,0,0.355631002111645,0,0,0,0,0.046299900500085,0.146633245440515,0,0.0928868463033504,0.0728419752921755,3.46944695195361e-18,0,0,0,0,0,0,0.0645399618841538,0,0,0,0,0,0,0,0,0,-0.480566846554039,0,0,0,0.0343049154398284,0,0,0,0,0,0,0,0,0,0,0,0.337975240175361
X600036.CH.EQUITY,0,0.179036238068372,0.0164354504220022,0,0,0,0,0,0.0987707332941527,0,0,-0.0295486326513023,0.124269020166226,0,0,0,0,0.169813633909098,0,0,-0.021783401534731,0,0,0.131460788027791,0.0296051195298253,0,0,0,0,0,0,0,0.367941281665951,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0310544921534145,0,0,0,0.06158467967511,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0861041356785226,0,0,0.17546927511311,0,0,0.288849020533544,-6.93889390390723e-18,0,0,0,0.136687936317464,0,0,0,0,0,0,0.0900519931044683,0,0,0,0,0,0,0,0,0,0,0.150651824450928,0,0.0357588749431161,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436568235154326,0,0,-0.0376182563735745,0,0,0,-0.381251570994846,0.61046600717537,0,0,0.0433560676658578,0,0.690244920457752,0,0.0174761920481758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148249777579552,0,0,0.28614409343333,0,0,0,0,0
X601628.CH.EQUITY,0,0.0182661461697282,0.0141993913604725,0,0,0.286443223587994,0,0,0,0,0,-0.116916432672525,0,0,0,0,0,0,0,0,0,0.325686555281134,0,0.0887998279659843,0,0,0,0,0.0798241151464868,0,0,0,0,0,0.0586480692656114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167946516428385,0,0.0621917169953333
X601658.CH.Equity,0,0,0,0,0.118490938535891,0,0,0,0,0,0,-0.106913221388815,0,0.114735677199648,0,0,0,0.0967957711452001,0.227109175110389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157174240140992,0.323858802247827,0,-0.147231086276748,-0.135907055843304,0,0,0,0,0.104317465006152,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.434995005004174,0,0,0.195793956543202,0,0,0,0,0,0,0,0,0,0,0,0.0762228980503614,0,0,0,0,0,0,0,0,0.0448332361460337,0,0,0,0,0.209938379262339,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255853183802251,0,0,0.0457857172284699,0,0,0.0352380144678862,0
X388.HK.EQUITY,0,0,0.413145486323758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855120470048549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521382694646674,0,0,0.00545943674511643,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.00578627725992187,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.487905824000492,0,0,0,0.0313275562271256,0,0,0,0.0337019184672498,0,0,0,0.0245059127952792,0,0,0,0,0,0,0,0,0,0,0,0.226481832818126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335015308625242,0,0,0,0.0363276500456953,0.111371950019572,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.260071327085444,0,0,1.73472347597681e-18,0,0.0892197725280171,0,0,0,0.21922542901954,0,0,0,0,0.0181957881811538,0,0.0193658928101723,0,0,0,0,0,0.0405560637269648,0,0,0.155063985248003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598438892685113,0,0,0,0.00239054240726601,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119024321555259,0,0,0,0,0,0,0,0,0,0,0.274745846297884,0.0433142418827883,0,0,0.266365351260099,0.0167728167769218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112752135704665,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0547077441871675,0,0,0,0,0,0.0771532113939784,0,0,0,0.0356810476012591,0,0,0.262209780684016,0,0,0,0,0,0,0,2.16840434497101e-19,0.160801990548975,0.247648060491859,0.0831795272808385,0.0574178892709818,0,0,0.00929127454184341,0.0048537522581663,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.348306576169988,0,0,0,0,0,0,0,0,0,0,0,0,0.198191765252733,0,0,0,0,0,0,0,0,0.0483280458481525,0,0,0.0197507703078732,-0.0604079115771348,0,0,0,0,0.285402778298536,0,0.139933323795402,0,-0.0770262292832534,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.151481540142217,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0.0980154276898434,0,0,0,0.0259166293312864,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-6.93889390390723e-18,0,0.212929969894472,0,0.240164405375322,0,0,0,0,0,0.0966028896134627,0,0.0853172062635375,0,0,0,0,0,0,0,0,0.160143757033789,0,0,0
X601319.CH.EQUITY,0,0,0,0,0.0464169740569382,0,0,0,0,0.0344741676385085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108231483840797,0,-0.0170805742344174,0.258660849764455,0,0,0,0,0,0,0.232342299408201,0.158084370591022,0,0,0,0,0,0.123190479462398,0,0,0,0,0,0,0,0,0,0.0591705432365889,0,0
X600016.CH.EQUITY,0,0,0,0.131034774496062,0.0296185090474154,0,0,0,0,0,0.336949399435412,0,0.103109733113727,0,0,0,0.211541984256655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429220036811879,0,0,0,0,0,0,0,0,0,0.115893167521477,0,0,0,0,0,0.0634262999407875,0,0,0,0,0,0
X688.HK.EQUITY,0,0.232826343176754,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0.0127827987080068,0.141882706860166,0,0,0,0,0,0,0,0,0,0,0,0,0.235987476478527,0,0,0,0,0,0,0,0,0,0.132953369739513,0.0785546002957577,0,0,0,0,0,0,0,0.0932586669270916,0,0,0,0,0,0
