,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0166647201448366,0.42817933803786,0.101592965594985,0.0844939783778862,0,0.0365613845349618,0,0,0,0,-0.00741335725863454,0,0.0388200739853917,0,0,0,0.063099121254986,0.0472093920079972,0,0,0,0,0,0.107512782595836,0,0,0,0,0,0.0134226038105552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150059127666864,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0815304688175268,0,0,0.0385247426914595,0,0,0,0,0,0,0,0.197403432453864,0.0283874531405426,0,0,0,0,0,6.93889390390723e-18,0.0552239400373146,0.101050625371262,0,0,0,0,0,0,0,0.127974925211567,0,0,0,0,0.318750319565844,0,0,0.0293398691972669,0,0,0.0206497184365185,0,0,0,0,0,0
X601939.CH.EQUITY,0.344358939520021,0,0,0.144752851460324,0,0.186312231386682,0,0,0,0.0487770023817204,0.0961325404940425,0,0,0,0,0,0,0,0,0,0,0.00105583169708457,0,0,0,0,0,0,0,0,0,0,0,0,0.0598014619621859,0,0,0,0,0,0.0109422927058704,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.421035904678118,0,0,0,0,0,0,0,0,0.213073937097902,0,0,0,0,0,0,0,0.0929850055464664,0,0,0.104508643491761,0,0,0,0,0.0529686129687962,0,0.042806401280621,0,0.0799554405908321,0,0,0,0,0,0,0,0,-0.036420570736592,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.46488299333973,0,0,0,0,0,0,0,0,0,0,0.145505110905673,-0.372184033713084,0,0,0,0,0,0,0,0,0,0,0,0.120514931666021,0,0,-0.591566999624933,0,0.440158485084861,0,0.0301441282285323,0,0,0,0,0,0,0,0,-0.282705289645567,0,0,0,0,-0.316259769057223,0
X601988.CH.EQUITY,0,0,0.318425208281799,0,0,0,0,0,0.0168542134578638,0,0,0,0,0.0909748900671819,0,0,0,0.0505366842398053,0,0,0,0,0.55841729246289,0.0304711517425306,0,0,0,0,0,0,0,0,0,0.0238442623505079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400993238849752,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0145296119995162,-0.0244613387944539,0.202849561251202,0,0,-0.0232426788893301,0,0.0579893775192315,0.0221668041303746,0,0,0,0,0,0.473637701990604,0,0.117563836198413,0,0,0.101142839858666,0,0,0,0,0,0,0,0,-0.0229070144991903,0,0,0,0.0498807478065019,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0111461429868648,0,1.73472347597681e-18,-0.0385117739671826,0,0,0,0.101785635971951,0,0,0.0201845520948561,0,-0.0343806698291034,0,0,0.26914013930827,0,0,0,0.091333103369001,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0256830497456306,0,0,0,0,0.322201990883747,0,0,0,0.11590009322944
X601628.CH.EQUITY,0,0,0,0,0.0253697132844415,0,0,0,0,0,0.195593011826166,0,0,0,0,0.00460988066265095,0,0,0,0,0,0,0,0,0,0,0.0436927891289353,0,0,0,0,0,0,0,0,0,0.225199147304235,0,0,0,0.172046908674478,0.156521978756492,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.156299127433538,0,0,0,0,0,0,0,0,0,0,0.100037540193339,0,0,0,0,0,0,0.0224568630388229,0.0885635463448293,0,0,0,0,0,0.11220658329153,0,0,0,0.0610212196068661,0,0,0,0.057802789919436,-0.0245888165472754,0,0,0,0.166981137471504,0.246177233822262,0,0,0,0,0,0,0,0.0213403811245268,0,0,0
