,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.236080129618184,0,0.138055833578166,0,0.0317158953172373,0,0,0.250274229850413,0.0690822901904698,-6.93889390390723e-18,0.0952965986145056,0,0,0,0,0,0,0,0.0757993231633418,0,0,-0.0857470526904094,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.0634024652591842,0,0,0,0,0,0,0,0,0,0.0416300280512155,0.0264495686963032,0,0,0,0,0,0
X601939.CH.EQUITY,0.483698541031006,0,0,0,0,0,-0.047996706546542,0,0,0.0165572954847567,0.192315687996705,0,0.229744470617093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149932708739202,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0805869534163651,0,0,0,0,0,0,0.211831663525676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.113484704146676,0,0,0.156845004583899,0,0.147433256622641,0.14110223321146,0,0,0,0,0,0
X601288.CH.EQUITY,0.346430466865756,0.0459274701914969,0,0,0.402144808163366,0,0,-0.0315190623325408,0,0,0.0627184674404608,0,0,0,0,0.114525267005385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210796967704264,0,0,0,0,0,0,0,0,0,0,0.013436562972455,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0874345270487641,0,0.289781620836661,0,0,0,0,0,0,0.249469942658478,0,0,0.100281986089394,0,0,0,0,0,0.14346768173789,0,0.0690972926647015,0,0,0,0,0,-0.00853762180966887,0,0,0.0215084592767803,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0445539145100457,0,0,0,0,0,0,0,0.0532775908077826,0,0,-0.00295947656982436,0,0
X600036.CH.EQUITY,0,0,0.021090221690153,0,0,0,0,0,0,0,0,0.411344444837843,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.126443798391761,0.0523347399657583,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0833242399998119,0.059642864826389,0.00130541562506508,0,0,0,0,0,0,0,0,0.264347201019873,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.09852649612587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998443896358728,0,0,0,0.0419307713851373,0,0.179236969856052,0,0,0.118133768477698,0,0.208422269975309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142167065698439,0,0,0,0,0
X5.HK.EQUITY,0,-0.19560997779945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210701717351559,0,0.118991766715724,1.1396070375744,0,-0.778868415536452,0,0,0.508098479906308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400623478615283,0,0,0,0,0,0,0,0.0125998902564535,0,-0.0856159688002168,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0907286854354006,0,0,0,0,0,0,0,0,0.0284472893102072,0,0,0.246279722069842,0,0.345023762991334,0,0,0.060238811597134,0,0,0,0,0,0,0,0,0,0,0,0.0125581825083746,0,0,0,0,0,0,0,0,0,0.0721548864173187,0,0
X601658.CH.Equity,0,0.113673731207371,-0.271797180469807,0.297906615516427,0,0,0,0.120392368805375,0,0,0,0,0,0,0,-0.205417828981095,0,0,0,0,0,0.0386892021782802,0,0,0,0,0,0,0.679199339047744,-0.0531097327160907,0,0,0,0,0,0,0,0,0,0,0,-0.12955674197051,0,0,0,0.72895607789737,0,0,0,-0.101051120954672,0.059533518417376,0,0
