,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.134395351561814,0.0260339779048228,0,0,0,0,0,0,0.0713392008844122,0,0,0,0,0,0,0,0,-0.0641562199679072,-0.185990788115172,0,0.0215656234609038,0,-0.197340119687963,0,0,0,0,0,0.627985985286405,0,0.17857037615829,0,0,0,0,-0.00977515605221025,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.119002488286391,0,0.168297561401482,0.0154177070482341,0,0,0,0,0.0505904980356215,0,0,0,0,0,0.00779105211439745,0.0872525012293766,0,0,0,0,0,0.0682859398661637,0,0.0424003319776079,0,0,0,0,0,0.293909086892603,0,0,0,0,0,0,0.0405525638175995,0,0,0.0158442928535789,0,0,0,0,0,0
X601939.CH.EQUITY,0.198414871328312,0,0,0,0,0,0,0,0,0.119307889091356,0,0,0,0,0,0,0,0.0941076652912595,0,0,0,0,0,0,0,0,0,0,0,0.0860257001336027,0,0,0,-0.130315717903201,0,0,0,0,0.468055896773047,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.0896572526829248,0,0,-0.427062802302135,0.176514121542483,0,0.568826476297498,0,0,0,0,0.400830858280609,-1.38777878078145e-17,0,0,0,0,0,0,0,-0.255992650528924,0,0,0,0,0,0,-0.749575009031473,0,0,0,0,0,0,-0.109016558535358,0,0,0.328694439507616,0,0,0,0,0,0.16034703023257,0,-0.253989875090847,-0.441840366620259,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449331468810133,0,0,0,0.502020793231117,0,0,0,0,0.0596262414291554,0.000848711965561581,0,0,-0.0666655932441947,0,0,-0.221107227458007,0,0,0,0,0,0,0,0,0,-0.16569041384776,0,0.108229874564039,0,0,0,0,0,-0.110615377015273,0,0,0
X601988.CH.EQUITY,-0.0742961830687992,0,0,0,0.383005412256705,0,0,0,0,0,0,0,0,0,0,0.0824201818934295,0,0,0,0,0,0.477701870477934,0,0,-0.0928343132915204,0,0.0579313772477785,0,0,-0.327650938012897,0,0,0,0,0,0,0,0,0,0,0.0204479776226115,0,0,0.031082981749804,0,0,0,0,0,0,-0.0497889435740656,0
X600036.CH.EQUITY,-0.0324952193110419,0.656768777520405,-0.03844551035392,0,0,0,0,0,-0.102977095594158,0.3800561701818,0,0.223003419674704,0,0,0,0,0.0666087671223222,0.0255263126591717,0,0,-0.198000941842802,-0.190581075004863,0,0,0.157164460142318,0,0,0,0.0991864978402885,0,0.17418707759307,0,0,-0.239443849211206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0601348830551897,0,0,0.175255036648833,0.00439555727705486,0,0,0,0,0,-0.0236144051267807,0,0,0.00621821050330216,0.0944654916007909,0,0,0,0,0,0,0,0,0,0.220241774237628,0,0,0,0.00848222100051044,0,0,0.15608411260538,0,0,0,0,0,0,-0.00431993400199185,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0367168714959608,0,0,0,0,0,0,0,0.0697153696235136,0,0,0.355825768086412,0,0,0,0,0,0,0.0112245995248507,0.0221631888192515,0,0,0,0,0,0,0,0,-0.0043532732121746,0,0,0,0,0.184454132792128,0,0.129910836360551,-1.73472347597681e-18,0,0,0,0,0.0107733734190681,0,0,0,0,0,0,0,-0.146515262221406
X601328.CH.EQUITY,0,0,0.0227647904948387,0,0,0,0.0799881935995033,0,0,0,0,0.333569137047065,0,0,0,0,0,0,0,0,0,0,0,0,0.253716785527527,0.100012886509527,0,0,0.0530989949588992,0,0,0,0,0,0,0,-0.222285246838984,0,0,0,0,0,-0.0810014390689888,0,0.150353561152079,0,0,0,0,0,0,-0.371627704527103
X601166.CH.EQUITY,0.0246353542999382,0,0,0.260189643675055,0,0,0,0,0.0412141680617167,0,0,0.267354030055412,0,0,0.0292495553035922,0,0,0,0.0249149516905549,0,0,0,0,0,0.016961247729431,0,0,0.191091511960078,0,0,0.150300206602761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205810946083749,-0.0898811711622583
