,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,1.38777878078145e-17,0.288737106952607,0.0981968044259672,0.0807748026657365,0,0,0.26888271902262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143685640488491,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0946482613250909,0,0,0,0,0,0,0,0,0,0,0,-0.0506775069548858,0,0,0
X601318.CH.EQUITY,0,0,0.241885016630805,0,0,0,0,0,0.101929310960935,0,0,0,0.0602856404180898,0,0.0310329523698904,0,0,0,0,0,0.178160200072188,0,0,0,0,0,0,0,0,0,0,0,0.0429618660361601,0,0,0,0,0.1087470827562,0,0,0,0,0,0,0.0266818784878099,0,0,0,0,0,0,0,0.100435325353313
X601939.CH.EQUITY,0.420647393973362,0.270618647370143,0,0,0,0.0265233004028854,0,0.384156656167136,0,0,0,0,0,0,0,0,0.0298541982489635,0,0,0,0,-0.111627563247655,0,0,0,0,0,0.127064504689739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134589104317588,0,0
X601288.CH.EQUITY,0,0,0.0113800933608863,0,0,0.0971833743269127,0,0.450563540565451,0,0,-0.0860266005541737,0.149123121981681,0,0,0.0442455585927027,0,0,0,0,0,0,0,0,0.0284642863253663,0,0,0,0.0517209164438176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522065042641805,0,0,0,0.0409988022435784,0,0,0,-0.039959301114659
X600036.CH.EQUITY,0,0.117201098894806,0,0,0,0,0.233183795285929,0,0,0,-0.0203751747357323,-0.0462279102863803,0.0968800128097776,0,0,0.122474374132021,0,0,0,0,0,0,0,0,0.467677911853477,0,0.125897766897883,0.104601755283394,0,0,0,0,0,0,0.00621085686208827,0,0,0,0,0,0,0,0,0,-0.0328638885874896,0,0,0,0,0,-0.102940405788626,0,0.0496148763833497
X601628.CH.EQUITY,0,0,0,0.0775324866191147,-0.0208951874001834,0,0,0,0,0,0,0,0,0,0,-0.186912624566676,0,0,0,0,0,0.0552169499162494,0,0,0.035205775541432,0,0,0,0,0,0,0,0,0.0093657376274691,0.66416134152494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079163306216927,0.0079670313303276,0,0,0.239152287193967
X1299.HK.EQUITY,0,0,0,-0.0178683711909115,0,0,0,0,0,0,0.0736308350736187,-0.0525046856383307,0,0,0,0,0,0,0,0.0315272025317151,0,0,0.153436892338513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108627800049148,0.122894108876945,0.162391928378743,0,0.147811973183554,0,0,0,0,0,0,0.269224188614653,0,0,0
X601988.CH.EQUITY,0,0,0.100130920348638,0.482180914245104,0.0822877764417973,0,0,0,2.71050543121376e-20,-0.00277228213163111,0,0,0.214004588528952,0,0,0,0.0721173778904472,0,0,0,0,0,0.0398948117127098,0,0,0,0,0,0,0,0.0219619859002842,0,0,0,0,0,0.0299672288546475,0,0,0,0,0,0.0368965442401301,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0917591738462108,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.000481284099748664,-0.107505814210686,0,0,0,0,0,0,0.145955053358653,0,0.167803502440187,0,0,0.120096724106165,0,0,0,0,-0.0447543233684744,0,0.103957068872655,0,0,0,0,0,0.331794537297808,0,0,0,0.203141543561337,0,0.0526241362247959,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.02804074497005,0.0490541398407256,0,0,0,0,0,0.0912186958104092,0.0965445876326159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199358787325519,0.394982749503823,0.0635264749643714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0849315475911398
X388.HK.EQUITY,0,0,0,0,-0.148190572583652,0,0.442303455078086,0,0,0,0,0,0,0,-0.0536775762076416,0,0,0,0,-0.18924434844488,0,0.35028552205621,0.0369038941585524,0,0,0,0,0,0.106566935617348,0,0,0,-0.158624982561214,0,0,0,0,0,0,0.0498997882615573,-0.0876414652307998,0.163696764617176,0,0,0,-0.15517106918915,0,0,0,0,0.117518229657929,0,0
X601658.CH.Equity,0,0,0,0.324135984992139,0,0,0,0.0121571675382872,-0.171303081147391,0.243646015033719,0.0270294999173685,0,0.105576459897337,0,0.080958551877607,0,0.376360196471146,0,0,0,0,0.277630918076308,0,0,0,0,0,0,0.0213148298265508,0,0,-0.518076917115709,0,0,0,0,0,-0.0311420124444968,0,0,-0.032576897092093,0,0.09389098468237,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0215361097143088,0,0,0.247959670194238,0,0,0.190878588988987,0,0.444903746931865,0.0852614751453755,0,0,0,0,0,0,0,0,0,0,0,0.0872554412705885,0,0,0,0.273423324397031,0,0,0,-0.0573892243228147,0,-0.226285437399639,0,0,0,0,-0.0522950611556642,0,0,0,0,0,0,-0.0501645264113198,0,0,0,0,0,0,1.73472347597681e-18,0.134898408667464
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0297887186045185,-0.015115137870784,0,0,0,0,0,0.304057127895498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521448083769648,0.00421060978668443,0.20571532618138,0.231169706403487,0,0,0,0,0,0,0.230697833019716,0,0.0177792455536489,0,0,0.054407702196337,0,0,0,0
X601601.CH.EQUITY,0,0,0,0.0474311474319668,0,0,0,0,0.126478853367951,0,-0.0773014176898713,0,0.343800828319608,0,0,0,0,0,0.164307317321808,0,0.128849938465304,0,0,0,0,0.0172304792082352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348699557923367,0,0,0,0,0.0331052256481378,0,0,0.0807277607923497,0,0,0,0
X000002.CH.EQUITY,0,-0.14737798533499,0,0,0.110112714654662,0,0,0,0,0,-0.0256507696024293,0.108786729725561,0,0,0,0,0,0,0,0,0,0,0.0296969433856848,0.291120882503039,-0.177220933413596,0,0,0,0.591420492324999,0,0.0436141936470944,0,0,0,0,0,0,0,0,0,0,0,0,0.0379938423915348,0,0,0,0,0,-3.46944695195361e-18,0,0,1.73472347597681e-18
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0932869051339739,0,0,0.0857858344143422,0,0,0,0.406514271180096,0,0,0,0,0,0.224615969025429,0,0,0,0,0,0,0,0,0,0,0,0.0271808610531267,0.017457117200935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.102047258896302,0,0,0,0,0,0,0,0,0,0,0.683383253526032,-0.0469199903287661,0,-0.183914817625946,0,0,0,0,0,-0.0481698109737388,0.163557311967559,0,-0.0763015041072601,0,0,0,0,0,0,0.00113352536999196,0,0,0,0,0,0,0,0,0.141187178814788,0,0,0,0.055699422371088,0,0,-0.0836241942008112,0,0,-0.138960273250392,0.0263284361460576
X600000.CH.EQUITY,0,0.0632733694885747,0,0,0.117685192870861,0,0,0,0,0.0491784302136137,-4.33680868994202e-19,0,0,0,0,0,0.50442161862721,0,0,0,0,0,0,0.00511601425383998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472678365784632,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.0688300628410568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162953450760443,0.0542915493259833,0,0,0,0.271403803903931,0,0,0.004050225322019,0,0,0,0,0,0.0239963204895552,0,0.283368835785067,0,0.157321953206109,0,-0.0773015547961305,0,-0.238050386065009,-0.457108516302218,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.122402903048465,0,0,0,0,0,0,0,0,0,0.26933154043618,0,0,0,0,0,0,-0.0387909045676197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285560228052861,0,0,0,0,0,0,0,0,0.0375529662405558,0,0.190790448370806,0.0866770896072873,0,0,0,0.0368809307664313,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.105368430878164,0.0699332088469485,0,0.189462648267397,0,0,-0.064322353537725,0.0546641281538409,0,0,0,0,0,0,0,0,0,0,0,-0.0124514522224526,8.67361737988404e-19,0.087642795362733,0,0,0,0,0,-0.0034382210769708,0,0,0,0,-0.0128224776250929,0,0,0,0.369214503351921,0.243245518405872,0,0,0,0,0.0490741010550552
X11.HK.EQUITY,0,0,0,0.0494725572251034,0,0.0503271671302491,0,0.0806056178348657,0.529295110511612,0,0.0610667291284872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3362827922647,0,0,0,0,0,0,0.156085592020596,0,0,0,0,0.0594991755669155,0,0,0,0,0,0,0,0,0,0,-0.0199101169279061,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.292228329715567,0,0,0.287128670291166,0.122738992078612,0,-0.127758968314676,0,0,0,0,0,0.129553928109837,0,0.119019316472311,0,0,0,0,0,0,0,0,0,0.486325008606027,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374848286743252,0,0,0,0.0824737757703654,0,0,0,-0.0978174585301405,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0.115199656788382,0.132944340208581,0,0,0,0,0,0,0,0,0,0,0.289626344755546,0,0.0842389305563136,0,0,0,0,0,0,0,0,0,0.0900232136157902,0,0.0415878419188472,0,0,0.396859513289696,0,0,0,0,0,0,0,0,0,-0.304532546640975,-0.20540066356164,0,0,0,0.106420170691672,0,0,-0.163185225392336,0.0893988687639144
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.169531458482848,0,0.148914147637255,0.150988251805253,0,0,0,0,0,0,0,0.033288189262169,0,0,0.153424286059241,0,0,0,0,0,0,0,0,0,0,0,-0.0640245737557598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362883144490185,-0.0696292157756848,0,0,0
