,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.14188985661961,0,0.0810326602557037,0,0,0,0,0,0,0,0.356057073484609,0.0933285179717821,0,0,-0.130408168271429,0,0,0,0,0,0,0,0,0,0,0,0,0.0805029401414257,0,0,0,0,0,0,0,0.206802335632913,0,0,0,0,0,0.0820984553602147,0,0,0,0.0560640751489236,0,0,0,0,0,0.0445616937125119
X601318.CH.EQUITY,0,0,0,0,0,0,0.042120156890983,0,0.130652060309627,0,0.0373790696847778,0,0,-0.149717385843797,0.0761080003552201,0.010790206473777,0,0,0,0,0,-0.0171072895691443,0,0,0,0,0,0,0,0,0,0,0.175052001443306,0,0,0,0,0,0,-0.230762078547362,0,0.373567540716563,0.101982813381004,0.196555516374156,0,0,0,0,0.187615950892918,0,0,0,0
X601939.CH.EQUITY,0.165858793067077,0,0,0.294803242649044,0,0.138134001471107,0,-0.0570585163986582,-0.0388727019992684,0,0,0,0,0,0.0414699539504986,0,0,0,0,0,-0.0135566145895356,0.0855466142905707,0,0,-0.0370221428064904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490279721555984,-0.0710860622671612,0,0,0,0,-0.0222964776418125,0,0,0.0367807587767309,0,0,0,0
X601288.CH.EQUITY,0.491999038626761,0,0.159756712799852,0,0.0146925092351649,0.221927916936427,0,0,0,0,0,0,0,0.029529788384179,-0.127680490695616,0,0,0,0,0,0,-0.0137158212136922,0,-0.0446557551007564,0,0,0,0,0,0,0,0,-0.0359640784492791,0,0.163607133348186,0,0,0,0,0,0,0,0,0.00258421212758697,0,0,0,0,0,0.275726111480038,0,0,-8.67361737988404e-19
X5.HK.EQUITY,0,-0.0696058466475046,0.127664916500825,0.0736477761834689,0,0.0694187696672525,0,-0.170603897756146,0,0,0,0,0.268144042777291,0,0,0,0,0,0,0.666528549480575,0,0,0,0,0.0830110965455319,0,0,-0.12429795345013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121228528625631,0,0,0,0,0,0
X601988.CH.EQUITY,0.198195886380804,0,0.0850716563309436,0.0214228768365599,0,0,0,0,0.0313066645977297,0,0.0789241495085526,0,0,-0.329367081528425,0,0,0,0,0,0,0,0,0.499536657593703,0.0687600493295725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115568978613715,0,0,0,0,0,0,0,0,0.0302284875571667
X600036.CH.EQUITY,0,0.00756943595371178,0,0,0,0,0,0.111195959463368,0,0,0,0,0,0,0.274614890654337,0.177002114596738,0,0.00420872308411153,0,0.0871523474257719,0,0,0,0,0,0,0,0,0,0,0,0,0.116822483421859,0,-0.00261724426363664,0,0,0,0,0,0,0,0.0939435406805295,0,0,0,0,0.128073640721438,0,0,0.0190893367003439,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0163626858555338,0.0160057645513648,0,0,0,0.213323514752495,0,0,0,-0.151603423521457,0,0,0,0.311780644308644,0.255659420398806,0,0,0,0.0510454065420982,0,0,0,0.119330588682332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314317999958435,0,0.125772596523027,0,0,-0.0231423642981189,0,0,0
X601628.CH.EQUITY,0.338490870808111,0.293954574638801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00656309499475372,0,0,0,0,0,0,0,0,0,0.0223077149537328,0,0,0,0,0,0,0.116682115204121,0,-0.0870513798210894,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0492031150520286,0.0614594016733764,0,-0.213000360185682,0,0.00377428896123431,0,0.205317058110949
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00296038084515464,0,0,0,0,0,-0.00205425915033134
X601166.CH.EQUITY,0.0335032992031483,0,0,0,0,0,0.492321508489721,0,0,0,0,0,0,0,0,0.220029897776038,0,0,0,0,0.0542284110690218,0.0540590673912915,0,0,0,0,0,0,0.0241508538068072,0,0,0,0,0,0,0,0,0,0.0108481948896567,0,0.0269518221805436,0,0,0,0.14948025143813,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0349692411871464,0,0,0.0463957642577736,0,0,0,0,0,0,0.273659378646468,0,0,0,0,0,0,0,0,0.170725315412276,0.129311776689916,-0.112634531977972,0.167445502347187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043108838356905,0,0.156644964005141,0,0,0,0,0,0,0,-0.044443473050958,0
X600000.CH.EQUITY,0,0.0442265376755621,0,0,0,0.0519128755496825,0.190744550345531,-0.0311138730306186,0,0,0,0.353589233651734,0,0,0.0629033849594052,-0.0781374925758979,0,0,0,0,0,0,0,0,0,0,0,0,0.202793328816729,0,-0.0181271462611834,0,0,0,0,0.0362503780266282,0,0,0,0,0,0,0,0,0,0,0,0.0479571543612711,0.200265271606788,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.115396431610426,0,0,0,0,0,0,0,0,0,0.0266441263073287,0,0,0.314425994119954,0,0.0645469232133025,0,0,0,0,0.00555019337676676,0.0282977909063901,0,0,0.381727714947981,0,0,0,0,0.170648169273436,0,0,0,0,0,0,0.00833831489395911,0,0,0,0.105297831784547,0,0,0.0678960395612223,0,0,0,0
X000001.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0.226541581238896,0,0,0,0.0961786590883573,0,0,0,0,0.12591708227965,0,0,0,0.201337070024271,0,0,0,0,0,0,0.122693933139665,0,0,0,0,-0.0349450480979386,0.0428721939289951,0,0,0,-0.291054837526419,0,0,0.0673000633345038,0,0,0,0,0,0,0,0.13807995676038,0,0,-0.0583948558665051,0,0
