,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.368827450669693,0,0,0.358734030567208,0,0,0,0,0,0,0,0,0,0,0,0,-0.00319530119003242,0,0,0.106761604664261,0,0,-0.235953307834388,0,0,0,-0.040639275152098,0,0,0,0,0,0,0.198882063210558,0,0,0,0,0.0915608854233057,0,0,0,0,-0.138412183254908,0,0,0,-0.0269069818644952,0,0
X601318.CH.EQUITY,-0.0148177662112173,0,0,0,0,0,0,0,0,0.245578697273141,0,0.213424536890966,0,0,0,0,0.161892868972241,-0.0449333373185664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145943181316074,0.344329311658819,-0.00760439963767791,0.0460384783527975,0.129035938649587,0,0,0,-0.0149407696342594,0,0,0,0,0
X601939.CH.EQUITY,0.314284815779552,0,0,0,0.0928771795868236,0,0,0,0,0,0,0,0,0.117548915565398,0,0,0,0,0,0,0.0514805316253617,0,0,0,0,0.26298912090881,0,0,-0.0142468746403204,0,0,0,0,0,0.135790407167911,0,0,0,0.00249259393485593,0,0,0,0,0.0573014440531243,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.335185375878394,0,0,0,0.069327347476924,0.0265902966657381,0,0,0.193873542223888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0661031254521443,0.0685073983064771,0,0,0,0.141467607410047,-6.93889390390723e-18,0,0,0.214574278741368,0,0,0,0.0303082893789108,0,0.110072202702034,0,0,-0.0249423381931928
X5.HK.EQUITY,0,-0.170656771742128,0,0.393454869811941,0,0,0,-0.215808524740404,0,0,0.017776988216309,0,0,0,0,0,0,0.0317228137460488,0,0.149978507470664,0,0,0.469492939776639,-0.0774005449258705,0,0,0,-0.0103211713377828,0,0,0,0,-0.102942009320862,-0.0721090411985852,0,0,0,0,0,0,0,0.141812930307225,0,0,0,0,0,0,-0.153892332476382,0,-0.142966325270597,0
X601988.CH.EQUITY,0.0241736660903516,0,0,0.33398529168686,0,0,0,0,0,0.129110497673561,0.299294425176924,0,0,0,0,-0.0617663072477771,0,0,0,0,0,0,0,0,0,0,0.0720737251715048,0,0,0,0,0,0.0464002088876637,0,0,0,0,0,0,0.0578624138498438,0,0,0,0,0,0,0,0,0,0.000130790196536415,-0.0457989591698743,0.148148803672791
X600036.CH.EQUITY,0,0.349672331157022,0,0,0,0,0,0,-0.116460298742597,0,0,6.93889390390723e-18,0,0.237918561409917,0,0,0,0,0.135411401902915,0,0,0,0.13865267925677,0,0,0,-0.0533420633038587,0,0,-0.0987399666598745,0,0,0.166879001265254,0,0,0,0,0,0,0.208091468145867,0.0459860611307189,0,0,0,0,0,0.0667044579135162,0.0316530147813248,0,0.0409102994867506,0,-0.000232567854430548
X1299.HK.EQUITY,0,0.0639590336320749,0,0,0,0,0,0,0,0,0,0,0,-0.0649863566244694,0,0,0,0.335289135428127,0.202670446667165,0,0.278609316198155,0,-6.93889390390723e-18,0.102124012452403,0,0,0,0.0605196082431534,0,0,0,0,0,0,0,0,0,0,-0.168416144914915,0,0,0,0,0,0,0,0,0,0,0,0,-0.156441491409255
X601628.CH.EQUITY,0,0,0,0.0493623256521932,0,0,0,0,0,0.0163602738070597,0,0,0.0188773278146928,0,0,0,0.163762907587563,0,0,0,0.00400140659359298,0,0.0193620657830429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307020340823837,0,0,0,0,0,0,0,0,0,0.149857108628353,0,0
X601166.CH.EQUITY,0,0,0.101074831580283,0,0,0.158806917617434,0,0,0,0,0,0,0,0,0,0,0.22955675094645,0,0,0,0,0,0,0,0,0,0.0784870178568074,0,0,0,0,0,0.440805019011898,0,0.219307758223642,0,0,0,0,0,0,0,0,-0.0635893326237357,0,-0.0590886226823005,0,0,0,0,0,-0.0686025379257508
