,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.402509070209136,0,0.127572583367004,0.0467688377039052,0,0,-0.0313491415744615,0,0,0,0,0,0,0,0.0821560679264143,0,0,-0.0365982157929131,0,-0.00973148170763273,0,0,0.0336143263444444,0.00517277235781891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00882172073337251,0,0.0229255905152207,0.233448493330658,0,0,0,0,0,0,0.0496793802321469,-0.0607496640689189
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0144765532237291,0,0,0,0,0,0.160917184953082,0,0,0,0.347250063900352,0,0,0,0,0,0,0,0.0219331414746861,0,0,0,0,0,0,0,0.206043709295666,0,0.0816847819579702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160471497086664
X601939.CH.EQUITY,0,0.0756121871274709,0,0.781948489790631,0,0,0,0,0,0.0384813837727046,0.0585357090364272,0,-0.0433248768695293,0.00710778953686099,0,0.0733596248419296,0,0,0,0,0,0.00279846719777687,0,0,0,0,0.0427046141564371,0,0,0,0,0,0,0,0,0.0770753096169217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0846288707337196,0,0.953385481118198,0,0,0.00649166757962638,0,-0.0529707219573029,0,0.0184135829438935,0,0,-0.0377577232359324,0,0,0,0,0,0,0,0.0172082520696774,0,0,0,0,0,0,0,0,0,0,0,0.0322299293751028,0,0,0,0,0.00501243783834612,0,0,0,0,-0.0667119742997657,0,0,0.0511882204333305,0,0,0,0,-0.133744010609894,0,0
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0307009441465876,0.257064664776304,0,2.77555756156289e-17,0,0,0,0,0,0,0.401758162167164,0,0,0,0,0,0,0,-0.0437128976416609,0,0,0,0,0,0,0,0.156845134837828,0,0,0,0,0,0,0,0,0,0,0.103306489998003,0,0.224457376349176,0,0,0,0,0
X600036.CH.EQUITY,0.176575903050778,0,-6.93889390390723e-18,0.305081122009959,0,0,0,0,0,-0.0321876509574292,0,0,0,0,0,0.128915629828137,0,0.0812188428307605,0.0141315959050809,0,0,0,0,0,0,0.125722567577618,0,0,0,0,0,0,0,0,0,0,0,0.0622732115740678,0,0,0,0,0,0,0.0308683057483516,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,-1.73472347597681e-18,0,0,0.0409660818115137,0,0,0,0,0,-0.0830625881678356,0,0,0,0,0,0,0,0,0,0,0.014899043540271,0,0,0,0,0,0,0,0,0,0,0,0,-0.00337962963236155,0,0,0,0,0,0,0,0,-0.0303844021904645,0,0,0,-0.0254454055356301,0,1.00703718675193,0,0,0,0
X1299.HK.EQUITY,0,0.0283841678927927,0,0,0,0,0,0,0,0.1912822102826,0,0,0.178107113957342,0,0,0,0,0,0,0,0,0,0.316545443548704,0,0,0,0,0,0,-0.0553645654164201,0.0478725995775165,0,0,0,0,0,0.0728830065004632,0.0718237857518619,0,0,0,0.163835394233924,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124745999172993,0,0,0,0,-0.191401818616737,0,0,0,0,0,0,0,0.074319611418731,0,0.360629010375281,0.0907648759476119,0,0,0,0,-0.0727572464593398,0,0,0.207626056712948,0,0,0.062374300904418,0,0,0.162328392189114,0.214788927475358,0.117386353202994,0,0,0,0.412610331528433,0,0,0
X388.HK.EQUITY,0,0.244421304279343,0,0,0.19890667420543,0,0,0,-0.0621776405442702,0,0,0,0,0,0,0,0,-0.0278156572065036,0,0,0.0435740589799979,0,0.114060440876104,0,0.100340820062815,0,0,0,0,0,0,0,0,0,0,0,0,0.241518451548116,0,0,0,0,-0.0409450883238143,0,-0.151043059160425,0.162659118370761,0,0,0,-0.0785872406575392,0,0,0.22225160834665
X601658.CH.Equity,0,0,0.0489788906285939,0.23886345726525,0,0,0,0,0,0,0,0,0,0,0,0.206677944508784,0,0.00851831664094898,0.085665829377536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102039522882256,0,0,0.0240320374585667,0.0265365297360848,0,0,0.0886882449649206,-0.0331114981666369,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.115730889048851,0,0,0.327530095122113,0,0,0,0.0141972962027391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651358506291689,0,0,0,0,0,0,0.177106928330941,0,0,-0.0578529963336389,0,0.152545437515358,0,0,0,0.28757085174439,0,0,-0.0142622056662372,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.688614278647216,0,0,0.03536861527842,0,0,0,-0.0615403731477494,0,0,0,0,0,0,0,0,-0.00965507353481468,0,0,0,-1.73472347597681e-18,-0.00418717612227938,0,0,0,0,0,0.138122157246808,0,0,0.0441861047528903,0,0.000928068198091561,0,0.0120577483468511,0,0,0,0,-0.0198125821036947,0,0
X601166.CH.EQUITY,0,0,0.0264567596767493,0,0,0.00892500666624667,0.208635291843986,0,0,0,0,0,0,0,0.0285379458083454,0.0761495015952611,0,0,0,0,0,0.0543819911030241,0.0879894477661189,0.441885002469213,0,0,0,0,0,0,0,0,0.0259946954968466,0.0126815640278883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115244035641729,0,0,0,0
