,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.205532938072599,0,0.0734782309532624,0,0,0,0,0.282181661910693,0.0559741959414403,1.38777878078145e-17,0,0,0,0,0,0,0.168141947442903,0,0,0,0,-0.00416790038083901,0,0,0,0,0,0,0,0.12431196134561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370096858144144,0,0,0,0,0.0163858861755657,0,0
X601939.CH.EQUITY,0.458487130251268,0,0,0.0178122815437156,0,0,-0.0321419507622651,0,0,0,0.191769776589251,0,0.228200984826882,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861879269262241,0,0,0,0,0,0,0,0,0,0.000188439353697996,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.14816451182442,0,0,0,0,0,0.00573460084819226,0.287472823480299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241653507378286,0,0,0,0,0,0,0.00686959858051907,0,0,0.0738477717429958,0,0,0.0691909860722673,0,0,0,0,0,0
X601288.CH.EQUITY,0.424694733095584,0,0.0178009996543192,0,0.209110724177592,0,0,0,0,0,0,0,0.0163093845281349,0,0,0,0,0,0,0.0720682978889486,0.119485491753492,0.0417482111808906,0,0,0,0,0,0,0,0,0.0183643716503457,0,0,0,0,0,0,0,0,0,0.0307596410590911,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0586598408201577,0,0.228639438229098,0,0,0,0,0,0,0.162984244904577,0.223890860081647,0.125276697625751,0.0828344329658402,0,0,0.0248445182314306,0,0,0.0555435456387663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564971562008949,0,0,0,0,0,0,0,0,0,0,-0.0942197994102121,0,0
X600036.CH.EQUITY,0,0,0.0196609344102839,0,0,0,0,0,0,0,0,0.409571068856041,0,0,0,0,0,0,0,0,0,0,0.0527905766034461,0.0138072110035432,0.126798096259507,0,0,0,0,0,0,0,0,0,0,0.0863293017559446,0,0,0,0.0580437570259459,0,0,0,0,0,0,0,0,0,0.265162483595709,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.117635429939635,0,0,0,0,0,0,0,0,0,0,0,0.00564785077614251,0,0,0,0,0,0,0,0,0.074373379882204,0,0,0.158495730657838,0,0.0455335466453391,0,0,0.1984930811111,0,0,0,0,0,0,0,0,0,0,0,0,0.199582869779804,0,0,0,0,0
X5.HK.EQUITY,0,-0.255958600477211,0,0,0,0,0,0,0,0,0,0,0,-0.0295155755090199,0,0,0,0,0,0,0,0,1.17100779192714,-0.765544510117431,0,0,0,0.495016936651498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402880646793273,0,0,0,0,0,0,0,0,0,-0.0719041818538388,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.147082164059747,-6.93889390390723e-18,0,0,0,0,0.0896155653116527,0,-6.93889390390723e-18,0.186060017449011,0.116843433812749,0,0,0,0.163600637055333,0,0,0,0.0394886939193496,0,0,0,0,0,0,0,0,0,0,0.0327969465473074,0,0,0,0,0,0,0,0,0,0.0505435087891979,0,0
X601658.CH.Equity,0,0,0,0.349153837516704,0,0,0,0.0706637032556043,0.0994600641637802,0,0,0,0,0,-0.340487799444872,0,0,0,0,0,0,0,0.0868448984031925,0,0,0,0,0,0,0.726213879858764,0,0,0,0,0,0,0,-0.0161160893224346,0,0,0,-0.122756525852405,0,0,0,0.475068792497902,0,0,0,-0.11774658184641,0,0,0
