,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.120472086973578,-0.119705377410936,0,0,0,0,0,0,0.431302505921703,0,0,0,0,0,0,-0.0104627183402016,-0.14341566753243,0,0,0,0,0,0,0,0,0,0.62846849332037,-0.00408520435646682,0,0,0,0,0,0,0,0,0,-0.0644203725321756,0,0.0274314004540575,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0656484359772779,0,0.119503882595346,0,0,0,0,0.0817772121337337,0.0371907026615196,0,0,0,0.08696050361547,0,0,0.0689634918371219,0,0,0,0,0,0,0,0,0,0,0.0253141314807092,0.0121773864447765,0.22020010951395,0,0,0.241154551528159,0,0,0,0,0,0,0.00274577458903115,0,0,0,0,0,0,-0.0279383701488381
X601939.CH.EQUITY,0.305020933377797,0,0,0,0,0,0,0,0,0.0487398524368182,0,0,0,0,0,0,0,0.0265915205742801,0,0,0.0938639633735574,0,0,0,0,-0.253094501586027,-0.0395026004179765,0,0,0,0,0,-0.0287937502371329,0,0,0,0,0.0214649390570754,0.0567274428576266,0.578190795356381,0,0,0,0,-0.0296224734503853,0,0,0,0,0,0,0.099933707339621
X601288.CH.EQUITY,0,0,0,0,-0.346262294886377,0,0,-6.93889390390723e-18,0,0,0.681052345917007,0,0,0,0.102154403505756,-0.354286796484223,0.0474419202057895,0,0,-0.277116288748487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833912925451314,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.133464351488109,0,0.314949490378018,0,0,0.0337731265858475,0,0,0,0.161336626729012,0,0,0.0449038877544367,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.22039588714064,0,0,0,0,0,0,0,0,0.219653139234205,0.151420890693179,0,0,0,0,0,0,-0.0887388211177669,0,0,0.0965552271802895,0,0,0
X601988.CH.EQUITY,-0.0338800525704756,0,0,0,0.449215747083527,0,0,0,0,0,0,0,0,0,0.0199330376573294,0,0,0.0320228374176773,0,-0.178167756070065,0,0,0,0,0.252175007859991,0,0,0,0,0,-0.334020358379147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121384475590243,0.163443027246879,0,0,-1.73472347597681e-18,0,-0.00258978093392075,0.068481463351652
X600036.CH.EQUITY,0,0.0531843219341426,-0.0127335240978139,0,0,0,0,0,0,0.641403115544053,0,0,0.0159598588943107,0,0,0,0,0,0,0.194435704059816,0,0,0,0,0,0,0,0.0705073091897998,-0.0329519421327487,0,0,0,0,-0.223706402691236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081365907891465
X1299.HK.EQUITY,0,0,0,0,0.300236218506918,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0877617472066885,0,0,0,0,0,0,0.238949536722645,0,0,0.0039930493619361,0.0846881858249948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128853285147907,0,0,0.071950647413663,-0.017481389631003,0,0,0
X601628.CH.EQUITY,0,0.0777534320654061,0.0260536450566016,0.0661260589784513,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.158920093091851,0,-0.0304192658616965,0,0,0,0,0,0,0,0,0.0836753004574242,0,0,0,0,0,0,0,-0.0606927067036835,0,0.19427993884417,0.246365327271399,0,0,0,0,0,0.222456362199197,0,0,0.10990870712312,0,0,0,0,0,0,-0.00271202253059655
X601328.CH.EQUITY,0,0,0.0930697714051769,0,-0.0524415589024907,0,0.60144611077131,0,0,0,0,0,0,0,0,0,0,0,0,0.213392494371447,0,0,0,0,0,0.227313148837272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164599334421807,0,0,-0.455682667940556,0,0,0,0,-0.00402797300900043,-0.194241816579204
