,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.145880217827018,0,0.0819516909431456,0,0,0,0,0,0,0.359909184609532,0.0939586564188051,0,0,-1.73472347597681e-18,-0.131286643340705,0,0,0,0,0,0,0,0,0,0,0,0.078925601851653,0,0,0,0.213309676017977,0,0,0,0,0,0,0,0,0,0,0.082958872888581,-1.73472347597681e-18,0,0.0571380463762527,0,0,0,0,0,0.0448397715902333
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.156262020095209,0.0975772096504323,0,0.0247804218301554,-0.168113928022933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176478012629079,0,0,0,0,0,-0.17911555635484,0,0.36311503305235,0.15946798426394,0.0518940510226626,0,0,0,0,0.172233729028211,0,0,0,0
X601939.CH.EQUITY,0.480874394798015,0,0,0,0,0.177281229895666,0,0,0,0,0,0,0,0.0587654227575754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372928582441237,-0.118427579098454,0,0.0491249715989575,0,0,0,-0.0460997822093266,0,0,0,0,0,0
X601288.CH.EQUITY,0.547335139378216,0.0311827655893369,0.156462989687507,0,0.0650117357508205,0.149636815207757,0,0,0.0270768790440658,0,0,0,0,-0.156224447518653,0,0,0,0,0,0,0,-0.0437548566099451,0,0,0,0,0.00629212038613535,0,0,0,0,0,0,0.133672162639138,0,0,0,0,0.0269528856991772,0,0,0,0,0,0,0,0,0,0.25775950262068,0,0,4.33680868994202e-19
X5.HK.EQUITY,0,-0.0721280483001508,0.132405369176102,0.058349653075495,0,0.105008761497785,0,-0.149489430697853,0,0,0,0.285767347171725,0,0,0,0,0,0,0.681578490849383,0,0,0,0,0.0413828358527081,0,0,-0.146469151396024,0,0,0,0,0,0,0,0.00481571071221935,0,0,0,0,0.0342808862439938,0,0,0,0,0,0.0885485651319458,0,0,0,0,0,0
X601988.CH.EQUITY,0.196437962796617,-3.46944695195361e-18,0.0853963499040238,0.0214892176029904,0,0,0,0,0.0312479723614335,0.077151247367304,0,0,-0.328883628780769,0,0,0,0,0,0,0,0.510493734813385,0.0688153555430898,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.115998586486047,0,0,0,0,0,0,0,0,0,0.0301413467771721
X600036.CH.EQUITY,0,0.00707309275454127,0,0,0,0,0,0.111980981439177,0,2.16840434497101e-19,0,0,0,0.273353076231392,0,0.174122244673058,0,0,0.0869918003584633,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.123239273402552,-0.00200187834535142,0,0,0,0,0,0,0,0,0.0983880294630518,0,0,0,0.128117088184988,0,0,0.0196202969181157,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0162470284567673,0.0159264466482876,0,0,0.207190723738495,0,0,0,-0.150415670029531,0,0,0.312520616289534,0,0.259212995413767,0,0,0.0507523330938801,0,0,0,0,0.118889800886715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316375640804771,0,0.126216720843746,0,0,-0.023679121972743,0,0,0
X601628.CH.EQUITY,0.310880648543561,0.288214801651253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00603009781794667,0,0,0,1.73472347597681e-18,0,0,0,0,0.0462681584730067,-6.7762635780344e-21,0,0,0,-0.0827580952117111,0,0.11308207702113,0,0,0,0,0,0,0,0,0,0,0,0.0681361218636269,0,-0.205699346788111,0,0.00107957178475152,0,0.215899012887894
X601166.CH.EQUITY,0.000757352724260087,0,0,0,0,0,0.543937181733594,0,0,0,0,0,0,0,0,0.10181669792918,0,0,0,0.11802055265318,0,0,0.0404123726093434,0,0,0,0,0.0364756518414564,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.163514446034268,0,0,0,0,0,0,0,0
