,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.674068181007838,0,0,0,0,0,0,0,0.00321369849435204,0,0,0.0849317526405009,0,0,0,0,0,0.0917535489381266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207971438888257,0,0,0.0578692895793436,0,0,0,0.0322727830244066,0,-0.0188703397966881,0,0,0,-0.019826710384315,0,-0.0178427337247383,0
X601939.CH.EQUITY,0.252961187128647,0,0,0.371732531908129,0,0.151300935145201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320315397674268,0.0471702488204638,0,0,0,0,0,0.0825847831385267,0,0,0,-0.0126641871917988,0,0,0.00867762157392375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114692412425492
X601318.CH.EQUITY,0,0.0847444978031466,0,0,0,0,0,0,0.00711795825500158,0.0593731783162211,0,0,0,0,0,0,0,0.0257046114540393,0.113073831275197,0,0,0,0,0,0,0,0,0,0,0,0,0.0893405585834042,0,0.167220539360066,0.0317481677467219,0,0,0,0.11028207446834,0,0,0,0,0.223106193031601,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.323464822908476,0,0,0,-0.0397338049856453,0.0300954354359786,0,0,0,0.131377832075295,0,0,0,0,0,0,0,0,0.0698396257505647,0,0,0,0,0,0.0180381041517917,0.242057233087176,0,0.0746856370520445,0,0.0836112300237673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584731607082222,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.102953560422811,0.120506564721461,0,0,0.225349005927653,0,0,0,0,0.386006581350315,0,0,0,-0.187343048836936,0,0,0,0,0,0,0,0,0,0,0.068423556785731,0,0,0,0.00597021796746371,0,-0.122596180486317,0.0299450693715228,0,0,0,0,0,0,0,-0.564676654966959,0,0,0,0,0,-0.286549103448461,0
X601988.CH.EQUITY,0.0510304830500519,0.0044100150359274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686317303044708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00779392952512413,0,0,0,0,0,0,0,0,0,0.135182050150992,0.0807788448083157,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0599246534716547,0,0,0,0,-0.0337312947775328,0,0,0.278918796388676,0,0,0,0.070499793614729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113573429062128,0,0,0,0,0,0,0,0,0.303093313236425,0,0,0.117013734305942
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250429741256065,0.000775117816919061,0,0,0,0,0,0,0.775033741955309,0,0,0,0.104333289930819,0.00419517326406815,0,0.000700083101345981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.135476447757552,0.0673031606710583,0,0,0,0,0,0,0,0,0,0,0,0.0295863007644159,0.00342715143166948,0,0,0,0,0,0,0,0,0.0702703063995728,0,0,0,0,0,0,0,0,0,0,0.319929212805014,0,0,0,0,0,0.209943107972677,0.0698322185867259,-0.0271519723043341,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.00162304944300499,0,0,0,0,0,0,0.170596815753435,0,0,0.0379779572563633,0.147448246664055,0,0,0,0,0,0,0,0,0,0.251186053554809,0,0,0,0,0.031348635111944,0,0,0,0,0,-0.00875468714631191,0.0403796640703308,0,0,0.000778836375828287,0,0.252481915747482,0.0685629763291279,0,0.0396118013556195,0,0,0,0,0,0,0,0,0,0
