,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.359359743559149,0,0,0.0842267936031021,0,0,0,0,0,0,0,0,0.0395769021165795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339029204434412,0,0,0,0.206045653614443,0,0,0.0290757306573414,0,0,0,0,0,0,0,0,0.209809416171747,0,0,-0.00158607510417722,0,0
X601318.CH.EQUITY,0,0,0,0,0.022318672918443,0,0,0.0233811697774096,0.145131813742249,0,0.053446288265492,0,0.0996059231033235,0,0,0,0,0,0.215348957410833,0,0.228888712711735,0,0,0,0.0247699334760782,0,0,-0.0150762022436371,0,0.0824700789585091,0,0,0,0,0,0,0,0.032790256895568,0,0,0,0,0,0.0370504835821373,0,0,0,0,0,0,0,0,0.0854772695751316
X601939.CH.EQUITY,0,0,0,0.249968020627175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728313890303348,0,0.029025574327214,-0.26708840778578,0,-0.166096679146068,0.0188792216809253,0,0.123445829123115,0,0,0,0,0,0,0,0,0,0,-0.0961683565544464,0,0,0,0,0,0,0,0,0,0,-0.0560070287857263,0
X601288.CH.EQUITY,0.170016146654428,0,0.01075286181791,0,0,0.0576230702509723,0.383920580928734,-0.0710144609171192,0,0,0,0,0,0,0,0.0473947461102634,0,0,0,0,0,0.0520398777453476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198273865913854,0,0,0,0,0,0,-6.93889390390723e-18,-0.101843526423561,0
X600036.CH.EQUITY,0,0.180834835824677,0,0,0,0.0679023152040878,0.0915999491136677,0,0,0,0,0,0.201705245080739,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0.312893949292206,0,0,0,0,0.0248795174715053,0,0,0,0.0813932476166383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179302718660859
X601628.CH.EQUITY,0,0,0,0.101676874968222,0,0,0,0,0,0.0334273694205705,0,0,0,0,0,0,0,0.0583819666118834,0,0,0,0,-0.0996038471031519,0,0.263866285512587,0,0,0,0,0,0,0,0.253060773695224,0,0,0.487656662733808,0,0,0,0,0.0193448474917335,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.249847938952495,0.00259186083400628,0,0.0613795241299173,0.0596073622517756,0,0,0,0,0,0,0,0.179064069845415,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.263805607261555,0,0.104106791317725,0,0,0,0,0,0.0050998862526513,0,0,0,0,-0.0840620817140179,0,0,0,0,0,0,0.34490947185083,0,0.00993777228676248,0
X1299.HK.EQUITY,0,0,0,-0.0711003754238985,0,0,0,0,0,0.177278997331902,0,-0.00495065803593525,-0.11647302812384,0,0,0,0,0,0,0,0,0,0,0,0,0.207681257778082,0.0550579405154174,0,0,0,0,0,0,0,0.030660802697338,0,0,0,0,0.0700397706994871,0,0.116081794105971,0,0.0615767987695246,0,0.019856705009124,0.15870574016064,0,0.135288607711362,0,0.0361483966260817,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659357952053476,0,0,0,0,0,0,0,0,0,0.0373554039114606,0.104424378500053,0.609265279459055,0,0,0,0.0544651765130463,0.106406438140163,0,0,0,0,0,0,0,0,0.207206317311264,-0.0972970667800044,0.0993081035435515,0,0,0,0.130181037395202,0,0.173604527705418,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.144025936209477,0,0,0,0,0,0,0,0,0,0,0,-0.0148650537405271,0,0,-1.73472347597681e-18,0,0.479763206827506,0,0.185450421498516,1.38777878078145e-17,0,0,0,0.119710858493843,0.15037031448228,0,0,0,0,0.0784990482467395,0,0,0.0201645580763457,0,0,-0.0582976854411388,-0.176157109311604,0.105647939416447,0.0331350608080914,0,0,0,0,0,0
X601658.CH.Equity,0.177336191923074,8.67361737988404e-19,0.0872037739391147,0,0,0,0.0330249855923872,0,0,0,0,0.0331900177458491,0.044979274334623,0,0,0,0,0,0.380621255140944,0,0,0,0,0,0,0,0,0.0120563690863352,0,0,0,0,0,0,0,0,0,0,0.000833948896902499,0,0,0,-0.151684143896564,0,0,0,0,0,0.0957078609131266,0,0,-0.0601452629266271,-0.019604747738561
X601166.CH.EQUITY,0,0,0.00861290018839717,0,0,0,0,0,0,0,0.0293120617012963,0,0.0476802397072206,0,0,0,0,0.118675695608233,0,0,0,0,0,0,0.0201266428094039,0,0,0,0.0539227743965382,0,0,0,0.0460181847836546,0,0.0764215516500832,0,0,0,0,0,0,0,0,0,0.329690405333186,0.0898940835220018,0,0,0,0.0946857367332005,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.56884774704993,0,0,0,0,0.0259497185796556,0,0,0,0,0,0.0860596582837688,0,0,0,0,0,0,0.204344683301793,0,0,0,0.0825816445446965,0.00346373453755049,-6.93889390390723e-18,-0.226658988126869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590248042204012,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5524077800258,0,0,-0.135943015919929,0.148000389527741,0,0,0,0.137096510453965,0,0,0,0,-0.0162130899332569,0,0,0,0,0.100976328513378,8.67361737988404e-19,0.0857646306949091,0,0,0,0,-0.0268055283335497,0,0,0,0,-0.00982661800367445,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0227594832269647,-0.308774064803436,0,0,0.0952325240797878,0,0,0.111338395039871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215891299261363,0,-0.178155666547168,0,0,0,0,0,0,0,0,0.205118128516499,0,-0.0234086581951641,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.00429090171361184,0,0,0,0,0.0476836325986629,0,0,0,0.0219960921327684,0,0,0,0,0,0,0.0422964053215508,0.352164333786899,0,0,0,0,0.0646768522393489,0,0,0,0,0,0,0.200831031250347,0,0,0,0,0,0.0261158388372643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0157940489862165,0,0,0,0,0,0,0,0,0.0227149932633895,0,0.666576829367332,0.0781391008810336,-0.031668243141565,0,0,0,0,-0.139820533548104,0,0,0.0241218158232743,0,0,0,0.0295172500381782,0,0,0,0,0,0,0,0,0,0,0.169839197867795,0,0,0,0,0,0,0,0,0,-0.0317838250971515,0,0,0,0
