,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0343409108719807,0,0,0,0,0,0,0,0,0,0,-0.00192684587074295,0,0.539332232909274,0.787899124468178,-0.106974627351496,0.0109518330082547,0,0,0,0.201065650051021,0,-0.230937934170156,0,0,-0.324043873031302,0,0,0,0,-0.0446877890622495,-0.0800264717454772,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.201006586833245,0,0,0,-0.0163698862727341,0,0,0,-3.46944695195361e-18,0,0,0,0.0882671697752339,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0288391181376397,0,0.0766310586220725,0.00236403325158436,0,0,0,0,0,0.241550310945755,0,0,0,0,0,0,0,0.0898049886527086,0,0,0,0.225770600051213,0,0,0.0866691768821988
X601939.CH.EQUITY,0,0,0,0.848224354272294,0,0,0,0,0,0.0139932051753069,0,0,-0.115430363690992,0,0,0.0249861892264885,0,0.0654610429880399,0,0,0,0,0,0,0,0,0.0477573900974516,0,0,0.0584701848725461,0,0,0,0,0.0158424294583198,0,0,0,0,0,0,0,0,0.0696649610769979,0,0.0168775798685021,0,0,0.0088773292656413,0.0417077238851283,0,0,0
X601288.CH.EQUITY,0.0243109026191849,0,0.897744004226495,0,-0.0653750771103979,0,0,0,0,0,0,0,0,0,0,0,0.0103193128846284,0.136199142009543,0,0,0,0,0,0,0,0,0.0507582665149585,0,0,0,0,0,0.00194470241601594,0,0,0,0,0,0,-0.0956458884685306,0,0,0,0,0,-0.031317695802561,0,0,0,0,-0.0526932625996915,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.118254079141234,0,0.246165201889182,0.153278088189409,0,0,0,0,0,0,0,0,0.0331277819490342,0,0,0,0,0,0,0,0,0,0,0,0,-0.00901833721647978,0.217662477463233,0,0.234423142133499,0,0,0,0,0,0.164571422802949,0,0,0,0,0,0,0.171577664595491,0.0744682392599574,0.111139283719259
X600036.CH.EQUITY,0,0,0.394227724812543,0,0,0,0,0,0.0216195137323371,-0.0110854640580736,0,0,0,0,2.16840434497101e-19,0.116489695009791,0,0,0,0.0092906497734872,0,0,0,0,0,0,0.184100939964646,0,0.0278496538099124,0.141503587961941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186809364014659,0,0
X601988.CH.EQUITY,0,0,0,0.00350250035230938,-0.144368068245249,0.08294424102946,0,0.0303084275551498,0,0,0,0,0,0.0232136677130991,0,0,0,0,0,0,-0.080674948397344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104122227408101,0,0,0.00979655160253047,0,0,0,0,0,0,1.02524430220001,0,0.0275449658331203,0
X1299.HK.EQUITY,0,0.106619595139896,0,0,0.158072418560317,0,0,0,0,0.246629094364627,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21604005677961,0,0,0.351650790760563,-1.73472347597681e-18,0.225546513342939,0,0.124870185672014,0.120414692759156,0,0,0,0,0,0,0,0,0,0.115534306583669,0,0,-0.10404015313288,0,0,0,0,0,0.110499477710413,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986646030056029,0,-0.0853153085975064,0,0,0,0.048297692731866,0,0,0.00894630620646811,0.323354005971198,0.392487602713367,0,0,0,0,0,0,0,-0.083959157557556,0,0,0,0,0,0,0.0584582822462857,-0.138039624462676,0,0,0,0,0,0,0.204855545852354,0,-0.0750777605324881
X388.HK.EQUITY,0,0,0,0,0.304072461957333,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152050615473195,0,0,0,0,0,0,0.412556986341891,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115102608782104,0.224494027503959,-0.155980774068899,0,0.0796649505351109,0,0,0,-0.137746989339071,-3.46944695195361e-18,0.0584982171587022
