,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,6.93889390390723e-18,0.0572604050639772,0,0.139736690089285,0.178337101579837,0,0.351064618570324,0,0,0,0.000605416535901784,0,0.133060641094701,0,0,0,0,0,0,0,0,0,0.0119388318378341,0,0,0,0,0,0.10411474750102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.167374181544297,0,0,0,0,0.00035803136973756,0,0,0.24546562084643,0,0,0,0,0,0.0592428631399054,0.164753895302167,0,0.040350912586185,0.165184603610363,0,0,0,0,0,0,0,0.00334659408041503,0,0,-0.104252508293324,0.0757749037838882,0,0,0,0,0,0.108405720630153,0,0.100454334290782,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353589106286086
X601939.CH.EQUITY,0.255386763791628,0,0,0,0,0,0,0,0,0,0,0,0,0.415750365325896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201773678777288,0.102969067120205,0,0,0,0.0188574411274715,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.343961533082841,0,0.0265383152182169,0,0,0.487909256498206,0,0,0,0,0,0.00729608842975594,0,0,0.0356486912103272,0,0,0.00911537048674189,-0.0256050618432128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100407884117756,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.0199118574402479,0,0,0,0.152509452258669,0,0,0,0,0.163216535417897,0,0,0,2.77555756156289e-17,0,0,0,0,0.245882320462982,0.838355746364061,0,0,0,0.228808738383494,0,0,0,0,0,0,0.0396190359804482,0,0,0.0689196320965857,0,3.46944695195361e-18,0,0,0,-0.296172487167485,0,-0.107746547386555,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0591749537282987,0,0,0,0,0,0,0,0,0.107854872234005,0,0,0,0,0.219861735413125,0,0.0740142548583543,0,0,0,0,0,0.220308811967051,0,0,0,0,0,0,0,0.103745916330549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136867920956437,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.117636210041392,0,0,0,0.267543576601326,0,0,0,0.166832843304878,0,0,0,0,0,0,0,0,0,0,0.0482798063058699,0,0,0,0.161331933983337,0,0.150334972627419,0,0,0,0,0.0358544196269164,0,0,0,0,0,0,0,0,0,0.0241657513831931,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.119853364287443,0,0,0.141537187239473,0,0,0.278532937088582,0,0,0,0.0933484118322578,0,0,0,0,0,0,0.00847730625954353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.399131910320248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109545229180076,0,0,-2.77555756156289e-17,0.116284618113533,0,0,0,0.140628943744302,-0.0362346391475232,0,0,0,0.0130138030191042,0.258808099909977,0,0,0,0,0.116153107106721,0,-0.0463643248364948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.170772088478541,0,0,0,0,0,0.219852648329914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983479189469323,0,0,-0.148018677013805,0,0,0,0,0,0,0,0,0.783510446602098,0,0,0,0,0,0.377733157762874,-0.274245292616598,0,0,0,0
