,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.115038120635948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110446541615857,0,0.378740979776027,0.497961465506434,0.011729164494585,-0.220001602709688,0,0,0.287142408644007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157916610839677,0,0,0.0635395451035747,0
X601318.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0.1378601820872,0,0,0,0,0,0,0.0337000955088188,0.151322164876268,0,0,0,0.16578654186395,0,0,0,0,0,0,0,0,0,0,0,0.0126663157984843,0.0401416990170523,0.0539141828644013,0,0,0,0.0285988453446704,0.211688179611057,0,0,0,0,0,0,0,0,0,0,0,0,0.0690098791336971,0,0,0.144315118694073
X601939.CH.EQUITY,0,0.068962244504486,0,0,0.807120335102663,0,0,0,0,0.00202578544901852,0,0,0,0,0,0.0834228719887402,0,0.0186142328851175,0.0584217945687467,0,0,0.00324011375676005,0,0,0,0,0.0104579181727745,0,0.00997503220610043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.406644974597382,0,0,0,0,0,0,0,0,0,0.0918251377982413,0,0,0,0,0,0,0,0,0.00353936250297719,0,0,0,0,0.308968711180528,0,0,0,0,0,0,0,0,0,0.106210984087985,0.0450944900549761,0,0,0,6.93889390390723e-18,0,0.0753564753947846
X601288.CH.EQUITY,0,0,1.00439049582985,-0.0440459814718183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699019480695305,0,0,0,0,0,-0.00637699776373419,0,0,0,0,0,0,-0.00281486815169923,0,0,-0.0663842548517588,0,-0.0888622540208083,-0.0429691753608775,0
X600036.CH.EQUITY,0,0,0.366764298372123,0,0,0,0,0,0.046338914161212,-0.00593304501083921,0,0,0,0,0,0.146512646126906,0,0,0,0.00358551956097793,0.0477366996697171,0,0,0,0,0,0.0968686871282907,0,0.275419855551863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257727736353297,0,0,0,0,0,0.0429571065495746,0,0
X601988.CH.EQUITY,0,0,0,-0.0836747079790267,0,0.0660513328102832,0,0,0,0,0,-0.0602690937799497,0,0.0794938693682358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.094897234447121,0,0,0,0,0,0,-0.0198731041124435,0.988316513699203,0,0.0282519665671673,0
X1299.HK.EQUITY,0,0,0,0.158187056577378,0,0,0,0,0,0.132063063310755,0,0,0,0,0,0,0,0,0,0,0,0,-0.208128841413075,0,0,0.0835629658089302,0.419956191244802,0,0,0.163706197599272,0.380579417147704,0.0949005699100588,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,-0.172183496805355,0,0,0,0,0,0.0889843343530879,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821562406493426,0,-0.134133290722688,0,0,0,0,0,0,0,0.302061980007599,0.394689611104319,0,0,0,0.0598399427381097,0,0,0,-0.0420455405728736,-1.73472347597681e-18,0,0,0,0,0,0,0.0619538346179668,0,-0.123163307189394,0,0,0.188355799124134,0,0.202805328468599,0,-0.0664625217170651
X388.HK.EQUITY,0,0,0,0.316200003922316,0,0,0,0,0,0,0,0,0,0,0,-0.0125608880118305,0,0,-0.176781388435891,0,0,0,0,0,0.412547102934916,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.11506807662656,-0.134433761865064,0.246005243711514,0.0679065611110677,0,0,0,-0.133348006422367,0,0.061215750488207
