,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0886453671006226,0,0.415654801887743,0,0,0.0463315751020686,0,0.240233146924175,0,0,0.147179182907542,0,0,0,0,0,0.0264926348081019,0,0.00821895255684977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599607425351897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.401289951375237,0,0,0.115776804814547,0,0,0,-0.0716726237391107,0,0.0177273380541411,0,0,0.399909211568424,-0.0390562836996828,0,0,0,0,0,0,0,0,0,0,0,-0.0984529835304713,0,0,0,0,0,0,0.132869376641468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00734721195894748,0,0.0197424576126216
X601318.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0572506967390598,0.368567672604103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780533490379365,0,0,0.134056248603541,0,0,0,0,0,0.215011164173467,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.453222295643321,0.000556506483131322,0,0,0.405394100698387,0,0,0,0,-0.0200935525539514,0.0435390897086621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404443330325399,0,-0.0522139441265238,0,0,0,0,0,0,0,0.0673837247305469,0,0,0,0,0,0,0,0,0,0,0,-0.0283945342282655
X601988.CH.EQUITY,0,0,0,0.279230410186392,0,0,0,0,0,0.00144323468586514,0,0,0,0,0,0,0,0.136299600140333,0.135521569211819,0,0,0,0,0,0,0,0,0,0.00148249447159879,0.0667841550753584,0,0,0,0.011909056452987,0,0,0.0472405790387126,0,0,0,0,0,0,0.165936496945829,0,0,0.147640749341284,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0548799361914098,0,0,0,0.139011129227217,0.241270982507794,0,0,0,0,0,0.617047608117728,0,0,0.0374505140310016,0,0,0.381339939323885,-0.450537604926287,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.0903830802079108,0.109008462002722,0,0,0,0,0,0,0,0,0,0,-0.0994474980883002,-0.031410413845418
X600036.CH.EQUITY,0,0,0.0192353476051389,0,0,0,0,0,0,0,0,0.485577655562343,0,0,0,0,0,0,0,0,0,0,0,0.0452714694465772,0,0.145552457163386,0,0,0,0,0,0,0,0,0.0918411922779796,0,0,0,0,0,0,0.0398134110956185,0,0,0,0,0,0,0,0.223512771041983,-0.00716875446785614,0,0.0242008692488851
X1299.HK.EQUITY,0.000854871206297642,0,0,0,0,0,0.104343209039354,0,-4.33680868994202e-19,0,0,0,0,0,0.107429319066499,0,-3.46944695195361e-18,0,0,0,0.228741551057814,0,0,0.0995980562534528,0,0,0,0.103644579573003,0,0,0,0,0,0,0,0,0.178983237844011,0,0,0,0.185081962081373,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0725227203441223,0,0,0,0,0,0.0927669883127819,0,0,0,0.198225028474538,0.373649783668839,0,0,0,0,0,0,0.0673625729064744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0410295385900365,0,0
X601658.CH.Equity,0,0,0,0,0.155400500870112,0,0,0,0,0,0,0,0,0,-0.265977990199066,0,0,0,0,0,0,0,0,0.0683498305233258,0,0,0,0,0,0.569265539307503,0,0,0,0,0.121878267362914,0,0,0,0,0,-0.396938998094319,0.0580777958971795,0,0,0,0,0.773092082000296,0,0,0,-0.0494613228093168,0,-0.13267914497537
